TASK 3 - PHASE 2: CRAWL GAIT COORDINATION LOG
Sequence: FL -> RR -> FR -> RL
==========================================================================================

   Time | Active |  Phase |  FL_hip |  FR_hip |  RL_hip |  RR_hip | FL_phase | RR_phase
------------------------------------------------------------------------------------------
  0.010 |     FL |  SWING |   -9.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.020 |     FL |  SWING |   -9.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.030 |     FL |  SWING |   -9.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.040 |     FL |  SWING |   -9.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.050 |     FL |  SWING |   -9.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.060 |     FL |  SWING |   -9.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.070 |     FL |  SWING |   -9.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.080 |     FL |  SWING |   -9.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.090 |     FL |  SWING |   -8.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.100 |     FL |  SWING |   -8.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.110 |     FL |  SWING |   -8.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.120 |     FL |  SWING |   -8.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.130 |     FL |  SWING |   -8.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.140 |     FL |  SWING |   -8.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.150 |     FL |  SWING |   -8.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.160 |     FL |  SWING |   -8.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.170 |     FL |  SWING |   -7.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.180 |     FL |  SWING |   -7.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.190 |     FL |  SWING |   -7.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.200 |     FL |  SWING |   -7.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.210 |     FL |  SWING |   -7.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.220 |     FL |  SWING |   -7.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.230 |     FL |  SWING |   -7.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.240 |     FL |  SWING |   -7.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.250 |     FL |  SWING |   -6.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.260 |     FL |  SWING |   -6.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.270 |     FL |  SWING |   -6.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.280 |     FL |  SWING |   -6.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.290 |     FL |  SWING |   -6.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.300 |     FL |  SWING |   -6.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.310 |     FL |  SWING |   -6.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.320 |     FL |  SWING |   -6.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.330 |     FL |  SWING |   -5.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.340 |     FL |  SWING |   -5.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.350 |     FL |  SWING |   -5.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.360 |     FL |  SWING |   -5.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.370 |     FL |  SWING |   -5.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.380 |     FL |  SWING |   -5.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.390 |     FL |  SWING |   -5.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.400 |     FL |  SWING |   -5.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.410 |     FL |  SWING |   -4.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.420 |     FL |  SWING |   -4.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.430 |     FL |  SWING |   -4.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.440 |     FL |  SWING |   -4.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.450 |     FL |  SWING |   -4.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.460 |     FL |  SWING |   -4.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.470 |     FL |  SWING |   -4.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.480 |     FL |  SWING |   -4.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.490 |     FL |  SWING |   -3.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.500 |     FL |  SWING |   -3.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.510 |     FL |  SWING |   -3.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.520 |     FL |  SWING |   -3.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.530 |     FL |  SWING |   -3.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.540 |     FL |  SWING |   -3.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.550 |     FL |  SWING |   -3.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.560 |     FL |  SWING |   -3.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.570 |     FL |  SWING |   -2.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.580 |     FL |  SWING |   -2.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.590 |     FL |  SWING |   -2.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.600 |     FL |  SWING |   -2.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.610 |     FL |  SWING |   -2.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.620 |     FL |  SWING |   -2.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.630 |     FL |  SWING |   -2.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.640 |     FL |  SWING |   -2.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.650 |     FL |  SWING |   -1.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.660 |     FL |  SWING |   -1.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.670 |     FL |  SWING |   -1.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.680 |     FL |  SWING |   -1.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.690 |     FL |  SWING |   -1.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.700 |     FL |  SWING |   -1.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.710 |     FL |  SWING |   -1.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.720 |     FL |  SWING |   -1.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.730 |     FL |  SWING |   -0.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.740 |     FL |  SWING |   -0.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.750 |     FL |  SWING |   -0.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.760 |     FL |  SWING |   -0.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.770 |     FL |  SWING |   -0.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.780 |     FL |  SWING |   -0.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.790 |     FL |  SWING |   -0.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.800 |     FL |  SWING |    0.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.810 |     FL |  SWING |    0.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.820 |     FL |  SWING |    0.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.830 |     FL |  SWING |    0.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.840 |     FL |  SWING |    0.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.850 |     FL |  SWING |    0.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.860 |     FL |  SWING |    0.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.870 |     FL |  SWING |    0.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.880 |     FL |  SWING |    1.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.890 |     FL |  SWING |    1.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.900 |     FL |  SWING |    1.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.910 |     FL |  SWING |    1.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.920 |     FL |  SWING |    1.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.930 |     FL |  SWING |    1.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.940 |     FL |  SWING |    1.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.950 |     FL |  SWING |    1.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.960 |     FL |  SWING |    2.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.970 |     FL |  SWING |    2.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.980 |     FL |  SWING |    2.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  0.990 |     FL |  SWING |    2.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.000 |     FL |  SWING |    2.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.010 |     FL |  SWING |    2.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.020 |     FL |  SWING |    2.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.030 |     FL |  SWING |    2.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.040 |     FL |  SWING |    3.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.050 |     FL |  SWING |    3.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.060 |     FL |  SWING |    3.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.070 |     FL |  SWING |    3.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.080 |     FL |  SWING |    3.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.090 |     FL |  SWING |    3.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.100 |     FL |  SWING |    3.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.110 |     FL |  SWING |    3.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.120 |     FL |  SWING |    4.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.130 |     FL |  SWING |    4.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.140 |     FL |  SWING |    4.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.150 |     FL |  SWING |    4.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.160 |     FL |  SWING |    4.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.170 |     FL |  SWING |    4.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.180 |     FL |  SWING |    4.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.190 |     FL |  SWING |    4.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.200 |     FL |  SWING |    5.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.210 |     FL |  SWING |    5.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.220 |     FL |  SWING |    5.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.230 |     FL |  SWING |    5.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.240 |     FL |  SWING |    5.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.250 |     FL |  SWING |    5.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.260 |     FL |  SWING |    5.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.270 |     FL |  SWING |    5.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.280 |     FL |  SWING |    6.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.290 |     FL |  SWING |    6.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.300 |     FL |  SWING |    6.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.310 |     FL |  SWING |    6.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.320 |     FL |  SWING |    6.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.330 |     FL |  SWING |    6.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.340 |     FL |  SWING |    6.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.350 |     FL |  SWING |    6.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.360 |     FL |  SWING |    7.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.370 |     FL |  SWING |    7.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.380 |     FL |  SWING |    7.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.390 |     FL |  SWING |    7.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.400 |     FL |  SWING |    7.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.410 |     FL |  SWING |    7.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.420 |     FL |  SWING |    7.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.430 |     FL |  SWING |    7.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.440 |     FL |  SWING |    8.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.450 |     FL |  SWING |    8.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.460 |     FL |  SWING |    8.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.470 |     FL |  SWING |    8.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.480 |     FL |  SWING |    8.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.490 |     FL |  SWING |    8.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.500 |     FL |  SWING |    8.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.510 |     FL |  SWING |    8.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.520 |     FL |  SWING |    9.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.530 |     FL |  SWING |    9.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.540 |     FL |  SWING |    9.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.550 |     FL |  SWING |    9.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.560 |     FL |  SWING |    9.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.570 |     FL |  SWING |    9.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.580 |     FL |  SWING |    9.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.590 |     FL |  SWING |    9.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.600 |     FL |  SWING |   10.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.610 |     FL |  SWING |   10.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.620 |     FL |  SWING |   10.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.630 |     FL |  SWING |   10.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.640 |     FL |  SWING |   10.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.650 |     FL |  SWING |   10.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.660 |     FL |  SWING |   10.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.670 |     FL |  SWING |   10.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.680 |     FL |  SWING |   11.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.690 |     FL |  SWING |   11.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.700 |     FL |  SWING |   11.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.710 |     FL |  SWING |   11.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.720 |     FL |  SWING |   11.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.730 |     FL |  SWING |   11.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.740 |     FL |  SWING |   11.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.750 |     FL |  SWING |   11.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.760 |     FL |  SWING |   12.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.770 |     FL |  SWING |   12.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.780 |     FL |  SWING |   12.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.790 |     FL |  SWING |   12.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.800 |     FL |  SWING |   12.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.810 |     FL |  SWING |   12.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.820 |     FL |  SWING |   12.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.830 |     FL |  SWING |   12.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.840 |     FL |  SWING |   13.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.850 |     FL |  SWING |   13.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.860 |     FL |  SWING |   13.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.870 |     FL |  SWING |   13.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.880 |     FL |  SWING |   13.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.890 |     FL |  SWING |   13.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.900 |     FL |  SWING |   13.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.910 |     FL |  SWING |   13.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.920 |     FL |  SWING |   14.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.930 |     FL |  SWING |   14.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.940 |     FL |  SWING |   14.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.950 |     FL |  SWING |   14.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.960 |     FL |  SWING |   14.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.970 |     FL |  SWING |   14.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.980 |     FL |  SWING |   14.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  1.990 |     FL |  SWING |   14.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.000 |     FL | STANCE |   15.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.010 |     FL | STANCE |   14.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.020 |     FL | STANCE |   14.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.030 |     FL | STANCE |   14.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.040 |     FL | STANCE |   14.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.050 |     FL | STANCE |   14.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.060 |     FL | STANCE |   14.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.070 |     FL | STANCE |   14.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.080 |     FL | STANCE |   14.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.090 |     FL | STANCE |   13.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.100 |     FL | STANCE |   13.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.110 |     FL | STANCE |   13.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.120 |     FL | STANCE |   13.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.130 |     FL | STANCE |   13.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.140 |     FL | STANCE |   13.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.150 |     FL | STANCE |   13.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.160 |     FL | STANCE |   13.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.170 |     FL | STANCE |   12.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.180 |     FL | STANCE |   12.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.190 |     FL | STANCE |   12.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.200 |     FL | STANCE |   12.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.210 |     FL | STANCE |   12.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.220 |     FL | STANCE |   12.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.230 |     FL | STANCE |   12.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.240 |     FL | STANCE |   12.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.250 |     FL | STANCE |   11.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.260 |     FL | STANCE |   11.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.270 |     FL | STANCE |   11.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.280 |     FL | STANCE |   11.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.290 |     FL | STANCE |   11.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.300 |     FL | STANCE |   11.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.310 |     FL | STANCE |   11.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.320 |     FL | STANCE |   11.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.330 |     FL | STANCE |   10.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.340 |     FL | STANCE |   10.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.350 |     FL | STANCE |   10.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.360 |     FL | STANCE |   10.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.370 |     FL | STANCE |   10.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.380 |     FL | STANCE |   10.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.390 |     FL | STANCE |   10.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.400 |     FL | STANCE |   10.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.410 |     FL | STANCE |    9.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.420 |     FL | STANCE |    9.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.430 |     FL | STANCE |    9.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.440 |     FL | STANCE |    9.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.450 |     FL | STANCE |    9.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.460 |     FL | STANCE |    9.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.470 |     FL | STANCE |    9.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.480 |     FL | STANCE |    9.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.490 |     FL | STANCE |    8.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.500 |     FL | STANCE |    8.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.510 |     FL | STANCE |    8.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.520 |     FL | STANCE |    8.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.530 |     FL | STANCE |    8.38 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.540 |     FL | STANCE |    8.25 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.550 |     FL | STANCE |    8.12 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.560 |     FL | STANCE |    8.00 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.570 |     FL | STANCE |    7.88 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.580 |     FL | STANCE |    7.75 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.590 |     FL | STANCE |    7.62 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
  2.600 |     FL | STANCE |    7.50 |  -10.00 |  -10.00 |  -10.00 |    SWING |   STANCE
