TASK 3 - PHASE 2: CRAWL GAIT COORDINATION LOG
Sequence: FL -> RR -> FR -> RL
==========================================================================================

   Time | Active |  Phase |  FL_hip |  FR_hip |  RL_hip |  RR_hip | FL_phase | RR_phase
 22.660 |     FR |  SWING |  -10.00 |   10.75 |  -10.00 |   -9.61 |   STANCE |   STANCE
 22.670 |     FR |  SWING |  -10.00 |   10.88 |  -10.00 |   -9.62 |   STANCE |   STANCE
 22.680 |     FR |  SWING |  -10.00 |   11.00 |  -10.00 |   -9.62 |   STANCE |   STANCE
 22.690 |     FR |  SWING |  -10.00 |   11.12 |  -10.00 |   -9.63 |   STANCE |   STANCE
 22.700 |     FR |  SWING |  -10.00 |   11.25 |  -10.00 |   -9.64 |   STANCE |   STANCE
 22.710 |     FR |  SWING |  -10.00 |   11.38 |  -10.00 |   -9.64 |   STANCE |   STANCE
 22.720 |     FR |  SWING |  -10.00 |   11.50 |  -10.00 |   -9.65 |   STANCE |   STANCE
 22.730 |     FR |  SWING |  -10.00 |   11.62 |  -10.00 |   -9.65 |   STANCE |   STANCE
 22.740 |     FR |  SWING |  -10.00 |   11.75 |  -10.00 |   -9.66 |   STANCE |   STANCE
 22.750 |     FR |  SWING |  -10.00 |   11.88 |  -10.00 |   -9.66 |   STANCE |   STANCE
 22.760 |     FR |  SWING |  -10.00 |   12.00 |  -10.00 |   -9.67 |   STANCE |   STANCE
 22.770 |     FR |  SWING |  -10.00 |   12.12 |  -10.00 |   -9.68 |   STANCE |   STANCE
 22.780 |     FR |  SWING |  -10.00 |   12.25 |  -10.00 |   -9.68 |   STANCE |   STANCE
 22.790 |     FR |  SWING |  -10.00 |   12.38 |  -10.00 |   -9.69 |   STANCE |   STANCE
 22.800 |     FR |  SWING |  -10.00 |   12.50 |  -10.00 |   -9.69 |   STANCE |   STANCE
 22.810 |     FR |  SWING |  -10.00 |   12.62 |  -10.00 |   -9.70 |   STANCE |   STANCE
 22.820 |     FR |  SWING |  -10.00 |   12.75 |  -10.00 |   -9.70 |   STANCE |   STANCE
 22.830 |     FR |  SWING |  -10.00 |   12.88 |  -10.00 |   -9.71 |   STANCE |   STANCE
 22.840 |     FR |  SWING |  -10.00 |   13.00 |  -10.00 |   -9.71 |   STANCE |   STANCE
 22.850 |     FR |  SWING |  -10.00 |   13.12 |  -10.00 |   -9.72 |   STANCE |   STANCE
 22.860 |     FR |  SWING |  -10.00 |   13.25 |  -10.00 |   -9.72 |   STANCE |   STANCE
 22.870 |     FR |  SWING |  -10.00 |   13.38 |  -10.00 |   -9.73 |   STANCE |   STANCE
 22.880 |     FR |  SWING |  -10.00 |   13.50 |  -10.00 |   -9.73 |   STANCE |   STANCE
 22.890 |     FR |  SWING |  -10.00 |   13.62 |  -10.00 |   -9.73 |   STANCE |   STANCE
 22.900 |     FR |  SWING |  -10.00 |   13.75 |  -10.00 |   -9.74 |   STANCE |   STANCE
 22.910 |     FR |  SWING |  -10.00 |   13.88 |  -10.00 |   -9.74 |   STANCE |   STANCE
 22.920 |     FR |  SWING |  -10.00 |   14.00 |  -10.00 |   -9.75 |   STANCE |   STANCE
 22.930 |     FR |  SWING |  -10.00 |   14.12 |  -10.00 |   -9.75 |   STANCE |   STANCE
 22.940 |     FR |  SWING |  -10.00 |   14.25 |  -10.00 |   -9.76 |   STANCE |   STANCE
 22.950 |     FR |  SWING |  -10.00 |   14.38 |  -10.00 |   -9.76 |   STANCE |   STANCE
 22.960 |     FR |  SWING |  -10.00 |   14.50 |  -10.00 |   -9.77 |   STANCE |   STANCE
 22.970 |     FR |  SWING |  -10.00 |   14.62 |  -10.00 |   -9.77 |   STANCE |   STANCE
 22.980 |     FR |  SWING |  -10.00 |   14.75 |  -10.00 |   -9.77 |   STANCE |   STANCE
 22.990 |     FR |  SWING |  -10.00 |   14.88 |  -10.00 |   -9.78 |   STANCE |   STANCE
 23.000 |     FR | STANCE |  -10.00 |   15.00 |  -10.00 |   -9.78 |   STANCE |   STANCE
 23.010 |     FR | STANCE |  -10.00 |   14.88 |  -10.00 |   -9.78 |   STANCE |   STANCE
 23.020 |     FR | STANCE |  -10.00 |   14.75 |  -10.00 |   -9.79 |   STANCE |   STANCE
 23.030 |     FR | STANCE |  -10.00 |   14.62 |  -10.00 |   -9.79 |   STANCE |   STANCE
 23.040 |     FR | STANCE |  -10.00 |   14.50 |  -10.00 |   -9.79 |   STANCE |   STANCE
 23.050 |     FR | STANCE |  -10.00 |   14.38 |  -10.00 |   -9.80 |   STANCE |   STANCE
 23.060 |     FR | STANCE |  -10.00 |   14.25 |  -10.00 |   -9.80 |   STANCE |   STANCE
 23.070 |     FR | STANCE |  -10.00 |   14.12 |  -10.00 |   -9.80 |   STANCE |   STANCE
 23.080 |     FR | STANCE |  -10.00 |   14.00 |  -10.00 |   -9.81 |   STANCE |   STANCE
 23.090 |     FR | STANCE |  -10.00 |   13.88 |  -10.00 |   -9.81 |   STANCE |   STANCE
 23.100 |     FR | STANCE |  -10.00 |   13.75 |  -10.00 |   -9.81 |   STANCE |   STANCE
 23.110 |     FR | STANCE |  -10.00 |   13.62 |  -10.00 |   -9.82 |   STANCE |   STANCE
 23.120 |     FR | STANCE |  -10.00 |   13.50 |  -10.00 |   -9.82 |   STANCE |   STANCE
 23.130 |     FR | STANCE |  -10.00 |   13.38 |  -10.00 |   -9.82 |   STANCE |   STANCE
 23.140 |     FR | STANCE |  -10.00 |   13.25 |  -10.00 |   -9.83 |   STANCE |   STANCE
 23.150 |     FR | STANCE |  -10.00 |   13.12 |  -10.00 |   -9.83 |   STANCE |   STANCE
 23.160 |     FR | STANCE |  -10.00 |   13.00 |  -10.00 |   -9.83 |   STANCE |   STANCE
 23.170 |     FR | STANCE |  -10.00 |   12.88 |  -10.00 |   -9.84 |   STANCE |   STANCE
 23.180 |     FR | STANCE |  -10.00 |   12.75 |  -10.00 |   -9.84 |   STANCE |   STANCE
 23.190 |     FR | STANCE |  -10.00 |   12.62 |  -10.00 |   -9.84 |   STANCE |   STANCE
 23.200 |     FR | STANCE |  -10.00 |   12.50 |  -10.00 |   -9.84 |   STANCE |   STANCE
 23.210 |     FR | STANCE |  -10.00 |   12.38 |  -10.00 |   -9.85 |   STANCE |   STANCE
 23.220 |     FR | STANCE |  -10.00 |   12.25 |  -10.00 |   -9.85 |   STANCE |   STANCE
 23.230 |     FR | STANCE |  -10.00 |   12.12 |  -10.00 |   -9.85 |   STANCE |   STANCE
 23.240 |     FR | STANCE |  -10.00 |   12.00 |  -10.00 |   -9.85 |   STANCE |   STANCE
 23.250 |     FR | STANCE |  -10.00 |   11.88 |  -10.00 |   -9.86 |   STANCE |   STANCE
 23.260 |     FR | STANCE |  -10.00 |   11.75 |  -10.00 |   -9.86 |   STANCE |   STANCE
 23.270 |     FR | STANCE |  -10.00 |   11.62 |  -10.00 |   -9.86 |   STANCE |   STANCE
 23.280 |     FR | STANCE |  -10.00 |   11.50 |  -10.00 |   -9.86 |   STANCE |   STANCE
 23.290 |     FR | STANCE |  -10.00 |   11.38 |  -10.00 |   -9.87 |   STANCE |   STANCE
 23.300 |     FR | STANCE |  -10.00 |   11.25 |  -10.00 |   -9.87 |   STANCE |   STANCE
 23.310 |     FR | STANCE |  -10.00 |   11.12 |  -10.00 |   -9.87 |   STANCE |   STANCE
 23.320 |     FR | STANCE |  -10.00 |   11.00 |  -10.00 |   -9.87 |   STANCE |   STANCE
 23.330 |     FR | STANCE |  -10.00 |   10.88 |  -10.00 |   -9.87 |   STANCE |   STANCE
 23.340 |     FR | STANCE |  -10.00 |   10.75 |  -10.00 |   -9.88 |   STANCE |   STANCE
 23.350 |     FR | STANCE |  -10.00 |   10.62 |  -10.00 |   -9.88 |   STANCE |   STANCE
 23.360 |     FR | STANCE |  -10.00 |   10.50 |  -10.00 |   -9.88 |   STANCE |   STANCE
 23.370 |     FR | STANCE |  -10.00 |   10.38 |  -10.00 |   -9.88 |   STANCE |   STANCE
 23.380 |     FR | STANCE |  -10.00 |   10.25 |  -10.00 |   -9.88 |   STANCE |   STANCE
 23.390 |     FR | STANCE |  -10.00 |   10.12 |  -10.00 |   -9.89 |   STANCE |   STANCE
 23.400 |     FR | STANCE |  -10.00 |   10.00 |  -10.00 |   -9.89 |   STANCE |   STANCE
 23.410 |     FR | STANCE |  -10.00 |    9.88 |  -10.00 |   -9.89 |   STANCE |   STANCE
 23.420 |     FR | STANCE |  -10.00 |    9.75 |  -10.00 |   -9.89 |   STANCE |   STANCE
 23.430 |     FR | STANCE |  -10.00 |    9.62 |  -10.00 |   -9.89 |   STANCE |   STANCE
 23.440 |     FR | STANCE |  -10.00 |    9.50 |  -10.00 |   -9.89 |   STANCE |   STANCE
 23.450 |     FR | STANCE |  -10.00 |    9.38 |  -10.00 |   -9.90 |   STANCE |   STANCE
 23.460 |     FR | STANCE |  -10.00 |    9.25 |  -10.00 |   -9.90 |   STANCE |   STANCE
 23.470 |     FR | STANCE |  -10.00 |    9.12 |  -10.00 |   -9.90 |   STANCE |   STANCE
 23.480 |     FR | STANCE |  -10.00 |    9.00 |  -10.00 |   -9.90 |   STANCE |   STANCE
 23.490 |     FR | STANCE |  -10.00 |    8.88 |  -10.00 |   -9.90 |   STANCE |   STANCE
 23.500 |     FR | STANCE |  -10.00 |    8.75 |  -10.00 |   -9.90 |   STANCE |   STANCE
 23.510 |     FR | STANCE |  -10.00 |    8.62 |  -10.00 |   -9.91 |   STANCE |   STANCE
 23.520 |     FR | STANCE |  -10.00 |    8.50 |  -10.00 |   -9.91 |   STANCE |   STANCE
 23.530 |     FR | STANCE |  -10.00 |    8.38 |  -10.00 |   -9.91 |   STANCE |   STANCE
 23.540 |     FR | STANCE |  -10.00 |    8.25 |  -10.00 |   -9.91 |   STANCE |   STANCE
 23.550 |     FR | STANCE |  -10.00 |    8.12 |  -10.00 |   -9.91 |   STANCE |   STANCE
 23.560 |     FR | STANCE |  -10.00 |    8.00 |  -10.00 |   -9.91 |   STANCE |   STANCE
 23.570 |     FR | STANCE |  -10.00 |    7.88 |  -10.00 |   -9.92 |   STANCE |   STANCE
 23.580 |     FR | STANCE |  -10.00 |    7.75 |  -10.00 |   -9.92 |   STANCE |   STANCE
 23.590 |     FR | STANCE |  -10.00 |    7.62 |  -10.00 |   -9.92 |   STANCE |   STANCE
 23.600 |     FR | STANCE |  -10.00 |    7.50 |  -10.00 |   -9.92 |   STANCE |   STANCE
 23.610 |     FR | STANCE |  -10.00 |    7.38 |  -10.00 |   -9.92 |   STANCE |   STANCE
 23.620 |     FR | STANCE |  -10.00 |    7.25 |  -10.00 |   -9.92 |   STANCE |   STANCE
 23.630 |     FR | STANCE |  -10.00 |    7.12 |  -10.00 |   -9.92 |   STANCE |   STANCE
 23.640 |     FR | STANCE |  -10.00 |    7.00 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.650 |     FR | STANCE |  -10.00 |    6.88 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.660 |     FR | STANCE |  -10.00 |    6.75 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.670 |     FR | STANCE |  -10.00 |    6.62 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.680 |     FR | STANCE |  -10.00 |    6.50 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.690 |     FR | STANCE |  -10.00 |    6.38 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.700 |     FR | STANCE |  -10.00 |    6.25 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.710 |     FR | STANCE |  -10.00 |    6.12 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.720 |     FR | STANCE |  -10.00 |    6.00 |  -10.00 |   -9.93 |   STANCE |   STANCE
 23.730 |     FR | STANCE |  -10.00 |    5.88 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.740 |     FR | STANCE |  -10.00 |    5.75 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.750 |     FR | STANCE |  -10.00 |    5.62 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.760 |     FR | STANCE |  -10.00 |    5.50 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.770 |     FR | STANCE |  -10.00 |    5.38 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.780 |     FR | STANCE |  -10.00 |    5.25 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.790 |     FR | STANCE |  -10.00 |    5.12 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.800 |     FR | STANCE |  -10.00 |    5.00 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.810 |     FR | STANCE |  -10.00 |    4.88 |  -10.00 |   -9.94 |   STANCE |   STANCE
 23.820 |     FR | STANCE |  -10.00 |    4.75 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.830 |     FR | STANCE |  -10.00 |    4.62 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.840 |     FR | STANCE |  -10.00 |    4.50 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.850 |     FR | STANCE |  -10.00 |    4.38 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.860 |     FR | STANCE |  -10.00 |    4.25 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.870 |     FR | STANCE |  -10.00 |    4.12 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.880 |     FR | STANCE |  -10.00 |    4.00 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.890 |     FR | STANCE |  -10.00 |    3.88 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.900 |     FR | STANCE |  -10.00 |    3.75 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.910 |     FR | STANCE |  -10.00 |    3.62 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.920 |     FR | STANCE |  -10.00 |    3.50 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.930 |     FR | STANCE |  -10.00 |    3.38 |  -10.00 |   -9.95 |   STANCE |   STANCE
 23.940 |     FR | STANCE |  -10.00 |    3.25 |  -10.00 |   -9.96 |   STANCE |   STANCE
 23.950 |     FR | STANCE |  -10.00 |    3.12 |  -10.00 |   -9.96 |   STANCE |   STANCE
 23.960 |     FR | STANCE |  -10.00 |    3.00 |  -10.00 |   -9.96 |   STANCE |   STANCE
 23.970 |     FR | STANCE |  -10.00 |    2.88 |  -10.00 |   -9.96 |   STANCE |   STANCE
 23.980 |     FR | STANCE |  -10.00 |    2.75 |  -10.00 |   -9.96 |   STANCE |   STANCE
 23.990 |     FR | STANCE |  -10.00 |    2.62 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.000 |     FR | STANCE |  -10.00 |    2.50 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.010 |     FR | STANCE |  -10.00 |    2.38 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.020 |     FR | STANCE |  -10.00 |    2.25 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.030 |     FR | STANCE |  -10.00 |    2.12 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.040 |     FR | STANCE |  -10.00 |    2.00 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.050 |     FR | STANCE |  -10.00 |    1.88 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.060 |     FR | STANCE |  -10.00 |    1.75 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.070 |     FR | STANCE |  -10.00 |    1.62 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.080 |     FR | STANCE |  -10.00 |    1.50 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.090 |     FR | STANCE |  -10.00 |    1.38 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.100 |     FR | STANCE |  -10.00 |    1.25 |  -10.00 |   -9.96 |   STANCE |   STANCE
 24.110 |     FR | STANCE |  -10.00 |    1.12 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.120 |     FR | STANCE |  -10.00 |    1.00 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.130 |     FR | STANCE |  -10.00 |    0.88 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.140 |     FR | STANCE |  -10.00 |    0.75 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.150 |     FR | STANCE |  -10.00 |    0.62 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.160 |     FR | STANCE |  -10.00 |    0.50 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.170 |     FR | STANCE |  -10.00 |    0.38 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.180 |     FR | STANCE |  -10.00 |    0.25 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.190 |     FR | STANCE |  -10.00 |    0.12 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.200 |     FR | STANCE |  -10.00 |    0.00 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.210 |     FR | STANCE |  -10.00 |   -0.12 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.220 |     FR | STANCE |  -10.00 |   -0.25 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.230 |     FR | STANCE |  -10.00 |   -0.38 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.240 |     FR | STANCE |  -10.00 |   -0.50 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.250 |     FR | STANCE |  -10.00 |   -0.62 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.260 |     FR | STANCE |  -10.00 |   -0.75 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.270 |     FR | STANCE |  -10.00 |   -0.88 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.280 |     FR | STANCE |  -10.00 |   -1.00 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.290 |     FR | STANCE |  -10.00 |   -1.12 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.300 |     FR | STANCE |  -10.00 |   -1.25 |  -10.00 |   -9.97 |   STANCE |   STANCE
 24.310 |     FR | STANCE |  -10.00 |   -1.38 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.320 |     FR | STANCE |  -10.00 |   -1.50 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.330 |     FR | STANCE |  -10.00 |   -1.62 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.340 |     FR | STANCE |  -10.00 |   -1.75 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.350 |     FR | STANCE |  -10.00 |   -1.88 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.360 |     FR | STANCE |  -10.00 |   -2.00 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.370 |     FR | STANCE |  -10.00 |   -2.12 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.380 |     FR | STANCE |  -10.00 |   -2.25 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.390 |     FR | STANCE |  -10.00 |   -2.38 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.400 |     FR | STANCE |  -10.00 |   -2.50 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.410 |     FR | STANCE |  -10.00 |   -2.62 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.420 |     FR | STANCE |  -10.00 |   -2.75 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.430 |     FR | STANCE |  -10.00 |   -2.87 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.440 |     FR | STANCE |  -10.00 |   -2.99 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.450 |     FR | STANCE |  -10.00 |   -3.10 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.460 |     FR | STANCE |  -10.00 |   -3.22 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.470 |     FR | STANCE |  -10.00 |   -3.33 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.480 |     FR | STANCE |  -10.00 |   -3.44 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.490 |     FR | STANCE |  -10.00 |   -3.55 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.500 |     FR |  SWING |  -10.00 |   -3.66 |  -10.00 |   -9.98 |   STANCE |   STANCE
 24.510 |     RL |  SWING |  -10.00 |   -3.77 |   -9.88 |   -9.98 |   STANCE |   STANCE
 24.520 |     RL |  SWING |  -10.00 |   -3.87 |   -9.75 |   -9.98 |   STANCE |   STANCE
 24.530 |     RL |  SWING |  -10.00 |   -3.97 |   -9.62 |   -9.98 |   STANCE |   STANCE
 24.540 |     RL |  SWING |  -10.00 |   -4.07 |   -9.50 |   -9.98 |   STANCE |   STANCE
 24.550 |     RL |  SWING |  -10.00 |   -4.17 |   -9.38 |   -9.98 |   STANCE |   STANCE
 24.560 |     RL |  SWING |  -10.00 |   -4.27 |   -9.25 |   -9.98 |   STANCE |   STANCE
 24.570 |     RL |  SWING |  -10.00 |   -4.36 |   -9.12 |   -9.98 |   STANCE |   STANCE
 24.580 |     RL |  SWING |  -10.00 |   -4.46 |   -9.00 |   -9.98 |   STANCE |   STANCE
 24.590 |     RL |  SWING |  -10.00 |   -4.55 |   -8.88 |   -9.98 |   STANCE |   STANCE
 24.600 |     RL |  SWING |  -10.00 |   -4.64 |   -8.75 |   -9.98 |   STANCE |   STANCE
 24.610 |     RL |  SWING |  -10.00 |   -4.73 |   -8.62 |   -9.98 |   STANCE |   STANCE
 24.620 |     RL |  SWING |  -10.00 |   -4.82 |   -8.50 |   -9.99 |   STANCE |   STANCE
 24.630 |     RL |  SWING |  -10.00 |   -4.91 |   -8.38 |   -9.99 |   STANCE |   STANCE
 24.640 |     RL |  SWING |  -10.00 |   -4.99 |   -8.25 |   -9.99 |   STANCE |   STANCE
 24.650 |     RL |  SWING |  -10.00 |   -5.07 |   -8.12 |   -9.99 |   STANCE |   STANCE
 24.660 |     RL |  SWING |  -10.00 |   -5.16 |   -8.00 |   -9.99 |   STANCE |   STANCE
 24.670 |     RL |  SWING |  -10.00 |   -5.24 |   -7.88 |   -9.99 |   STANCE |   STANCE
 24.680 |     RL |  SWING |  -10.00 |   -5.32 |   -7.75 |   -9.99 |   STANCE |   STANCE
 24.690 |     RL |  SWING |  -10.00 |   -5.39 |   -7.62 |   -9.99 |   STANCE |   STANCE
 24.700 |     RL |  SWING |  -10.00 |   -5.47 |   -7.50 |   -9.99 |   STANCE |   STANCE
 24.710 |     RL |  SWING |  -10.00 |   -5.55 |   -7.38 |   -9.99 |   STANCE |   STANCE
 24.720 |     RL |  SWING |  -10.00 |   -5.62 |   -7.25 |   -9.99 |   STANCE |   STANCE
 24.730 |     RL |  SWING |  -10.00 |   -5.69 |   -7.12 |   -9.99 |   STANCE |   STANCE
 24.740 |     RL |  SWING |  -10.00 |   -5.76 |   -7.00 |   -9.99 |   STANCE |   STANCE
 24.750 |     RL |  SWING |  -10.00 |   -5.83 |   -6.88 |   -9.99 |   STANCE |   STANCE
 24.760 |     RL |  SWING |  -10.00 |   -5.91 |   -6.75 |   -9.99 |   STANCE |   STANCE
 24.770 |     RL |  SWING |  -10.00 |   -5.97 |   -6.62 |   -9.99 |   STANCE |   STANCE
 24.780 |     RL |  SWING |  -10.00 |   -6.04 |   -6.50 |   -9.99 |   STANCE |   STANCE
 24.790 |     RL |  SWING |  -10.00 |   -6.11 |   -6.38 |   -9.99 |   STANCE |   STANCE
 24.800 |     RL |  SWING |  -10.00 |   -6.17 |   -6.25 |   -9.99 |   STANCE |   STANCE
 24.810 |     RL |  SWING |  -10.00 |   -6.24 |   -6.12 |   -9.99 |   STANCE |   STANCE
 24.820 |     RL |  SWING |  -10.00 |   -6.30 |   -6.00 |   -9.99 |   STANCE |   STANCE
 24.830 |     RL |  SWING |  -10.00 |   -6.36 |   -5.88 |   -9.99 |   STANCE |   STANCE
 24.840 |     RL |  SWING |  -10.00 |   -6.42 |   -5.75 |   -9.99 |   STANCE |   STANCE
 24.850 |     RL |  SWING |  -10.00 |   -6.48 |   -5.62 |   -9.99 |   STANCE |   STANCE
 24.860 |     RL |  SWING |  -10.00 |   -6.54 |   -5.50 |   -9.99 |   STANCE |   STANCE
 24.870 |     RL |  SWING |  -10.00 |   -6.60 |   -5.38 |   -9.99 |   STANCE |   STANCE
 24.880 |     RL |  SWING |  -10.00 |   -6.65 |   -5.25 |   -9.99 |   STANCE |   STANCE
 24.890 |     RL |  SWING |  -10.00 |   -6.71 |   -5.12 |   -9.99 |   STANCE |   STANCE
 24.900 |     RL |  SWING |  -10.00 |   -6.76 |   -5.00 |   -9.99 |   STANCE |   STANCE
 24.910 |     RL |  SWING |  -10.00 |   -6.82 |   -4.88 |   -9.99 |   STANCE |   STANCE
 24.920 |     RL |  SWING |  -10.00 |   -6.87 |   -4.75 |   -9.99 |   STANCE |   STANCE
 24.930 |     RL |  SWING |  -10.00 |   -6.92 |   -4.62 |   -9.99 |   STANCE |   STANCE
 24.940 |     RL |  SWING |  -10.00 |   -6.97 |   -4.50 |   -9.99 |   STANCE |   STANCE
 24.950 |     RL |  SWING |  -10.00 |   -7.02 |   -4.38 |   -9.99 |   STANCE |   STANCE
 24.960 |     RL |  SWING |  -10.00 |   -7.07 |   -4.25 |   -9.99 |   STANCE |   STANCE
 24.970 |     RL |  SWING |  -10.00 |   -7.12 |   -4.12 |   -9.99 |   STANCE |   STANCE
 24.980 |     RL |  SWING |  -10.00 |   -7.17 |   -4.00 |   -9.99 |   STANCE |   STANCE
 24.990 |     RL |  SWING |  -10.00 |   -7.22 |   -3.88 |   -9.99 |   STANCE |   STANCE
 25.000 |     RL |  SWING |  -10.00 |   -7.26 |   -3.75 |   -9.99 |   STANCE |   STANCE
 25.010 |     RL |  SWING |  -10.00 |   -7.31 |   -3.62 |   -9.99 |   STANCE |   STANCE
 25.020 |     RL |  SWING |  -10.00 |   -7.35 |   -3.50 |   -9.99 |   STANCE |   STANCE
 25.030 |     RL |  SWING |  -10.00 |   -7.40 |   -3.38 |   -9.99 |   STANCE |   STANCE
 25.040 |     RL |  SWING |  -10.00 |   -7.44 |   -3.25 |   -9.99 |   STANCE |   STANCE
 25.050 |     RL |  SWING |  -10.00 |   -7.49 |   -3.12 |   -9.99 |   STANCE |   STANCE
 25.060 |     RL |  SWING |  -10.00 |   -7.53 |   -3.00 |   -9.99 |   STANCE |   STANCE
 25.070 |     RL |  SWING |  -10.00 |   -7.57 |   -2.88 |   -9.99 |   STANCE |   STANCE
 25.080 |     RL |  SWING |  -10.00 |   -7.61 |   -2.75 |   -9.99 |   STANCE |   STANCE
 25.090 |     RL |  SWING |  -10.00 |   -7.65 |   -2.62 |   -9.99 |   STANCE |   STANCE
 25.100 |     RL |  SWING |  -10.00 |   -7.69 |   -2.50 |   -9.99 |   STANCE |   STANCE
 25.110 |     RL |  SWING |  -10.00 |   -7.73 |   -2.38 |   -9.99 |   STANCE |   STANCE
 25.120 |     RL |  SWING |  -10.00 |   -7.76 |   -2.25 |   -9.99 |   STANCE |   STANCE
 25.130 |     RL |  SWING |  -10.00 |   -7.80 |   -2.12 |   -9.99 |   STANCE |   STANCE
 25.140 |     RL |  SWING |  -10.00 |   -7.84 |   -2.00 |   -9.99 |   STANCE |   STANCE
 25.150 |     RL |  SWING |  -10.00 |   -7.87 |   -1.88 |   -9.99 |   STANCE |   STANCE
 25.160 |     RL |  SWING |  -10.00 |   -7.91 |   -1.75 |   -9.99 |   STANCE |   STANCE
 25.170 |     RL |  SWING |  -10.00 |   -7.94 |   -1.62 |   -9.99 |   STANCE |   STANCE
 25.180 |     RL |  SWING |  -10.00 |   -7.98 |   -1.50 |   -9.99 |   STANCE |   STANCE
 25.190 |     RL |  SWING |  -10.00 |   -8.01 |   -1.38 |   -9.99 |   STANCE |   STANCE
 25.200 |     RL |  SWING |  -10.00 |   -8.04 |   -1.25 |   -9.99 |   STANCE |   STANCE
