TASK 3 - PHASE 3: FULL SYSTEM LOAD DISTRIBUTION LOG
Load per leg dynamically computed during crawl gait
===============================================================================================

   Time | Active |  Phase |  FL_load |  FR_load |  RL_load |  RR_load | MaxLeg |    Total
  5.910 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  5.920 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  5.930 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  5.940 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  5.950 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  5.960 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  5.970 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  5.980 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  5.990 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.000 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.010 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.020 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.030 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.040 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.050 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.060 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.070 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.080 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.090 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.100 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.110 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.120 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.130 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.140 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.150 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.160 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.170 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.180 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.190 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.200 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.210 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.220 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.230 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.240 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.250 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.260 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.270 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.280 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.290 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.300 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.310 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.320 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.330 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.340 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.350 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.360 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.370 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.380 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.390 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.400 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.410 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.420 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.430 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.440 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.450 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.460 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.470 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.480 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.490 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.500 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.510 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.520 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.530 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.540 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.550 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.560 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.570 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.580 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.590 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.600 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.610 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.620 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.630 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.640 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.650 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.660 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.670 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.680 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.690 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.700 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.710 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.720 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.730 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.740 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.750 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.760 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.770 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.780 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.790 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.800 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.810 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.820 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.830 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.840 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.850 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.860 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.870 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.880 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.890 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.900 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.910 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.920 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.930 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.940 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.950 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.960 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.970 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.980 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  6.990 |     RR | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
  7.000 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
  7.010 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.020 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.030 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.040 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.050 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.060 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.070 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.080 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.090 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.100 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.110 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.120 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.130 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.140 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.150 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.160 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.170 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.180 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.190 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.200 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.210 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.220 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.230 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.240 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.250 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.260 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.270 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.280 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.290 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.300 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.310 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.320 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.330 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.340 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.350 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.360 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.370 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.380 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.390 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.400 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.410 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.420 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.430 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.440 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.450 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.460 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.470 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.480 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.490 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.500 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.510 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.520 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.530 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.540 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.550 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.560 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.570 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.580 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.590 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.600 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.610 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.620 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.630 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.640 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.650 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.660 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.670 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.680 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.690 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.700 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.710 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.720 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.730 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.740 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.750 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.760 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.770 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.780 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.790 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.800 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.810 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.820 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.830 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.840 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.850 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.860 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.870 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.880 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.890 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.900 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.910 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.920 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.930 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.940 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.950 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.960 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.970 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.980 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  7.990 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.000 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.010 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.020 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.030 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.040 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.050 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.060 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.070 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.080 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.090 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.100 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.110 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.120 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.130 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.140 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.150 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.160 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.170 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.180 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.190 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.200 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.210 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.220 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.230 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.240 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.250 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.260 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.270 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.280 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.290 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.300 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.310 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.320 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.330 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.340 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.350 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.360 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.370 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.380 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.390 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.400 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.410 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.420 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.430 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.440 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.450 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.460 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.470 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.480 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.490 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.500 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.510 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.520 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.530 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.540 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.550 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.560 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.570 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.580 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.590 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.600 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.610 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.620 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.630 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.640 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.650 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.660 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.670 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.680 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.690 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.700 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.710 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.720 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.730 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.740 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.750 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.760 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.770 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.780 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
  8.790 |     FR |  SWING |   28.088 |   11.738 |   28.120 |   28.088 |     RL |   96.034
