TASK 3 - PHASE 3: FULL SYSTEM LOAD DISTRIBUTION LOG
Load per leg dynamically computed during crawl gait
===============================================================================================

   Time | Active |  Phase |  FL_load |  FR_load |  RL_load |  RR_load | MaxLeg |    Total
 15.320 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.330 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.340 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.350 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.360 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.370 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.380 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.390 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.400 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.410 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.420 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.430 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.440 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.450 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.460 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.470 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.480 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.490 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.500 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.510 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.520 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.530 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.540 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.550 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.560 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.570 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.580 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.590 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.600 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.610 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.620 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.630 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.640 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.650 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.660 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.670 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.680 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.690 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.700 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.710 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.720 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.730 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.740 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.750 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.760 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.770 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.780 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.790 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.800 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.810 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.820 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.830 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.840 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.850 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.860 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.870 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.880 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.890 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.900 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.910 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.920 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.930 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.940 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.950 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.960 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.970 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.980 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 15.990 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 16.000 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.010 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.020 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.030 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.040 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.050 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.060 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.070 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.080 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.090 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.100 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.110 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.120 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.130 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.140 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.150 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.160 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.170 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.180 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.190 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.200 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.210 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.220 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.230 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.240 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.250 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.260 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.270 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.280 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.290 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.300 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.310 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.320 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.330 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.340 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.350 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.360 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.370 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.380 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.390 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.400 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.410 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.420 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.430 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.440 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.450 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.460 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.470 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.480 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.490 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.500 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.510 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.520 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.530 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.540 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.550 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.560 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.570 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.580 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.590 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.600 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.610 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.620 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.630 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.640 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.650 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.660 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.670 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.680 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.690 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.700 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.710 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.720 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.730 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.740 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.750 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.760 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.770 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.780 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.790 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.800 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.810 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.820 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.830 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.840 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.850 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.860 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.870 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.880 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.890 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.900 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.910 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.920 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.930 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.940 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.950 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.960 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.970 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.980 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 16.990 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.000 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.010 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.020 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.030 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.040 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.050 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.060 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.070 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.080 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.090 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.100 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.110 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.120 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.130 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.140 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.150 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.160 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.170 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.180 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.190 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.200 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.210 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.220 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.230 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.240 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.250 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.260 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.270 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.280 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.290 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.300 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.310 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.320 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.330 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.340 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.350 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.360 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.370 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.380 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.390 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.400 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.410 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.420 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.430 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.440 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.450 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.460 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.470 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.480 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.490 |     FL | STANCE |   28.088 |   28.088 |   28.120 |   28.088 |     RL |  112.384
 17.500 |     FL |  SWING |   11.738 |   28.088 |   28.120 |   28.088 |     RL |   96.034
 17.510 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.520 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.530 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.540 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.550 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.560 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.570 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.580 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.590 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.600 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.610 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.620 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.630 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.640 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.650 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.660 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.670 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.680 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.690 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.700 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.710 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.720 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.730 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.740 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.750 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.760 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.770 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.780 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.790 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.800 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.810 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.820 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.830 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.840 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.850 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.860 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.870 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.880 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.890 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.900 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.910 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.920 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.930 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.940 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.950 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.960 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.970 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.980 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 17.990 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.000 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.010 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.020 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.030 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.040 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.050 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.060 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.070 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.080 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.090 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.100 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.110 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.120 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.130 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.140 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.150 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.160 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.170 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.180 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.190 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
 18.200 |     RR |  SWING |   28.088 |   28.088 |   28.120 |   11.738 |     RL |   96.034
