TASK 2 - PHASE 6: FAILURE PROPAGATION LOG
System-level failure simulation across hip + knee
=====================================================================================

SCENARIO: Healthy
   Time |     Hip |    Knee |   FootX |   FootY |   Temp |         HipFail |     KneeFail
 10.520 |   18.61 |    2.60 |  0.8468 |  0.3042 |  25.0C |              OK |           OK
 10.530 |   18.48 |    2.55 |  0.8476 |  0.3020 |  25.0C |              OK |           OK
 10.540 |   18.36 |    2.50 |  0.8484 |  0.2999 |  25.0C |              OK |           OK
 10.550 |   18.23 |    2.45 |  0.8491 |  0.2977 |  25.0C |              OK |           OK
 10.560 |   18.11 |    2.40 |  0.8499 |  0.2955 |  25.0C |              OK |           OK
 10.570 |   17.98 |    2.35 |  0.8507 |  0.2933 |  25.0C |              OK |           OK
 10.580 |   17.86 |    2.30 |  0.8514 |  0.2912 |  25.0C |              OK |           OK
 10.590 |   17.73 |    2.26 |  0.8522 |  0.2890 |  25.0C |              OK |           OK
 10.600 |   17.61 |    2.21 |  0.8529 |  0.2869 |  25.0C |              OK |           OK
 10.610 |   17.48 |    2.17 |  0.8536 |  0.2847 |  25.0C |              OK |           OK
 10.620 |   17.36 |    2.12 |  0.8543 |  0.2826 |  25.0C |              OK |           OK
 10.630 |   17.23 |    2.08 |  0.8550 |  0.2804 |  25.0C |              OK |           OK
 10.640 |   17.11 |    2.04 |  0.8558 |  0.2783 |  25.0C |              OK |           OK
 10.650 |   16.98 |    2.00 |  0.8565 |  0.2761 |  25.0C |              OK |           OK
 10.660 |   16.86 |    1.96 |  0.8571 |  0.2740 |  25.0C |              OK |           OK
 10.670 |   16.73 |    1.92 |  0.8578 |  0.2719 |  25.0C |              OK |           OK
 10.680 |   16.61 |    1.88 |  0.8585 |  0.2697 |  25.0C |              OK |           OK
 10.690 |   16.48 |    1.84 |  0.8592 |  0.2676 |  25.0C |              OK |           OK
 10.700 |   16.36 |    1.81 |  0.8598 |  0.2655 |  25.0C |              OK |           OK
 10.710 |   16.23 |    1.77 |  0.8605 |  0.2634 |  25.0C |              OK |           OK
 10.720 |   16.11 |    1.74 |  0.8611 |  0.2613 |  25.0C |              OK |           OK
 10.730 |   15.98 |    1.70 |  0.8618 |  0.2592 |  25.0C |              OK |           OK
 10.740 |   15.86 |    1.67 |  0.8624 |  0.2571 |  25.0C |              OK |           OK
 10.750 |   15.73 |    1.63 |  0.8630 |  0.2549 |  25.0C |              OK |           OK
 10.760 |   15.61 |    1.60 |  0.8637 |  0.2528 |  25.0C |              OK |           OK
 10.770 |   15.48 |    1.57 |  0.8643 |  0.2507 |  25.0C |              OK |           OK
 10.780 |   15.36 |    1.54 |  0.8649 |  0.2487 |  25.0C |              OK |           OK
 10.790 |   15.23 |    1.51 |  0.8655 |  0.2466 |  25.0C |              OK |           OK
 10.800 |   15.11 |    1.48 |  0.8661 |  0.2445 |  25.0C |              OK |           OK
 10.810 |   14.98 |    1.45 |  0.8667 |  0.2424 |  25.0C |              OK |           OK
 10.820 |   14.86 |    1.42 |  0.8673 |  0.2403 |  25.0C |              OK |           OK
 10.830 |   14.73 |    1.39 |  0.8678 |  0.2382 |  25.0C |              OK |           OK
 10.840 |   14.61 |    1.36 |  0.8684 |  0.2361 |  25.0C |              OK |           OK
 10.850 |   14.48 |    1.33 |  0.8690 |  0.2341 |  25.0C |              OK |           OK
 10.860 |   14.36 |    1.31 |  0.8695 |  0.2320 |  25.0C |              OK |           OK
 10.870 |   14.23 |    1.28 |  0.8701 |  0.2299 |  25.0C |              OK |           OK
 10.880 |   14.11 |    1.26 |  0.8706 |  0.2278 |  25.0C |              OK |           OK
 10.890 |   13.98 |    1.23 |  0.8712 |  0.2258 |  25.0C |              OK |           OK
 10.900 |   13.86 |    1.21 |  0.8717 |  0.2237 |  25.0C |              OK |           OK
 10.910 |   13.73 |    1.18 |  0.8722 |  0.2216 |  25.0C |              OK |           OK
 10.920 |   13.61 |    1.16 |  0.8728 |  0.2196 |  25.0C |              OK |           OK
 10.930 |   13.48 |    1.14 |  0.8733 |  0.2175 |  25.0C |              OK |           OK
 10.940 |   13.36 |    1.11 |  0.8738 |  0.2155 |  25.0C |              OK |           OK
 10.950 |   13.23 |    1.09 |  0.8743 |  0.2134 |  25.0C |              OK |           OK
 10.960 |   13.11 |    1.07 |  0.8748 |  0.2113 |  25.0C |              OK |           OK
 10.970 |   12.98 |    1.05 |  0.8753 |  0.2093 |  25.0C |              OK |           OK
 10.980 |   12.86 |    1.03 |  0.8758 |  0.2072 |  25.0C |              OK |           OK
 10.990 |   12.73 |    1.01 |  0.8763 |  0.2052 |  25.0C |              OK |           OK
 11.000 |   12.61 |    0.99 |  0.8767 |  0.2031 |  25.0C |              OK |           OK

SCENARIO: Knee Stall
   Time |     Hip |    Knee |   FootX |   FootY |   Temp |         HipFail |     KneeFail
-------------------------------------------------------------------------------------
  0.010 |    0.12 |    0.18 |  0.9000 |  0.0032 |  25.0C |              OK |           OK
  0.020 |    0.25 |    0.36 |  0.9000 |  0.0064 |  25.0C |              OK |           OK
  0.030 |    0.38 |    0.54 |  0.8999 |  0.0097 |  25.0C |              OK |           OK
  0.040 |    0.50 |    0.72 |  0.8999 |  0.0129 |  25.0C |              OK |           OK
  0.050 |    0.62 |    0.90 |  0.8998 |  0.0161 |  25.0C |              OK |           OK
  0.060 |    0.75 |    1.08 |  0.8998 |  0.0193 |  25.0C |              OK |           OK
  0.070 |    0.88 |    1.26 |  0.8997 |  0.0225 |  25.0C |              OK |           OK
  0.080 |    1.00 |    1.44 |  0.8996 |  0.0258 |  25.0C |              OK |           OK
  0.090 |    1.12 |    1.62 |  0.8994 |  0.0290 |  25.0C |              OK |           OK
  0.100 |    1.25 |    1.80 |  0.8993 |  0.0322 |  25.0C |              OK |           OK
  0.110 |    1.38 |    1.98 |  0.8992 |  0.0354 |  25.0C |              OK |           OK
  0.120 |    1.50 |    2.16 |  0.8990 |  0.0386 |  25.0C |              OK |           OK
  0.130 |    1.62 |    2.34 |  0.8988 |  0.0418 |  25.0C |              OK |           OK
  0.140 |    1.75 |    2.52 |  0.8987 |  0.0451 |  25.0C |              OK |           OK
  0.150 |    1.88 |    2.70 |  0.8985 |  0.0483 |  25.0C |              OK |           OK
  0.160 |    2.00 |    2.88 |  0.8982 |  0.0515 |  25.0C |              OK |           OK
  0.170 |    2.12 |    3.06 |  0.8980 |  0.0547 |  25.0C |              OK |           OK
  0.180 |    2.25 |    3.24 |  0.8978 |  0.0579 |  25.0C |              OK |           OK
  0.190 |    2.38 |    3.42 |  0.8975 |  0.0611 |  25.0C |              OK |           OK
  0.200 |    2.50 |    3.60 |  0.8973 |  0.0643 |  25.0C |              OK |           OK
  0.210 |    2.62 |    3.78 |  0.8970 |  0.0675 |  25.0C |              OK |           OK
  0.220 |    2.75 |    3.96 |  0.8967 |  0.0707 |  25.0C |              OK |           OK
  0.230 |    2.88 |    4.14 |  0.8964 |  0.0739 |  25.0C |              OK |           OK
  0.240 |    3.00 |    4.32 |  0.8961 |  0.0771 |  25.0C |              OK |           OK
  0.250 |    3.12 |    4.50 |  0.8957 |  0.0803 |  25.0C |              OK |           OK
  0.260 |    3.25 |    4.68 |  0.8954 |  0.0835 |  25.0C |              OK |           OK
  0.270 |    3.38 |    4.86 |  0.8950 |  0.0867 |  25.0C |              OK |           OK
  0.280 |    3.50 |    5.04 |  0.8946 |  0.0899 |  25.0C |              OK |           OK
  0.290 |    3.62 |    5.22 |  0.8942 |  0.0931 |  25.0C |              OK |           OK
  0.300 |    3.75 |    5.40 |  0.8938 |  0.0963 |  25.0C |              OK |           OK
  0.310 |    3.88 |    5.58 |  0.8934 |  0.0995 |  25.0C |              OK |           OK
  0.320 |    4.00 |    5.76 |  0.8930 |  0.1027 |  25.0C |              OK |           OK
  0.330 |    4.12 |    5.94 |  0.8925 |  0.1059 |  25.0C |              OK |           OK
  0.340 |    4.25 |    6.12 |  0.8921 |  0.1091 |  25.0C |              OK |           OK
  0.350 |    4.38 |    6.30 |  0.8916 |  0.1122 |  25.0C |              OK |           OK
  0.360 |    4.50 |    6.48 |  0.8911 |  0.1154 |  25.0C |              OK |           OK
  0.370 |    4.62 |    6.66 |  0.8906 |  0.1186 |  25.0C |              OK |           OK
  0.380 |    4.75 |    6.84 |  0.8901 |  0.1218 |  25.0C |              OK |           OK
  0.390 |    4.88 |    7.02 |  0.8896 |  0.1249 |  25.0C |              OK |           OK
  0.400 |    5.00 |    7.20 |  0.8891 |  0.1281 |  25.0C |              OK |           OK
  0.410 |    5.12 |    7.38 |  0.8885 |  0.1313 |  25.0C |              OK |           OK
  0.420 |    5.25 |    7.56 |  0.8879 |  0.1344 |  25.0C |              OK |           OK
  0.430 |    5.38 |    7.74 |  0.8874 |  0.1376 |  25.0C |              OK |           OK
  0.440 |    5.50 |    7.92 |  0.8868 |  0.1408 |  25.0C |              OK |           OK
  0.450 |    5.62 |    8.10 |  0.8862 |  0.1439 |  25.0C |              OK |           OK
  0.460 |    5.75 |    8.28 |  0.8856 |  0.1471 |  25.0C |              OK |           OK
  0.470 |    5.88 |    8.46 |  0.8849 |  0.1502 |  25.0C |              OK |           OK
  0.480 |    6.00 |    8.64 |  0.8843 |  0.1534 |  25.0C |              OK |           OK
  0.490 |    6.12 |    8.82 |  0.8836 |  0.1565 |  25.0C |              OK |           OK
  0.500 |    6.25 |    9.00 |  0.8829 |  0.1596 |  25.0C |              OK |           OK
  0.510 |    6.38 |    9.18 |  0.8823 |  0.1628 |  25.0C |              OK |           OK
  0.520 |    6.50 |    9.36 |  0.8816 |  0.1659 |  25.0C |              OK |           OK
  0.530 |    6.62 |    9.54 |  0.8808 |  0.1690 |  25.0C |              OK |           OK
  0.540 |    6.75 |    9.72 |  0.8801 |  0.1722 |  25.0C |              OK |           OK
  0.550 |    6.88 |    9.90 |  0.8794 |  0.1753 |  25.0C |              OK |           OK
  0.560 |    7.00 |   10.08 |  0.8786 |  0.1784 |  25.0C |              OK |           OK
  0.570 |    7.12 |   10.26 |  0.8779 |  0.1815 |  25.0C |              OK |           OK
  0.580 |    7.25 |   10.44 |  0.8771 |  0.1846 |  25.0C |              OK |           OK
  0.590 |    7.38 |   10.62 |  0.8763 |  0.1878 |  25.0C |              OK |           OK
  0.600 |    7.50 |   10.80 |  0.8755 |  0.1909 |  25.0C |              OK |           OK
  0.610 |    7.62 |   10.98 |  0.8747 |  0.1940 |  25.0C |              OK |           OK
  0.620 |    7.75 |   11.16 |  0.8738 |  0.1971 |  25.0C |              OK |           OK
  0.630 |    7.88 |   11.34 |  0.8730 |  0.2002 |  25.0C |              OK |           OK
  0.640 |    8.00 |   11.52 |  0.8721 |  0.2032 |  25.0C |              OK |           OK
  0.650 |    8.12 |   11.70 |  0.8713 |  0.2063 |  25.0C |              OK |           OK
  0.660 |    8.25 |   11.88 |  0.8704 |  0.2094 |  25.0C |              OK |           OK
  0.670 |    8.38 |   12.06 |  0.8695 |  0.2125 |  25.0C |              OK |           OK
  0.680 |    8.50 |   12.24 |  0.8686 |  0.2156 |  25.0C |              OK |           OK
  0.690 |    8.62 |   12.42 |  0.8677 |  0.2186 |  25.0C |              OK |           OK
  0.700 |    8.75 |   12.60 |  0.8667 |  0.2217 |  25.0C |              OK |           OK
  0.710 |    8.88 |   12.78 |  0.8658 |  0.2247 |  25.0C |              OK |           OK
  0.720 |    9.00 |   12.96 |  0.8648 |  0.2278 |  25.0C |              OK |           OK
  0.730 |    9.12 |   13.14 |  0.8638 |  0.2309 |  25.0C |              OK |           OK
  0.740 |    9.25 |   13.32 |  0.8629 |  0.2339 |  25.0C |              OK |           OK
  0.750 |    9.38 |   13.50 |  0.8619 |  0.2369 |  25.0C |              OK |           OK
  0.760 |    9.50 |   13.68 |  0.8609 |  0.2400 |  25.0C |              OK |           OK
  0.770 |    9.62 |   13.86 |  0.8598 |  0.2430 |  25.0C |              OK |           OK
  0.780 |    9.75 |   14.04 |  0.8588 |  0.2460 |  25.0C |              OK |           OK
  0.790 |    9.88 |   14.22 |  0.8577 |  0.2490 |  25.0C |              OK |           OK
  0.800 |   10.00 |   14.40 |  0.8567 |  0.2521 |  25.0C |              OK |           OK
  0.810 |   10.12 |   14.58 |  0.8556 |  0.2551 |  25.0C |              OK |           OK
  0.820 |   10.25 |   14.76 |  0.8545 |  0.2581 |  25.0C |              OK |           OK
  0.830 |   10.38 |   14.94 |  0.8534 |  0.2611 |  25.0C |              OK |           OK
  0.840 |   10.50 |   15.12 |  0.8523 |  0.2641 |  25.0C |              OK |           OK
  0.850 |   10.62 |   15.30 |  0.8512 |  0.2671 |  25.0C |              OK |           OK
  0.860 |   10.75 |   15.48 |  0.8500 |  0.2701 |  25.0C |              OK |           OK
  0.870 |   10.88 |   15.66 |  0.8489 |  0.2730 |  25.0C |              OK |           OK
  0.880 |   11.00 |   15.84 |  0.8477 |  0.2760 |  25.0C |              OK |           OK
  0.890 |   11.12 |   16.02 |  0.8465 |  0.2790 |  25.0C |              OK |           OK
  0.900 |   11.25 |   16.20 |  0.8454 |  0.2819 |  25.0C |              OK |           OK
  0.910 |   11.38 |   16.38 |  0.8442 |  0.2849 |  25.0C |              OK |           OK
  0.920 |   11.50 |   16.56 |  0.8429 |  0.2878 |  25.0C |              OK |           OK
  0.930 |   11.62 |   16.74 |  0.8417 |  0.2908 |  25.0C |              OK |           OK
  0.940 |   11.75 |   16.92 |  0.8405 |  0.2937 |  25.0C |              OK |           OK
  0.950 |   11.88 |   17.10 |  0.8392 |  0.2967 |  25.0C |              OK |           OK
  0.960 |   12.00 |   17.28 |  0.8380 |  0.2996 |  25.0C |              OK |           OK
  0.970 |   12.12 |   17.46 |  0.8367 |  0.3025 |  25.0C |              OK |           OK
  0.980 |   12.25 |   17.64 |  0.8354 |  0.3054 |  25.0C |              OK |           OK
  0.990 |   12.38 |   17.82 |  0.8341 |  0.3083 |  25.0C |              OK |           OK
  1.000 |   12.50 |   18.00 |  0.8328 |  0.3112 |  25.0C |              OK |           OK
  1.010 |   12.62 |   18.18 |  0.8315 |  0.3141 |  25.0C |              OK |           OK
  1.020 |   12.75 |   18.36 |  0.8301 |  0.3170 |  25.0C |              OK |           OK
  1.030 |   12.88 |   18.54 |  0.8288 |  0.3199 |  25.0C |              OK |           OK
  1.040 |   13.00 |   18.72 |  0.8274 |  0.3228 |  25.0C |              OK |           OK
  1.050 |   13.12 |   18.90 |  0.8261 |  0.3257 |  25.0C |              OK |           OK
  1.060 |   13.25 |   19.08 |  0.8247 |  0.3285 |  25.0C |              OK |           OK
  1.070 |   13.38 |   19.26 |  0.8233 |  0.3314 |  25.0C |              OK |           OK
  1.080 |   13.50 |   19.44 |  0.8219 |  0.3342 |  25.0C |              OK |           OK
  1.090 |   13.62 |   19.62 |  0.8205 |  0.3371 |  25.0C |              OK |           OK
  1.100 |   13.75 |   19.80 |  0.8190 |  0.3399 |  25.0C |              OK |           OK
  1.110 |   13.88 |   19.98 |  0.8176 |  0.3427 |  25.0C |              OK |           OK
  1.120 |   14.00 |   20.16 |  0.8161 |  0.3456 |  25.0C |              OK |           OK
  1.130 |   14.12 |   20.34 |  0.8147 |  0.3484 |  25.0C |              OK |           OK
  1.140 |   14.25 |   20.52 |  0.8132 |  0.3512 |  25.0C |              OK |           OK
  1.150 |   14.38 |   20.70 |  0.8117 |  0.3540 |  25.0C |              OK |           OK
  1.160 |   14.50 |   20.88 |  0.8102 |  0.3568 |  25.0C |              OK |           OK
  1.170 |   14.62 |   21.06 |  0.8087 |  0.3596 |  25.0C |              OK |           OK
  1.180 |   14.75 |   21.24 |  0.8072 |  0.3624 |  25.0C |              OK |           OK
  1.190 |   14.88 |   21.42 |  0.8056 |  0.3651 |  25.0C |              OK |           OK
  1.200 |   15.00 |   21.60 |  0.8041 |  0.3679 |  25.0C |              OK |           OK
  1.210 |   15.12 |   21.78 |  0.8025 |  0.3707 |  25.0C |              OK |           OK
  1.220 |   15.25 |   21.96 |  0.8010 |  0.3734 |  25.0C |              OK |           OK
  1.230 |   15.38 |   22.14 |  0.7994 |  0.3762 |  25.0C |              OK |           OK
  1.240 |   15.50 |   22.32 |  0.7978 |  0.3789 |  25.0C |              OK |           OK
  1.250 |   15.62 |   22.50 |  0.7962 |  0.3816 |  25.0C |              OK |           OK
  1.260 |   15.75 |   22.68 |  0.7946 |  0.3843 |  25.0C |              OK |           OK
  1.270 |   15.88 |   22.86 |  0.7929 |  0.3871 |  25.0C |              OK |           OK
  1.280 |   16.00 |   23.04 |  0.7913 |  0.3898 |  25.0C |              OK |           OK
  1.290 |   16.12 |   23.22 |  0.7897 |  0.3925 |  25.0C |              OK |           OK
  1.300 |   16.25 |   23.40 |  0.7880 |  0.3952 |  25.0C |              OK |           OK
  1.310 |   16.38 |   23.58 |  0.7863 |  0.3978 |  25.0C |              OK |           OK
  1.320 |   16.50 |   23.76 |  0.7847 |  0.4005 |  25.0C |              OK |           OK
  1.330 |   16.62 |   23.94 |  0.7830 |  0.4032 |  25.0C |              OK |           OK
  1.340 |   16.75 |   24.12 |  0.7813 |  0.4058 |  25.0C |              OK |           OK
  1.350 |   16.88 |   24.30 |  0.7796 |  0.4085 |  25.0C |              OK |           OK
  1.360 |   17.00 |   24.48 |  0.7778 |  0.4111 |  25.0C |              OK |           OK
  1.370 |   17.12 |   24.66 |  0.7761 |  0.4138 |  25.0C |              OK |           OK
  1.380 |   17.25 |   24.84 |  0.7743 |  0.4164 |  25.0C |              OK |           OK
  1.390 |   17.38 |   25.02 |  0.7726 |  0.4190 |  25.0C |              OK |           OK
  1.400 |   17.50 |   25.20 |  0.7708 |  0.4216 |  25.0C |              OK |           OK
  1.410 |   17.62 |   25.38 |  0.7690 |  0.4242 |  25.0C |              OK |           OK
  1.420 |   17.75 |   25.56 |  0.7673 |  0.4268 |  25.0C |              OK |           OK
  1.430 |   17.88 |   25.74 |  0.7655 |  0.4294 |  25.0C |              OK |           OK
  1.440 |   18.00 |   25.92 |  0.7637 |  0.4320 |  25.0C |              OK |           OK
  1.450 |   18.12 |   26.10 |  0.7618 |  0.4345 |  25.0C |              OK |           OK
  1.460 |   18.25 |   26.28 |  0.7600 |  0.4371 |  25.0C |              OK |           OK
  1.470 |   18.38 |   26.46 |  0.7582 |  0.4396 |  25.0C |              OK |           OK
  1.480 |   18.50 |   26.64 |  0.7563 |  0.4422 |  25.0C |              OK |           OK
  1.490 |   18.62 |   26.82 |  0.7545 |  0.4447 |  25.0C |              OK |           OK
  1.500 |   18.75 |   27.00 |  0.7526 |  0.4472 |  25.0C |              OK |           OK
  1.510 |   18.88 |   27.18 |  0.7507 |  0.4498 |  25.0C |              OK |           OK
  1.520 |   19.00 |   27.36 |  0.7488 |  0.4523 |  25.0C |              OK |           OK
  1.530 |   19.12 |   27.54 |  0.7469 |  0.4548 |  25.0C |              OK |           OK
  1.540 |   19.25 |   27.72 |  0.7450 |  0.4572 |  25.0C |              OK |           OK
  1.550 |   19.38 |   27.90 |  0.7431 |  0.4597 |  25.0C |              OK |           OK
  1.560 |   19.50 |   28.08 |  0.7411 |  0.4622 |  25.0C |              OK |           OK
  1.570 |   19.62 |   28.26 |  0.7392 |  0.4647 |  25.0C |              OK |           OK
  1.580 |   19.75 |   28.44 |  0.7373 |  0.4671 |  25.0C |              OK |           OK
  1.590 |   19.88 |   28.62 |  0.7353 |  0.4695 |  25.0C |              OK |           OK
  1.600 |   20.00 |   28.80 |  0.7333 |  0.4720 |  25.0C |              OK |           OK
  1.610 |   20.12 |   28.98 |  0.7313 |  0.4744 |  25.0C |              OK |           OK
  1.620 |   20.25 |   29.16 |  0.7294 |  0.4768 |  25.0C |              OK |           OK
  1.630 |   20.38 |   29.34 |  0.7274 |  0.4792 |  25.0C |              OK |           OK
  1.640 |   20.50 |   29.52 |  0.7253 |  0.4816 |  25.0C |              OK |           OK
  1.650 |   20.62 |   29.70 |  0.7233 |  0.4840 |  25.0C |              OK |           OK
  1.660 |   20.75 |   29.88 |  0.7213 |  0.4864 |  25.0C |              OK |           OK
  1.670 |   20.88 |   30.06 |  0.7193 |  0.4887 |  25.0C |              OK |           OK
  1.680 |   21.00 |   30.24 |  0.7172 |  0.4911 |  25.0C |              OK |           OK
  1.690 |   21.12 |   30.42 |  0.7152 |  0.4934 |  25.0C |              OK |           OK
  1.700 |   21.25 |   30.60 |  0.7131 |  0.4958 |  25.0C |              OK |           OK
  1.710 |   21.38 |   30.78 |  0.7110 |  0.4981 |  25.0C |              OK |           OK
  1.720 |   21.50 |   30.96 |  0.7089 |  0.5004 |  25.0C |              OK |           OK
  1.730 |   21.62 |   31.14 |  0.7068 |  0.5027 |  25.0C |              OK |           OK
  1.740 |   21.75 |   31.32 |  0.7047 |  0.5050 |  25.0C |              OK |           OK
  1.750 |   21.88 |   31.50 |  0.7026 |  0.5073 |  25.0C |              OK |           OK
  1.760 |   22.00 |   31.68 |  0.7005 |  0.5096 |  25.0C |              OK |           OK
  1.770 |   22.12 |   31.86 |  0.6984 |  0.5119 |  25.0C |              OK |           OK
  1.780 |   22.25 |   32.04 |  0.6962 |  0.5141 |  25.0C |              OK |           OK
  1.790 |   22.38 |   32.22 |  0.6941 |  0.5164 |  25.0C |              OK |           OK
  1.800 |   22.50 |   32.40 |  0.6919 |  0.5186 |  25.0C |              OK |           OK
  1.810 |   22.62 |   32.58 |  0.6898 |  0.5208 |  25.0C |              OK |           OK
  1.820 |   22.75 |   32.76 |  0.6876 |  0.5230 |  25.0C |              OK |           OK
  1.830 |   22.88 |   32.94 |  0.6854 |  0.5253 |  25.0C |              OK |           OK
  1.840 |   23.00 |   33.12 |  0.6832 |  0.5274 |  25.0C |              OK |           OK
  1.850 |   23.12 |   33.30 |  0.6810 |  0.5296 |  25.0C |              OK |           OK
  1.860 |   23.25 |   33.48 |  0.6788 |  0.5318 |  25.0C |              OK |           OK
  1.870 |   23.38 |   33.66 |  0.6766 |  0.5340 |  25.0C |              OK |           OK
  1.880 |   23.50 |   33.84 |  0.6744 |  0.5361 |  25.0C |              OK |           OK
  1.890 |   23.62 |   34.02 |  0.6722 |  0.5383 |  25.0C |              OK |           OK
  1.900 |   23.75 |   34.20 |  0.6699 |  0.5404 |  25.0C |              OK |           OK
  1.910 |   23.88 |   34.38 |  0.6677 |  0.5425 |  25.0C |              OK |           OK
  1.920 |   24.00 |   34.56 |  0.6654 |  0.5446 |  25.0C |              OK |           OK
  1.930 |   24.12 |   34.74 |  0.6632 |  0.5467 |  25.0C |              OK |           OK
  1.940 |   24.25 |   34.92 |  0.6609 |  0.5488 |  25.0C |              OK |           OK
  1.950 |   24.38 |   35.10 |  0.6586 |  0.5509 |  25.0C |              OK |           OK
  1.960 |   24.50 |   35.28 |  0.6563 |  0.5530 |  25.0C |              OK |           OK
  1.970 |   24.62 |   35.46 |  0.6540 |  0.5550 |  25.0C |              OK |           OK
  1.980 |   24.75 |   35.64 |  0.6517 |  0.5571 |  25.0C |              OK |           OK
  1.990 |   24.88 |   35.82 |  0.6494 |  0.5591 |  25.0C |              OK |           OK
  2.000 |   25.00 |   36.00 |  0.6471 |  0.5612 |  25.0C |              OK |           OK
  2.010 |   25.12 |   36.00 |  0.6459 |  0.5626 |  25.0C |              OK |      STALLED
  2.020 |   25.25 |   36.00 |  0.6446 |  0.5640 |  25.0C |              OK |      STALLED
  2.030 |   25.38 |   36.00 |  0.6434 |  0.5654 |  25.0C |              OK |      STALLED
  2.040 |   25.50 |   36.00 |  0.6422 |  0.5668 |  25.0C |              OK |      STALLED
  2.050 |   25.62 |   36.00 |  0.6409 |  0.5682 |  25.0C |              OK |      STALLED
  2.060 |   25.75 |   36.00 |  0.6397 |  0.5696 |  25.0C |              OK |      STALLED
  2.070 |   25.88 |   36.00 |  0.6384 |  0.5710 |  25.0C |              OK |      STALLED
  2.080 |   26.00 |   36.00 |  0.6372 |  0.5724 |  25.0C |              OK |      STALLED
  2.090 |   26.12 |   36.00 |  0.6359 |  0.5738 |  25.0C |              OK |      STALLED
  2.100 |   26.25 |   36.00 |  0.6347 |  0.5751 |  25.0C |              OK |      STALLED
  2.110 |   26.38 |   36.00 |  0.6334 |  0.5765 |  25.0C |              OK |      STALLED
  2.120 |   26.50 |   36.00 |  0.6322 |  0.5779 |  25.0C |              OK |      STALLED
  2.130 |   26.62 |   36.00 |  0.6309 |  0.5793 |  25.0C |              OK |      STALLED
  2.140 |   26.75 |   36.00 |  0.6296 |  0.5807 |  25.0C |              OK |      STALLED
  2.150 |   26.88 |   36.00 |  0.6284 |  0.5820 |  25.0C |              OK |      STALLED
  2.160 |   27.00 |   36.00 |  0.6271 |  0.5834 |  25.0C |              OK |      STALLED
  2.170 |   27.12 |   36.00 |  0.6258 |  0.5848 |  25.0C |              OK |      STALLED
  2.180 |   27.25 |   36.00 |  0.6245 |  0.5861 |  25.0C |              OK |      STALLED
  2.190 |   27.38 |   36.00 |  0.6233 |  0.5875 |  25.0C |              OK |      STALLED
  2.200 |   27.50 |   36.00 |  0.6220 |  0.5888 |  25.0C |              OK |      STALLED
  2.210 |   27.62 |   36.00 |  0.6207 |  0.5902 |  25.0C |              OK |      STALLED
  2.220 |   27.75 |   36.00 |  0.6194 |  0.5916 |  25.0C |              OK |      STALLED
  2.230 |   27.88 |   36.00 |  0.6181 |  0.5929 |  25.0C |              OK |      STALLED
  2.240 |   28.00 |   36.00 |  0.6168 |  0.5943 |  25.0C |              OK |      STALLED
  2.250 |   28.12 |   36.00 |  0.6155 |  0.5956 |  25.0C |              OK |      STALLED
  2.260 |   28.25 |   36.00 |  0.6142 |  0.5969 |  25.0C |              OK |      STALLED
  2.270 |   28.38 |   36.00 |  0.6129 |  0.5983 |  25.0C |              OK |      STALLED
  2.280 |   28.50 |   36.00 |  0.6116 |  0.5996 |  25.0C |              OK |      STALLED
  2.290 |   28.62 |   36.00 |  0.6103 |  0.6009 |  25.0C |              OK |      STALLED
  2.300 |   28.75 |   36.00 |  0.6090 |  0.6023 |  25.0C |              OK |      STALLED
  2.310 |   28.88 |   36.00 |  0.6077 |  0.6036 |  25.0C |              OK |      STALLED
  2.320 |   29.00 |   36.00 |  0.6064 |  0.6049 |  25.0C |              OK |      STALLED
  2.330 |   29.12 |   36.00 |  0.6050 |  0.6062 |  25.0C |              OK |      STALLED
  2.340 |   29.25 |   36.00 |  0.6037 |  0.6076 |  25.0C |              OK |      STALLED
  2.350 |   29.38 |   36.00 |  0.6024 |  0.6089 |  25.0C |              OK |      STALLED
  2.360 |   29.50 |   36.00 |  0.6011 |  0.6102 |  25.0C |              OK |      STALLED
  2.370 |   29.62 |   36.00 |  0.5997 |  0.6115 |  25.0C |              OK |      STALLED
  2.380 |   29.75 |   36.00 |  0.5984 |  0.6128 |  25.0C |              OK |      STALLED
  2.390 |   29.88 |   36.00 |  0.5970 |  0.6141 |  25.0C |              OK |      STALLED
  2.400 |   30.00 |   36.00 |  0.5957 |  0.6154 |  25.0C |              OK |      STALLED
  2.410 |   30.12 |   36.00 |  0.5944 |  0.6167 |  25.0C |              OK |      STALLED
  2.420 |   30.25 |   36.00 |  0.5930 |  0.6180 |  25.0C |              OK |      STALLED
  2.430 |   30.38 |   36.00 |  0.5917 |  0.6193 |  25.0C |              OK |      STALLED
  2.440 |   30.50 |   36.00 |  0.5903 |  0.6206 |  25.0C |              OK |      STALLED
  2.450 |   30.62 |   36.00 |  0.5890 |  0.6219 |  25.0C |              OK |      STALLED
  2.460 |   30.75 |   36.00 |  0.5876 |  0.6232 |  25.0C |              OK |      STALLED
  2.470 |   30.88 |   36.00 |  0.5862 |  0.6244 |  25.0C |              OK |      STALLED
  2.480 |   31.00 |   36.00 |  0.5849 |  0.6257 |  25.0C |              OK |      STALLED
  2.490 |   31.12 |   36.00 |  0.5835 |  0.6270 |  25.0C |              OK |      STALLED
