PHASE 2 — ACTUATOR MODELING LOG
Input (Command) vs Output (Actual Angle)
=======================================================

TEST 1: 0° → 90°
    Time |    Command |     Actual |    Error
   3.760 |    120.000 |     67.680 |   52.320
   3.770 |    120.000 |     67.860 |   52.140
   3.780 |    120.000 |     68.040 |   51.960
   3.790 |    120.000 |     68.220 |   51.780
   3.800 |    120.000 |     68.400 |   51.600
   3.810 |    120.000 |     68.580 |   51.420
   3.820 |    120.000 |     68.760 |   51.240
   3.830 |    120.000 |     68.940 |   51.060
   3.840 |    120.000 |     69.120 |   50.880
   3.850 |    120.000 |     69.300 |   50.700
   3.860 |    120.000 |     69.480 |   50.520
   3.870 |    120.000 |     69.660 |   50.340
   3.880 |    120.000 |     69.840 |   50.160
   3.890 |    120.000 |     70.020 |   49.980
   3.900 |    120.000 |     70.200 |   49.800
   3.910 |    120.000 |     70.380 |   49.620
   3.920 |    120.000 |     70.560 |   49.440
   3.930 |    120.000 |     70.740 |   49.260
   3.940 |    120.000 |     70.920 |   49.080
   3.950 |    120.000 |     71.100 |   48.900
   3.960 |    120.000 |     71.280 |   48.720
   3.970 |    120.000 |     71.460 |   48.540
   3.980 |    120.000 |     71.640 |   48.360
   3.990 |    120.000 |     71.820 |   48.180
   4.000 |    120.000 |     72.000 |   48.000
   4.010 |    120.000 |     72.180 |   47.820
   4.020 |    120.000 |     72.360 |   47.640
   4.030 |    120.000 |     72.540 |   47.460
   4.040 |    120.000 |     72.720 |   47.280
   4.050 |    120.000 |     72.900 |   47.100
   4.060 |    120.000 |     73.080 |   46.920
   4.070 |    120.000 |     73.260 |   46.740
   4.080 |    120.000 |     73.440 |   46.560
   4.090 |    120.000 |     73.620 |   46.380
   4.100 |    120.000 |     73.800 |   46.200
   4.110 |    120.000 |     73.980 |   46.020
   4.120 |    120.000 |     74.160 |   45.840
   4.130 |    120.000 |     74.340 |   45.660
   4.140 |    120.000 |     74.520 |   45.480
   4.150 |    120.000 |     74.700 |   45.300
   4.160 |    120.000 |     74.880 |   45.120
   4.170 |    120.000 |     75.060 |   44.940
   4.180 |    120.000 |     75.240 |   44.760
   4.190 |    120.000 |     75.420 |   44.580
   4.200 |    120.000 |     75.600 |   44.400
   4.210 |    120.000 |     75.780 |   44.220
   4.220 |    120.000 |     75.960 |   44.040
   4.230 |    120.000 |     76.140 |   43.860
   4.240 |    120.000 |     76.320 |   43.680
   4.250 |    120.000 |     76.500 |   43.500
   4.260 |    120.000 |     76.680 |   43.320
   4.270 |    120.000 |     76.860 |   43.140
   4.280 |    120.000 |     77.040 |   42.960
   4.290 |    120.000 |     77.220 |   42.780
   4.300 |    120.000 |     77.400 |   42.600
   4.310 |    120.000 |     77.580 |   42.420
   4.320 |    120.000 |     77.760 |   42.240
   4.330 |    120.000 |     77.940 |   42.060
   4.340 |    120.000 |     78.120 |   41.880
   4.350 |    120.000 |     78.300 |   41.700
   4.360 |    120.000 |     78.480 |   41.520
   4.370 |    120.000 |     78.660 |   41.340
   4.380 |    120.000 |     78.840 |   41.160
   4.390 |    120.000 |     79.020 |   40.980
   4.400 |    120.000 |     79.200 |   40.800
   4.410 |    120.000 |     79.380 |   40.620
   4.420 |    120.000 |     79.560 |   40.440
   4.430 |    120.000 |     79.740 |   40.260
   4.440 |    120.000 |     79.920 |   40.080
   4.450 |    120.000 |     80.100 |   39.900
   4.460 |    120.000 |     80.280 |   39.720
   4.470 |    120.000 |     80.460 |   39.540
   4.480 |    120.000 |     80.640 |   39.360
   4.490 |    120.000 |     80.820 |   39.180
   4.500 |    120.000 |     81.000 |   39.000
   4.510 |    120.000 |     81.180 |   38.820
   4.520 |    120.000 |     81.360 |   38.640
   4.530 |    120.000 |     81.540 |   38.460
   4.540 |    120.000 |     81.720 |   38.280
   4.550 |    120.000 |     81.900 |   38.100
   4.560 |    120.000 |     82.080 |   37.920
   4.570 |    120.000 |     82.260 |   37.740
   4.580 |    120.000 |     82.440 |   37.560
   4.590 |    120.000 |     82.620 |   37.380
   4.600 |    120.000 |     82.800 |   37.200
   4.610 |    120.000 |     82.980 |   37.020
   4.620 |    120.000 |     83.160 |   36.840
   4.630 |    120.000 |     83.340 |   36.660
   4.640 |    120.000 |     83.520 |   36.480
   4.650 |    120.000 |     83.700 |   36.300
   4.660 |    120.000 |     83.880 |   36.120
   4.670 |    120.000 |     84.060 |   35.940
   4.680 |    120.000 |     84.240 |   35.760
   4.690 |    120.000 |     84.420 |   35.580
   4.700 |    120.000 |     84.600 |   35.400
   4.710 |    120.000 |     84.780 |   35.220
   4.720 |    120.000 |     84.960 |   35.040
   4.730 |    120.000 |     85.140 |   34.860
   4.740 |    120.000 |     85.320 |   34.680
   4.750 |    120.000 |     85.500 |   34.500
   4.760 |    120.000 |     85.680 |   34.320
   4.770 |    120.000 |     85.860 |   34.140
   4.780 |    120.000 |     86.040 |   33.960
   4.790 |    120.000 |     86.220 |   33.780
   4.800 |    120.000 |     86.400 |   33.600
   4.810 |    120.000 |     86.580 |   33.420
   4.820 |    120.000 |     86.760 |   33.240
   4.830 |    120.000 |     86.940 |   33.060
   4.840 |    120.000 |     87.120 |   32.880
   4.850 |    120.000 |     87.300 |   32.700
   4.860 |    120.000 |     87.480 |   32.520
   4.870 |    120.000 |     87.660 |   32.340
   4.880 |    120.000 |     87.840 |   32.160
   4.890 |    120.000 |     88.020 |   31.980
   4.900 |    120.000 |     88.200 |   31.800
   4.910 |    120.000 |     88.380 |   31.620
   4.920 |    120.000 |     88.560 |   31.440
   4.930 |    120.000 |     88.740 |   31.260
   4.940 |    120.000 |     88.920 |   31.080
   4.950 |    120.000 |     89.100 |   30.900
   4.960 |    120.000 |     89.280 |   30.720
   4.970 |    120.000 |     89.460 |   30.540
   4.980 |    120.000 |     89.640 |   30.360
   4.990 |    120.000 |     89.820 |   30.180
   5.000 |    120.000 |     90.000 |   30.000

