PHASE 4 - LOAD INTERACTION LOG
Effect of Payload on Joint Response
=================================================================

No load     (0.0 kg — baseline)
Load mass     : 0.0 kg
Total inertia : 0.0480 kg.m2
    Time |    Angle |   Velocity | Net Torque | Load Torque
   3.410 |   57.006 |     18.000 |     4.1208 |      0.9394
   3.420 |   57.186 |     18.000 |     4.0922 |      0.9349
   3.430 |   57.366 |     18.000 |     4.0636 |      0.9303
   3.440 |   57.546 |     18.000 |     4.0351 |      0.9258
   3.450 |   57.726 |     18.000 |     4.0065 |      0.9212
   3.460 |   57.906 |     18.000 |     3.9780 |      0.9167
   3.470 |   58.086 |     18.000 |     3.9495 |      0.9121
   3.480 |   58.266 |     18.000 |     3.9210 |      0.9075
   3.490 |   58.446 |     18.000 |     3.8925 |      0.9030
   3.500 |   58.626 |     18.000 |     3.8641 |      0.8984
   3.510 |   58.806 |     18.000 |     3.8357 |      0.8938
   3.520 |   58.986 |     18.000 |     3.8073 |      0.8892
   3.530 |   59.166 |     18.000 |     3.7789 |      0.8845
   3.540 |   59.346 |     18.000 |     3.7505 |      0.8799
   3.550 |   59.526 |     18.000 |     3.7222 |      0.8753
   3.560 |   59.706 |     18.000 |     3.6939 |      0.8706
   3.570 |   59.886 |     18.000 |     3.6656 |      0.8660
   3.580 |   60.066 |     18.000 |     3.6373 |      0.8613
   3.590 |   60.246 |     18.000 |     3.6090 |      0.8567
   3.600 |   60.426 |     18.000 |     3.5808 |      0.8520
   3.610 |   60.606 |     18.000 |     3.5526 |      0.8473
   3.620 |   60.786 |     18.000 |     3.5244 |      0.8426
   3.630 |   60.966 |     18.000 |     3.4962 |      0.8379
   3.640 |   61.146 |     18.000 |     3.4681 |      0.8332
   3.650 |   61.326 |     18.000 |     3.4399 |      0.8285
   3.660 |   61.506 |     18.000 |     3.4118 |      0.8237
   3.670 |   61.686 |     18.000 |     3.3837 |      0.8190
   3.680 |   61.866 |     18.000 |     3.3556 |      0.8143
   3.690 |   62.046 |     18.000 |     3.3276 |      0.8095
   3.700 |   62.226 |     18.000 |     3.2995 |      0.8047
   3.710 |   62.406 |     18.000 |     3.2715 |      0.8000
   3.720 |   62.586 |     18.000 |     3.2435 |      0.7952
   3.730 |   62.766 |     18.000 |     3.2155 |      0.7904
   3.740 |   62.946 |     18.000 |     3.1875 |      0.7856
   3.750 |   63.126 |     18.000 |     3.1596 |      0.7808
   3.760 |   63.306 |     18.000 |     3.1317 |      0.7760
   3.770 |   63.486 |     18.000 |     3.1037 |      0.7712
   3.780 |   63.666 |     18.000 |     3.0759 |      0.7664
   3.790 |   63.846 |     18.000 |     3.0480 |      0.7616
   3.800 |   64.026 |     18.000 |     3.0201 |      0.7567
   3.810 |   64.206 |     18.000 |     2.9923 |      0.7519
   3.820 |   64.386 |     18.000 |     2.9645 |      0.7470
   3.830 |   64.566 |     18.000 |     2.9367 |      0.7422
   3.840 |   64.746 |     18.000 |     2.9089 |      0.7373
   3.850 |   64.926 |     18.000 |     2.8811 |      0.7324
   3.860 |   65.106 |     18.000 |     2.8533 |      0.7275
   3.870 |   65.286 |     18.000 |     2.8256 |      0.7226
   3.880 |   65.466 |     18.000 |     2.7979 |      0.7177
   3.890 |   65.646 |     18.000 |     2.7702 |      0.7128
   3.900 |   65.826 |     18.000 |     2.7425 |      0.7079
   3.910 |   66.006 |     18.000 |     2.7148 |      0.7030
   3.920 |   66.186 |     18.000 |     2.6872 |      0.6981
   3.930 |   66.366 |     18.000 |     2.6595 |      0.6932
   3.940 |   66.546 |     18.000 |     2.6319 |      0.6882
   3.950 |   66.726 |     18.000 |     2.6043 |      0.6833
   3.960 |   66.906 |     18.000 |     2.5767 |      0.6783
   3.970 |   67.086 |     18.000 |     2.5491 |      0.6734
   3.980 |   67.266 |     18.000 |     2.5216 |      0.6684
   3.990 |   67.446 |     18.000 |     2.4940 |      0.6634
   4.000 |   67.626 |     18.000 |     2.4665 |      0.6585
   4.010 |   67.806 |     18.000 |     2.4390 |      0.6535
   4.020 |   67.986 |     18.000 |     2.4115 |      0.6485
   4.030 |   68.166 |     18.000 |     2.3840 |      0.6435
   4.040 |   68.346 |     18.000 |     2.3566 |      0.6385
   4.050 |   68.526 |     18.000 |     2.3291 |      0.6335
   4.060 |   68.706 |     18.000 |     2.3017 |      0.6285
   4.070 |   68.886 |     18.000 |     2.2743 |      0.6234
   4.080 |   69.066 |     18.000 |     2.2469 |      0.6184
   4.090 |   69.246 |     18.000 |     2.2195 |      0.6134
   4.100 |   69.426 |     18.000 |     2.1921 |      0.6083
   4.110 |   69.606 |     18.000 |     2.1647 |      0.6033
   4.120 |   69.786 |     18.000 |     2.1374 |      0.5982
   4.130 |   69.966 |     18.000 |     2.1100 |      0.5932
   4.140 |   70.146 |     18.000 |     2.0827 |      0.5881
   4.150 |   70.326 |     18.000 |     2.0554 |      0.5830
   4.160 |   70.506 |     18.000 |     2.0281 |      0.5780
   4.170 |   70.686 |     18.000 |     2.0008 |      0.5729
   4.180 |   70.866 |     18.000 |     1.9736 |      0.5678
   4.190 |   71.046 |     18.000 |     1.9463 |      0.5627
   4.200 |   71.226 |     18.000 |     1.9191 |      0.5576
   4.210 |   71.406 |     18.000 |     1.8919 |      0.5525
   4.220 |   71.586 |     18.000 |     1.8646 |      0.5474
   4.230 |   71.766 |     18.000 |     1.8374 |      0.5423
   4.240 |   71.946 |     18.000 |     1.8102 |      0.5372
   4.250 |   72.126 |     18.000 |     1.7831 |      0.5320
   4.260 |   72.306 |     18.000 |     1.7559 |      0.5269
   4.270 |   72.486 |     18.000 |     1.7288 |      0.5218
   4.280 |   72.666 |     18.000 |     1.7016 |      0.5166
   4.290 |   72.846 |     18.000 |     1.6745 |      0.5115
   4.300 |   73.026 |     18.000 |     1.6474 |      0.5063
   4.310 |   73.206 |     18.000 |     1.6203 |      0.5012
   4.320 |   73.386 |     18.000 |     1.5932 |      0.4960
   4.330 |   73.566 |     18.000 |     1.5661 |      0.4909
   4.340 |   73.746 |     18.000 |     1.5390 |      0.4857
   4.350 |   73.926 |     18.000 |     1.5120 |      0.4805
   4.360 |   74.106 |     18.000 |     1.4849 |      0.4753
   4.370 |   74.286 |     18.000 |     1.4579 |      0.4701
   4.380 |   74.466 |     18.000 |     1.4309 |      0.4650
   4.390 |   74.646 |     18.000 |     1.4039 |      0.4598
   4.400 |   74.826 |     18.000 |     1.3769 |      0.4546
   4.410 |   75.006 |     18.000 |     1.3499 |      0.4494
   4.420 |   75.186 |     18.000 |     1.3229 |      0.4441
   4.430 |   75.366 |     18.000 |     1.2959 |      0.4389
   4.440 |   75.546 |     18.000 |     1.2690 |      0.4337
   4.450 |   75.726 |     18.000 |     1.2420 |      0.4285
   4.460 |   75.906 |     18.000 |     1.2151 |      0.4233
   4.470 |   76.086 |     18.000 |     1.1881 |      0.4180
   4.480 |   76.266 |     18.000 |     1.1612 |      0.4128
   4.490 |   76.446 |     18.000 |     1.1343 |      0.4076
   4.500 |   76.626 |     18.000 |     1.1074 |      0.4023
   4.510 |   76.806 |     18.000 |     1.0805 |      0.3971
   4.520 |   76.986 |     18.000 |     1.0536 |      0.3918
   4.530 |   77.166 |     18.000 |     1.0268 |      0.3866
   4.540 |   77.346 |     18.000 |     0.9999 |      0.3813
   4.550 |   77.526 |     18.000 |     0.9730 |      0.3761
   4.560 |   77.706 |     18.000 |     0.9462 |      0.3708
   4.570 |   77.886 |     18.000 |     0.9194 |      0.3655
   4.580 |   78.066 |     18.000 |     0.8925 |      0.3603
   4.590 |   78.246 |     18.000 |     0.8657 |      0.3550
   4.600 |   78.426 |     18.000 |     0.8389 |      0.3497
   4.610 |   78.606 |     18.000 |     0.8121 |      0.3444
   4.620 |   78.786 |     18.000 |     0.7853 |      0.3391
   4.630 |   78.966 |     18.000 |     0.7585 |      0.3339
   4.640 |   79.146 |     18.000 |     0.7317 |      0.3286
   4.650 |   79.326 |     18.000 |     0.7049 |      0.3233
   4.660 |   79.506 |     18.000 |     0.6782 |      0.3180
   4.670 |   79.686 |     18.000 |     0.6514 |      0.3127
   4.680 |   79.866 |     18.000 |     0.6247 |      0.3074
   4.690 |   80.046 |     18.000 |     0.5979 |      0.3021
   4.700 |   80.226 |     18.000 |     0.5712 |      0.2967
   4.710 |   80.406 |     18.000 |     0.5445 |      0.2914
   4.720 |   80.586 |     18.000 |     0.5177 |      0.2861
   4.730 |   80.766 |     18.000 |     0.4910 |      0.2808
   4.740 |   80.946 |     18.000 |     0.4643 |      0.2755
   4.750 |   81.126 |     18.000 |     0.4376 |      0.2702
   4.760 |   81.306 |     18.000 |     0.4109 |      0.2648
   4.770 |   81.486 |     18.000 |     0.3842 |      0.2595
   4.780 |   81.666 |     18.000 |     0.3575 |      0.2542
   4.790 |   81.846 |     18.000 |     0.3309 |      0.2488
   4.800 |   82.026 |     18.000 |     0.3042 |      0.2435
   4.810 |   82.206 |     18.000 |     0.2775 |      0.2381
   4.820 |   82.386 |     18.000 |     0.2509 |      0.2328
   4.830 |   82.566 |     18.000 |     0.2242 |      0.2275
   4.840 |   82.746 |     18.000 |     0.1976 |      0.2221
   4.850 |   82.926 |     18.000 |     0.1709 |      0.2168
   4.860 |   83.106 |     18.000 |     0.1443 |      0.2114
   4.870 |   83.286 |     18.000 |     0.1176 |      0.2061
   4.880 |   83.466 |     18.000 |     0.0910 |      0.2007
   4.890 |   83.646 |     18.000 |     0.0644 |      0.1953
   4.900 |   83.826 |     18.000 |     0.0378 |      0.1900
   4.910 |   84.006 |     18.000 |     0.0111 |      0.1846
   4.920 |   84.186 |     17.999 |    -0.0155 |      0.1793
   4.930 |   84.366 |     17.995 |    -0.0420 |      0.1739
   4.940 |   84.546 |     17.988 |    -0.0684 |      0.1685
   4.950 |   84.726 |     17.980 |    -0.0947 |      0.1632
   4.960 |   84.905 |     17.969 |    -0.1208 |      0.1578
   4.970 |   85.085 |     17.955 |    -0.1468 |      0.1524
   4.980 |   85.264 |     17.940 |    -0.1726 |      0.1471
   4.990 |   85.444 |     17.921 |    -0.1984 |      0.1417
   5.000 |   85.623 |     17.901 |    -0.2239 |      0.1364
   5.010 |   85.801 |     17.878 |    -0.2493 |      0.1310
   5.020 |   85.980 |     17.853 |    -0.2746 |      0.1257
   5.030 |   86.158 |     17.825 |    -0.2997 |      0.1204
   5.040 |   86.336 |     17.796 |    -0.3246 |      0.1150
   5.050 |   86.514 |     17.764 |    -0.3494 |      0.1097
   5.060 |   86.691 |     17.730 |    -0.3740 |      0.1044
   5.070 |   86.868 |     17.693 |    -0.3985 |      0.0991
   5.080 |   87.045 |     17.654 |    -0.4227 |      0.0938
   5.090 |   87.221 |     17.613 |    -0.4469 |      0.0885
   5.100 |   87.396 |     17.570 |    -0.4708 |      0.0832
   5.110 |   87.572 |     17.525 |    -0.4946 |      0.0780
   5.120 |   87.746 |     17.478 |    -0.5182 |      0.0727
   5.130 |   87.921 |     17.428 |    -0.5416 |      0.0675
   5.140 |   88.094 |     17.376 |    -0.5648 |      0.0623
   5.150 |   88.268 |     17.323 |    -0.5878 |      0.0571
   5.160 |   88.440 |     17.267 |    -0.6107 |      0.0519
   5.170 |   88.612 |     17.209 |    -0.6334 |      0.0467
   5.180 |   88.784 |     17.149 |    -0.6558 |      0.0416
   5.190 |   88.955 |     17.087 |    -0.6781 |      0.0364
   5.200 |   89.125 |     17.023 |    -0.7002 |      0.0313
   5.210 |   89.295 |     16.956 |    -0.7221 |      0.0262
   5.220 |   89.463 |     16.888 |    -0.7438 |      0.0211
   5.230 |   89.632 |     16.818 |    -0.7653 |      0.0161
   5.240 |   89.799 |     16.746 |    -0.7866 |      0.0110
   5.250 |   89.966 |     16.672 |    -0.8077 |      0.0060
   5.260 |   90.132 |     16.597 |    -0.8286 |      0.0010
   5.270 |   90.297 |     16.519 |    -0.8493 |     -0.0039
   5.280 |   90.461 |     16.439 |    -0.8697 |     -0.0089
   5.290 |   90.625 |     16.358 |    -0.8900 |     -0.0138
   5.300 |   90.788 |     16.274 |    -0.9100 |     -0.0187
   5.310 |   90.950 |     16.189 |    -0.9299 |     -0.0236
   5.320 |   91.111 |     16.102 |    -0.9495 |     -0.0285
   5.330 |   91.271 |     16.014 |    -0.9689 |     -0.0333
   5.340 |   91.430 |     15.923 |    -0.9881 |     -0.0381
   5.350 |   91.588 |     15.831 |    -1.0070 |     -0.0428
   5.360 |   91.746 |     15.737 |    -1.0258 |     -0.0476
   5.370 |   91.902 |     15.642 |    -1.0443 |     -0.0523
   5.380 |   92.058 |     15.544 |    -1.0626 |     -0.0570
   5.390 |   92.212 |     15.445 |    -1.0806 |     -0.0616
   5.400 |   92.365 |     15.345 |    -1.0985 |     -0.0663
   5.410 |   92.518 |     15.243 |    -1.1161 |     -0.0709
   5.420 |   92.669 |     15.139 |    -1.1334 |     -0.0754
   5.430 |   92.820 |     15.034 |    -1.1506 |     -0.0800
   5.440 |   92.969 |     14.927 |    -1.1675 |     -0.0844
   5.450 |   93.117 |     14.818 |    -1.1842 |     -0.0889
   5.460 |   93.264 |     14.709 |    -1.2006 |     -0.0934
   5.470 |   93.410 |     14.597 |    -1.2168 |     -0.0978
   5.480 |   93.555 |     14.484 |    -1.2328 |     -0.1021
   5.490 |   93.699 |     14.370 |    -1.2485 |     -0.1064
   5.500 |   93.841 |     14.254 |    -1.2640 |     -0.1107
   5.510 |   93.983 |     14.137 |    -1.2793 |     -0.1150
   5.520 |   94.123 |     14.019 |    -1.2943 |     -0.1192
   5.530 |   94.262 |     13.899 |    -1.3091 |     -0.1234
   5.540 |   94.400 |     13.778 |    -1.3236 |     -0.1276
   5.550 |   94.536 |     13.655 |    -1.3379 |     -0.1317
   5.560 |   94.671 |     13.532 |    -1.3519 |     -0.1358
   5.570 |   94.805 |     13.407 |    -1.3657 |     -0.1398
   5.580 |   94.938 |     13.280 |    -1.3793 |     -0.1438
   5.590 |   95.070 |     13.153 |    -1.3926 |     -0.1478
   5.600 |   95.200 |     13.024 |    -1.4056 |     -0.1517
   5.610 |   95.329 |     12.894 |    -1.4184 |     -0.1556
   5.620 |   95.457 |     12.763 |    -1.4310 |     -0.1594
   5.630 |   95.583 |     12.631 |    -1.4433 |     -0.1632
   5.640 |   95.708 |     12.498 |    -1.4554 |     -0.1670
   5.650 |   95.832 |     12.364 |    -1.4672 |     -0.1707
   5.660 |   95.954 |     12.228 |    -1.4787 |     -0.1744
   5.670 |   96.075 |     12.092 |    -1.4900 |     -0.1781
   5.680 |   96.194 |     11.955 |    -1.5011 |     -0.1817
   5.690 |   96.312 |     11.816 |    -1.5119 |     -0.1852
   5.700 |   96.429 |     11.677 |    -1.5225 |     -0.1888
   5.710 |   96.545 |     11.537 |    -1.5328 |     -0.1922
   5.720 |   96.659 |     11.395 |    -1.5428 |     -0.1957
   5.730 |   96.771 |     11.253 |    -1.5526 |     -0.1991
   5.740 |   96.882 |     11.110 |    -1.5621 |     -0.2024
   5.750 |   96.992 |     10.966 |    -1.5714 |     -0.2057
   5.760 |   97.100 |     10.822 |    -1.5805 |     -0.2090
   5.770 |   97.207 |     10.676 |    -1.5892 |     -0.2122
   5.780 |   97.312 |     10.530 |    -1.5978 |     -0.2154
   5.790 |   97.416 |     10.383 |    -1.6060 |     -0.2185
   5.800 |   97.518 |     10.235 |    -1.6141 |     -0.2216
   5.810 |   97.619 |     10.087 |    -1.6218 |     -0.2246
   5.820 |   97.719 |      9.938 |    -1.6293 |     -0.2276
   5.830 |   97.816 |      9.788 |    -1.6366 |     -0.2306
   5.840 |   97.913 |      9.637 |    -1.6436 |     -0.2335
   5.850 |   98.008 |      9.486 |    -1.6504 |     -0.2363
   5.860 |   98.101 |      9.335 |    -1.6569 |     -0.2392
   5.870 |   98.193 |      9.182 |    -1.6631 |     -0.2419
   5.880 |   98.283 |      9.030 |    -1.6691 |     -0.2446
   5.890 |   98.372 |      8.876 |    -1.6748 |     -0.2473
   5.900 |   98.459 |      8.723 |    -1.6803 |     -0.2500
   5.910 |   98.545 |      8.568 |    -1.6856 |     -0.2525
   5.920 |   98.629 |      8.414 |    -1.6906 |     -0.2551
   5.930 |   98.712 |      8.258 |    -1.6953 |     -0.2576
   5.940 |   98.793 |      8.103 |    -1.6998 |     -0.2600
   5.950 |   98.872 |      7.947 |    -1.7040 |     -0.2624
   5.960 |   98.950 |      7.790 |    -1.7080 |     -0.2648
   5.970 |   99.026 |      7.634 |    -1.7117 |     -0.2671
   5.980 |   99.101 |      7.477 |    -1.7152 |     -0.2693
   5.990 |   99.174 |      7.320 |    -1.7185 |     -0.2715
   6.000 |   99.246 |      7.162 |    -1.7215 |     -0.2737

Medium load (1.5 kg — moderate payload)
Load mass     : 1.5 kg
Total inertia : 0.2317 kg.m2
    Time |    Angle |   Velocity | Net Torque | Load Torque
------------------------------------------------------------
   0.010 |    0.000 |      0.000 |     0.9954 |      5.1502
   0.020 |    0.001 |      0.043 |     0.9954 |      5.1502
   0.030 |    0.002 |      0.086 |     0.9932 |      5.1502
   0.040 |    0.003 |      0.129 |     0.9911 |      5.1502
   0.050 |    0.005 |      0.171 |     0.9889 |      5.1502
   0.060 |    0.007 |      0.214 |     0.9868 |      5.1502
   0.070 |    0.009 |      0.256 |     0.9847 |      5.1502
   0.080 |    0.012 |      0.299 |     0.9825 |      5.1502
   0.090 |    0.016 |      0.341 |     0.9804 |      5.1502
   0.100 |    0.020 |      0.383 |     0.9783 |      5.1502
   0.110 |    0.024 |      0.425 |     0.9762 |      5.1502
   0.120 |    0.029 |      0.467 |     0.9741 |      5.1502
   0.130 |    0.034 |      0.509 |     0.9720 |      5.1502
   0.140 |    0.039 |      0.551 |     0.9699 |      5.1502
   0.150 |    0.045 |      0.593 |     0.9678 |      5.1502
   0.160 |    0.051 |      0.635 |     0.9657 |      5.1502
   0.170 |    0.058 |      0.676 |     0.9636 |      5.1502
   0.180 |    0.065 |      0.718 |     0.9615 |      5.1502
   0.190 |    0.073 |      0.759 |     0.9595 |      5.1502
   0.200 |    0.081 |      0.800 |     0.9574 |      5.1502
   0.210 |    0.089 |      0.842 |     0.9553 |      5.1502
   0.220 |    0.098 |      0.883 |     0.9533 |      5.1502
   0.230 |    0.107 |      0.924 |     0.9512 |      5.1502
   0.240 |    0.117 |      0.965 |     0.9492 |      5.1502
   0.250 |    0.127 |      1.006 |     0.9471 |      5.1502
   0.260 |    0.138 |      1.046 |     0.9451 |      5.1502
   0.270 |    0.149 |      1.087 |     0.9431 |      5.1502
   0.280 |    0.160 |      1.128 |     0.9410 |      5.1502
   0.290 |    0.171 |      1.168 |     0.9390 |      5.1502
   0.300 |    0.184 |      1.209 |     0.9370 |      5.1502
   0.310 |    0.196 |      1.249 |     0.9350 |      5.1502
   0.320 |    0.209 |      1.289 |     0.9329 |      5.1502
   0.330 |    0.222 |      1.329 |     0.9309 |      5.1502
   0.340 |    0.236 |      1.369 |     0.9289 |      5.1502
   0.350 |    0.250 |      1.409 |     0.9269 |      5.1502
   0.360 |    0.265 |      1.449 |     0.9249 |      5.1502
   0.370 |    0.279 |      1.489 |     0.9230 |      5.1502
   0.380 |    0.295 |      1.529 |     0.9210 |      5.1502
   0.390 |    0.310 |      1.569 |     0.9190 |      5.1502
   0.400 |    0.326 |      1.608 |     0.9170 |      5.1502
   0.410 |    0.343 |      1.648 |     0.9151 |      5.1502
   0.420 |    0.360 |      1.687 |     0.9131 |      5.1502
   0.430 |    0.377 |      1.726 |     0.9111 |      5.1501
   0.440 |    0.395 |      1.766 |     0.9092 |      5.1501
   0.450 |    0.413 |      1.805 |     0.9072 |      5.1501
   0.460 |    0.431 |      1.844 |     0.9053 |      5.1501
   0.470 |    0.450 |      1.883 |     0.9034 |      5.1501
   0.480 |    0.469 |      1.922 |     0.9014 |      5.1501
   0.490 |    0.489 |      1.961 |     0.8995 |      5.1501
   0.500 |    0.509 |      1.999 |     0.8976 |      5.1501
   0.510 |    0.529 |      2.038 |     0.8957 |      5.1500
   0.520 |    0.550 |      2.076 |     0.8938 |      5.1500
   0.530 |    0.571 |      2.115 |     0.8919 |      5.1500
   0.540 |    0.593 |      2.153 |     0.8900 |      5.1500
   0.550 |    0.615 |      2.192 |     0.8881 |      5.1500
   0.560 |    0.637 |      2.230 |     0.8862 |      5.1500
   0.570 |    0.660 |      2.268 |     0.8843 |      5.1499
   0.580 |    0.683 |      2.306 |     0.8824 |      5.1499
   0.590 |    0.706 |      2.344 |     0.8806 |      5.1499
   0.600 |    0.730 |      2.382 |     0.8787 |      5.1499
   0.610 |    0.754 |      2.420 |     0.8769 |      5.1498
   0.620 |    0.779 |      2.458 |     0.8750 |      5.1498
   0.630 |    0.804 |      2.495 |     0.8732 |      5.1498
   0.640 |    0.829 |      2.533 |     0.8713 |      5.1497
   0.650 |    0.855 |      2.570 |     0.8695 |      5.1497
   0.660 |    0.881 |      2.608 |     0.8677 |      5.1497
   0.670 |    0.907 |      2.645 |     0.8658 |      5.1496
   0.680 |    0.934 |      2.683 |     0.8640 |      5.1496
   0.690 |    0.961 |      2.720 |     0.8622 |      5.1496
   0.700 |    0.989 |      2.757 |     0.8604 |      5.1495
   0.710 |    1.017 |      2.794 |     0.8586 |      5.1495
   0.720 |    1.045 |      2.831 |     0.8568 |      5.1494
   0.730 |    1.074 |      2.868 |     0.8551 |      5.1494
   0.740 |    1.103 |      2.905 |     0.8533 |      5.1493
   0.750 |    1.132 |      2.941 |     0.8515 |      5.1493
   0.760 |    1.162 |      2.978 |     0.8497 |      5.1492
   0.770 |    1.192 |      3.015 |     0.8480 |      5.1492
   0.780 |    1.223 |      3.051 |     0.8462 |      5.1491
   0.790 |    1.253 |      3.088 |     0.8445 |      5.1491
   0.800 |    1.285 |      3.124 |     0.8428 |      5.1490
   0.810 |    1.316 |      3.160 |     0.8410 |      5.1490
   0.820 |    1.348 |      3.196 |     0.8393 |      5.1489
   0.830 |    1.381 |      3.233 |     0.8376 |      5.1488
   0.840 |    1.413 |      3.269 |     0.8359 |      5.1488
   0.850 |    1.446 |      3.305 |     0.8342 |      5.1487
   0.860 |    1.480 |      3.341 |     0.8325 |      5.1486
   0.870 |    1.514 |      3.376 |     0.8308 |      5.1485
   0.880 |    1.548 |      3.412 |     0.8291 |      5.1485
   0.890 |    1.582 |      3.448 |     0.8275 |      5.1484
   0.900 |    1.617 |      3.484 |     0.8258 |      5.1483
   0.910 |    1.652 |      3.519 |     0.8242 |      5.1482
   0.920 |    1.688 |      3.555 |     0.8225 |      5.1481
   0.930 |    1.724 |      3.590 |     0.8209 |      5.1480
   0.940 |    1.760 |      3.625 |     0.8192 |      5.1479
   0.950 |    1.796 |      3.661 |     0.8176 |      5.1478
   0.960 |    1.833 |      3.696 |     0.8160 |      5.1477
   0.970 |    1.871 |      3.731 |     0.8144 |      5.1476
   0.980 |    1.908 |      3.766 |     0.8128 |      5.1475
   0.990 |    1.946 |      3.801 |     0.8112 |      5.1474
   1.000 |    1.985 |      3.836 |     0.8096 |      5.1473
   1.010 |    2.023 |      3.871 |     0.8081 |      5.1472
   1.020 |    2.063 |      3.906 |     0.8065 |      5.1470
   1.030 |    2.102 |      3.940 |     0.8049 |      5.1469
   1.040 |    2.142 |      3.975 |     0.8034 |      5.1468
   1.050 |    2.182 |      4.010 |     0.8018 |      5.1467
   1.060 |    2.222 |      4.044 |     0.8003 |      5.1465
   1.070 |    2.263 |      4.079 |     0.7988 |      5.1464
   1.080 |    2.304 |      4.113 |     0.7973 |      5.1462
   1.090 |    2.346 |      4.147 |     0.7958 |      5.1461
   1.100 |    2.387 |      4.182 |     0.7943 |      5.1459
   1.110 |    2.430 |      4.216 |     0.7928 |      5.1458
   1.120 |    2.472 |      4.250 |     0.7913 |      5.1456
   1.130 |    2.515 |      4.284 |     0.7898 |      5.1455
   1.140 |    2.558 |      4.318 |     0.7884 |      5.1453
   1.150 |    2.602 |      4.352 |     0.7869 |      5.1451
   1.160 |    2.645 |      4.386 |     0.7855 |      5.1449
   1.170 |    2.690 |      4.420 |     0.7840 |      5.1448
   1.180 |    2.734 |      4.454 |     0.7826 |      5.1446
   1.190 |    2.779 |      4.487 |     0.7812 |      5.1444
   1.200 |    2.824 |      4.521 |     0.7798 |      5.1442
   1.210 |    2.870 |      4.555 |     0.7784 |      5.1440
   1.220 |    2.916 |      4.588 |     0.7770 |      5.1438
   1.230 |    2.962 |      4.622 |     0.7757 |      5.1436
   1.240 |    3.008 |      4.655 |     0.7743 |      5.1434
   1.250 |    3.055 |      4.688 |     0.7729 |      5.1432
   1.260 |    3.103 |      4.722 |     0.7716 |      5.1429
   1.270 |    3.150 |      4.755 |     0.7703 |      5.1427
   1.280 |    3.198 |      4.788 |     0.7689 |      5.1425
   1.290 |    3.246 |      4.821 |     0.7676 |      5.1422
   1.300 |    3.295 |      4.854 |     0.7663 |      5.1420
   1.310 |    3.344 |      4.887 |     0.7650 |      5.1417
   1.320 |    3.393 |      4.920 |     0.7638 |      5.1415
   1.330 |    3.442 |      4.953 |     0.7625 |      5.1412
   1.340 |    3.492 |      4.986 |     0.7612 |      5.1410
   1.350 |    3.542 |      5.019 |     0.7600 |      5.1407
   1.360 |    3.593 |      5.051 |     0.7588 |      5.1404
   1.370 |    3.644 |      5.084 |     0.7575 |      5.1401
   1.380 |    3.695 |      5.117 |     0.7563 |      5.1398
   1.390 |    3.746 |      5.149 |     0.7551 |      5.1395
   1.400 |    3.798 |      5.182 |     0.7539 |      5.1392
   1.410 |    3.850 |      5.214 |     0.7527 |      5.1389
   1.420 |    3.903 |      5.247 |     0.7516 |      5.1386
   1.430 |    3.956 |      5.279 |     0.7504 |      5.1383
   1.440 |    4.009 |      5.312 |     0.7493 |      5.1380
   1.450 |    4.062 |      5.344 |     0.7481 |      5.1376
   1.460 |    4.116 |      5.376 |     0.7470 |      5.1373
   1.470 |    4.170 |      5.408 |     0.7459 |      5.1370
   1.480 |    4.224 |      5.440 |     0.7448 |      5.1366
   1.490 |    4.279 |      5.472 |     0.7437 |      5.1363
   1.500 |    4.334 |      5.504 |     0.7426 |      5.1359
   1.510 |    4.390 |      5.536 |     0.7416 |      5.1355
   1.520 |    4.445 |      5.568 |     0.7405 |      5.1351
   1.530 |    4.501 |      5.600 |     0.7395 |      5.1348
   1.540 |    4.558 |      5.632 |     0.7385 |      5.1344
   1.550 |    4.614 |      5.664 |     0.7375 |      5.1340
   1.560 |    4.671 |      5.696 |     0.7365 |      5.1336
   1.570 |    4.728 |      5.728 |     0.7355 |      5.1331
   1.580 |    4.786 |      5.759 |     0.7345 |      5.1327
   1.590 |    4.844 |      5.791 |     0.7336 |      5.1323
   1.600 |    4.902 |      5.823 |     0.7326 |      5.1319
   1.610 |    4.961 |      5.854 |     0.7317 |      5.1314
   1.620 |    5.020 |      5.886 |     0.7308 |      5.1310
   1.630 |    5.079 |      5.917 |     0.7299 |      5.1305
   1.640 |    5.138 |      5.949 |     0.7290 |      5.1300
   1.650 |    5.198 |      5.980 |     0.7281 |      5.1296
   1.660 |    5.258 |      6.011 |     0.7272 |      5.1291
   1.670 |    5.319 |      6.043 |     0.7264 |      5.1286
   1.680 |    5.379 |      6.074 |     0.7255 |      5.1281
   1.690 |    5.440 |      6.105 |     0.7247 |      5.1276
   1.700 |    5.502 |      6.137 |     0.7239 |      5.1271
   1.710 |    5.563 |      6.168 |     0.7231 |      5.1265
   1.720 |    5.625 |      6.199 |     0.7223 |      5.1260
   1.730 |    5.688 |      6.230 |     0.7215 |      5.1254
   1.740 |    5.750 |      6.261 |     0.7208 |      5.1249
   1.750 |    5.813 |      6.292 |     0.7201 |      5.1243
   1.760 |    5.876 |      6.323 |     0.7193 |      5.1238
   1.770 |    5.940 |      6.354 |     0.7186 |      5.1232
   1.780 |    6.004 |      6.385 |     0.7179 |      5.1226
   1.790 |    6.068 |      6.416 |     0.7173 |      5.1220
