PHASE 4 - LOAD INTERACTION LOG
Effect of Payload on Joint Response
=================================================================

No load     (0.0 kg — baseline)
Load mass     : 0.0 kg
Total inertia : 0.0480 kg.m2
    Time |    Angle |   Velocity | Net Torque | Load Torque
   1.800 |    6.133 |      6.447 |     0.7166 |      5.1214
   1.810 |    6.197 |      6.478 |     0.7159 |      5.1208
   1.820 |    6.262 |      6.509 |     0.7153 |      5.1202
   1.830 |    6.328 |      6.540 |     0.7147 |      5.1195
   1.840 |    6.393 |      6.570 |     0.7141 |      5.1189
   1.850 |    6.459 |      6.601 |     0.7135 |      5.1182
   1.860 |    6.526 |      6.632 |     0.7129 |      5.1176
   1.870 |    6.592 |      6.663 |     0.7124 |      5.1169
   1.880 |    6.659 |      6.693 |     0.7118 |      5.1162
   1.890 |    6.727 |      6.724 |     0.7113 |      5.1155
   1.900 |    6.794 |      6.755 |     0.7108 |      5.1148
   1.910 |    6.862 |      6.786 |     0.7103 |      5.1141
   1.920 |    6.930 |      6.816 |     0.7098 |      5.1134
   1.930 |    6.999 |      6.847 |     0.7094 |      5.1126
   1.940 |    7.067 |      6.877 |     0.7089 |      5.1119
   1.950 |    7.137 |      6.908 |     0.7085 |      5.1111
   1.960 |    7.206 |      6.938 |     0.7081 |      5.1104
   1.970 |    7.276 |      6.969 |     0.7077 |      5.1096
   1.980 |    7.346 |      7.000 |     0.7073 |      5.1088
   1.990 |    7.416 |      7.030 |     0.7070 |      5.1080
   2.000 |    7.486 |      7.061 |     0.7066 |      5.1072
   2.010 |    7.557 |      7.091 |     0.7063 |      5.1063
   2.020 |    7.629 |      7.121 |     0.7060 |      5.1055
   2.030 |    7.700 |      7.152 |     0.7057 |      5.1047
   2.040 |    7.772 |      7.182 |     0.7054 |      5.1038
   2.050 |    7.844 |      7.213 |     0.7052 |      5.1029
   2.060 |    7.917 |      7.243 |     0.7049 |      5.1021
   2.070 |    7.989 |      7.274 |     0.7047 |      5.1012
   2.080 |    8.062 |      7.304 |     0.7045 |      5.1003
   2.090 |    8.136 |      7.334 |     0.7043 |      5.0993
   2.100 |    8.209 |      7.365 |     0.7042 |      5.0984
   2.110 |    8.283 |      7.395 |     0.7040 |      5.0975
   2.120 |    8.357 |      7.426 |     0.7039 |      5.0965
   2.130 |    8.432 |      7.456 |     0.7038 |      5.0956
   2.140 |    8.507 |      7.486 |     0.7037 |      5.0946
   2.150 |    8.582 |      7.517 |     0.7036 |      5.0936
   2.160 |    8.658 |      7.547 |     0.7035 |      5.0926
   2.170 |    8.733 |      7.577 |     0.7035 |      5.0916
   2.180 |    8.809 |      7.608 |     0.7035 |      5.0905
   2.190 |    8.886 |      7.638 |     0.7035 |      5.0895
   2.200 |    8.962 |      7.668 |     0.7035 |      5.0884
   2.210 |    9.039 |      7.699 |     0.7036 |      5.0874
   2.220 |    9.117 |      7.729 |     0.7036 |      5.0863
   2.230 |    9.194 |      7.759 |     0.7037 |      5.0852
   2.240 |    9.272 |      7.790 |     0.7038 |      5.0841
   2.250 |    9.350 |      7.820 |     0.7039 |      5.0830
   2.260 |    9.429 |      7.851 |     0.7041 |      5.0818
   2.270 |    9.508 |      7.881 |     0.7042 |      5.0807
   2.280 |    9.587 |      7.911 |     0.7044 |      5.0795
   2.290 |    9.666 |      7.942 |     0.7046 |      5.0783
   2.300 |    9.746 |      7.972 |     0.7048 |      5.0771
   2.310 |    9.826 |      8.003 |     0.7050 |      5.0759
   2.320 |    9.906 |      8.033 |     0.7053 |      5.0747
   2.330 |    9.987 |      8.064 |     0.7056 |      5.0735
   2.340 |   10.068 |      8.094 |     0.7059 |      5.0722
   2.350 |   10.149 |      8.124 |     0.7062 |      5.0709
   2.360 |   10.231 |      8.155 |     0.7066 |      5.0697
   2.370 |   10.313 |      8.185 |     0.7069 |      5.0684
   2.380 |   10.395 |      8.216 |     0.7073 |      5.0671
   2.390 |   10.477 |      8.246 |     0.7077 |      5.0657
   2.400 |   10.560 |      8.277 |     0.7081 |      5.0644
   2.410 |   10.643 |      8.308 |     0.7086 |      5.0630
   2.420 |   10.726 |      8.338 |     0.7091 |      5.0616
   2.430 |   10.810 |      8.369 |     0.7096 |      5.0603
   2.440 |   10.894 |      8.399 |     0.7101 |      5.0589
   2.450 |   10.978 |      8.430 |     0.7106 |      5.0574
   2.460 |   11.063 |      8.461 |     0.7112 |      5.0560
   2.470 |   11.148 |      8.492 |     0.7118 |      5.0545
   2.480 |   11.233 |      8.522 |     0.7124 |      5.0531
   2.490 |   11.319 |      8.553 |     0.7130 |      5.0516
   2.500 |   11.405 |      8.584 |     0.7137 |      5.0501
   2.510 |   11.491 |      8.615 |     0.7143 |      5.0486
   2.520 |   11.577 |      8.646 |     0.7150 |      5.0470
   2.530 |   11.664 |      8.676 |     0.7158 |      5.0455
   2.540 |   11.751 |      8.707 |     0.7165 |      5.0439
   2.550 |   11.838 |      8.738 |     0.7173 |      5.0423
   2.560 |   11.926 |      8.769 |     0.7181 |      5.0407
   2.570 |   12.014 |      8.800 |     0.7189 |      5.0391
   2.580 |   12.102 |      8.831 |     0.7197 |      5.0374
   2.590 |   12.191 |      8.862 |     0.7206 |      5.0358
   2.600 |   12.280 |      8.894 |     0.7215 |      5.0341
   2.610 |   12.369 |      8.925 |     0.7224 |      5.0324
   2.620 |   12.459 |      8.956 |     0.7233 |      5.0307
   2.630 |   12.549 |      8.987 |     0.7243 |      5.0290
   2.640 |   12.639 |      9.018 |     0.7253 |      5.0272
   2.650 |   12.729 |      9.050 |     0.7263 |      5.0255
   2.660 |   12.820 |      9.081 |     0.7273 |      5.0237
   2.670 |   12.911 |      9.113 |     0.7284 |      5.0219
   2.680 |   13.003 |      9.144 |     0.7295 |      5.0200
   2.690 |   13.094 |      9.176 |     0.7306 |      5.0182
   2.700 |   13.186 |      9.207 |     0.7317 |      5.0163
   2.710 |   13.279 |      9.239 |     0.7329 |      5.0145
   2.720 |   13.372 |      9.271 |     0.7341 |      5.0126
   2.730 |   13.465 |      9.302 |     0.7353 |      5.0106
   2.740 |   13.558 |      9.334 |     0.7365 |      5.0087
   2.750 |   13.652 |      9.366 |     0.7378 |      5.0067
   2.760 |   13.746 |      9.398 |     0.7391 |      5.0047
   2.770 |   13.840 |      9.430 |     0.7404 |      5.0027
   2.780 |   13.934 |      9.462 |     0.7417 |      5.0007
   2.790 |   14.029 |      9.494 |     0.7431 |      4.9987
   2.800 |   14.125 |      9.526 |     0.7445 |      4.9966
   2.810 |   14.220 |      9.558 |     0.7459 |      4.9945
   2.820 |   14.316 |      9.590 |     0.7474 |      4.9924
   2.830 |   14.412 |      9.623 |     0.7489 |      4.9903
   2.840 |   14.509 |      9.655 |     0.7504 |      4.9882
   2.850 |   14.606 |      9.687 |     0.7519 |      4.9860
   2.860 |   14.703 |      9.720 |     0.7535 |      4.9838
   2.870 |   14.801 |      9.753 |     0.7551 |      4.9816
   2.880 |   14.898 |      9.785 |     0.7567 |      4.9794
   2.890 |   14.997 |      9.818 |     0.7584 |      4.9771
   2.900 |   15.095 |      9.851 |     0.7601 |      4.9748
   2.910 |   15.194 |      9.884 |     0.7618 |      4.9725
   2.920 |   15.293 |      9.917 |     0.7635 |      4.9702
   2.930 |   15.393 |      9.950 |     0.7653 |      4.9679
   2.940 |   15.492 |      9.983 |     0.7671 |      4.9655
   2.950 |   15.593 |     10.016 |     0.7689 |      4.9631
   2.960 |   15.693 |     10.049 |     0.7707 |      4.9607
   2.970 |   15.794 |     10.082 |     0.7726 |      4.9583
   2.980 |   15.895 |     10.116 |     0.7746 |      4.9558
   2.990 |   15.997 |     10.149 |     0.7765 |      4.9533
   3.000 |   16.098 |     10.183 |     0.7785 |      4.9508
   3.010 |   16.201 |     10.217 |     0.7805 |      4.9483
   3.020 |   16.303 |     10.250 |     0.7825 |      4.9457
   3.030 |   16.406 |     10.284 |     0.7846 |      4.9432
   3.040 |   16.509 |     10.318 |     0.7867 |      4.9406
   3.050 |   16.613 |     10.352 |     0.7888 |      4.9379
   3.060 |   16.716 |     10.386 |     0.7910 |      4.9353
   3.070 |   16.821 |     10.421 |     0.7932 |      4.9326
   3.080 |   16.925 |     10.455 |     0.7954 |      4.9299
   3.090 |   17.030 |     10.489 |     0.7977 |      4.9272
   3.100 |   17.135 |     10.524 |     0.8000 |      4.9244
   3.110 |   17.241 |     10.558 |     0.8023 |      4.9216
   3.120 |   17.347 |     10.593 |     0.8046 |      4.9188
   3.130 |   17.453 |     10.628 |     0.8070 |      4.9160
   3.140 |   17.560 |     10.663 |     0.8094 |      4.9131
   3.150 |   17.667 |     10.698 |     0.8119 |      4.9103
   3.160 |   17.774 |     10.733 |     0.8144 |      4.9074
   3.170 |   17.882 |     10.768 |     0.8169 |      4.9044
   3.180 |   17.990 |     10.804 |     0.8195 |      4.9015
   3.190 |   18.098 |     10.839 |     0.8221 |      4.8985
   3.200 |   18.207 |     10.875 |     0.8247 |      4.8954
   3.210 |   18.316 |     10.910 |     0.8273 |      4.8924
   3.220 |   18.426 |     10.946 |     0.8300 |      4.8893
   3.230 |   18.535 |     10.982 |     0.8328 |      4.8862
   3.240 |   18.646 |     11.018 |     0.8355 |      4.8831
   3.250 |   18.756 |     11.054 |     0.8383 |      4.8799
   3.260 |   18.867 |     11.091 |     0.8412 |      4.8768
   3.270 |   18.978 |     11.127 |     0.8440 |      4.8735
   3.280 |   19.090 |     11.164 |     0.8469 |      4.8703
   3.290 |   19.202 |     11.200 |     0.8499 |      4.8670
   3.300 |   19.314 |     11.237 |     0.8528 |      4.8637
   3.310 |   19.427 |     11.274 |     0.8559 |      4.8604
   3.320 |   19.540 |     11.311 |     0.8589 |      4.8570
   3.330 |   19.654 |     11.348 |     0.8620 |      4.8536
   3.340 |   19.767 |     11.386 |     0.8651 |      4.8502
   3.350 |   19.882 |     11.423 |     0.8683 |      4.8468
   3.360 |   19.996 |     11.461 |     0.8715 |      4.8433
   3.370 |   20.111 |     11.499 |     0.8747 |      4.8398
   3.380 |   20.227 |     11.536 |     0.8780 |      4.8362
   3.390 |   20.342 |     11.574 |     0.8813 |      4.8326
   3.400 |   20.459 |     11.613 |     0.8847 |      4.8290
   3.410 |   20.575 |     11.651 |     0.8881 |      4.8254
   3.420 |   20.692 |     11.689 |     0.8915 |      4.8217
   3.430 |   20.809 |     11.728 |     0.8950 |      4.8180
   3.440 |   20.927 |     11.767 |     0.8985 |      4.8143
   3.450 |   21.045 |     11.806 |     0.9020 |      4.8105
   3.460 |   21.163 |     11.845 |     0.9056 |      4.8067
   3.470 |   21.282 |     11.884 |     0.9093 |      4.8029
   3.480 |   21.401 |     11.923 |     0.9129 |      4.7990
   3.490 |   21.521 |     11.963 |     0.9166 |      4.7951
   3.500 |   21.641 |     12.003 |     0.9204 |      4.7912
   3.510 |   21.762 |     12.043 |     0.9242 |      4.7872
   3.520 |   21.882 |     12.083 |     0.9280 |      4.7832
   3.530 |   22.004 |     12.123 |     0.9319 |      4.7792
   3.540 |   22.125 |     12.163 |     0.9358 |      4.7751
   3.550 |   22.247 |     12.204 |     0.9398 |      4.7710
   3.560 |   22.370 |     12.244 |     0.9438 |      4.7669
   3.570 |   22.493 |     12.285 |     0.9479 |      4.7627
   3.580 |   22.616 |     12.326 |     0.9520 |      4.7585
   3.590 |   22.739 |     12.368 |     0.9561 |      4.7542
   3.600 |   22.864 |     12.409 |     0.9603 |      4.7499
   3.610 |   22.988 |     12.451 |     0.9645 |      4.7456
   3.620 |   23.113 |     12.493 |     0.9688 |      4.7412
   3.630 |   23.238 |     12.535 |     0.9731 |      4.7369
   3.640 |   23.364 |     12.577 |     0.9775 |      4.7324
   3.650 |   23.490 |     12.619 |     0.9819 |      4.7279
   3.660 |   23.617 |     12.662 |     0.9863 |      4.7234
   3.670 |   23.744 |     12.704 |     0.9908 |      4.7189
   3.680 |   23.871 |     12.747 |     0.9954 |      4.7143
   3.690 |   23.999 |     12.791 |     1.0000 |      4.7097
   3.700 |   24.128 |     12.834 |     1.0046 |      4.7050
   3.710 |   24.256 |     12.877 |     1.0093 |      4.7003
   3.720 |   24.386 |     12.921 |     1.0140 |      4.6956
   3.730 |   24.515 |     12.965 |     1.0188 |      4.6908
   3.740 |   24.645 |     13.009 |     1.0236 |      4.6860
   3.750 |   24.776 |     13.054 |     1.0285 |      4.6811
   3.760 |   24.907 |     13.098 |     1.0334 |      4.6762
   3.770 |   25.038 |     13.143 |     1.0384 |      4.6712
   3.780 |   25.170 |     13.188 |     1.0434 |      4.6663
   3.790 |   25.303 |     13.233 |     1.0485 |      4.6612
   3.800 |   25.435 |     13.279 |     1.0537 |      4.6562
   3.810 |   25.569 |     13.325 |     1.0588 |      4.6510
   3.820 |   25.702 |     13.370 |     1.0641 |      4.6459
   3.830 |   25.836 |     13.417 |     1.0693 |      4.6407
   3.840 |   25.971 |     13.463 |     1.0747 |      4.6354
   3.850 |   26.106 |     13.510 |     1.0801 |      4.6302
   3.860 |   26.242 |     13.556 |     1.0855 |      4.6248
   3.870 |   26.378 |     13.603 |     1.0910 |      4.6194
   3.880 |   26.514 |     13.651 |     1.0965 |      4.6140
   3.890 |   26.651 |     13.698 |     1.1021 |      4.6086
   3.900 |   26.789 |     13.746 |     1.1078 |      4.6031
   3.910 |   26.927 |     13.794 |     1.1135 |      4.5975
   3.920 |   27.065 |     13.842 |     1.1192 |      4.5919
   3.930 |   27.204 |     13.891 |     1.1251 |      4.5862
   3.940 |   27.343 |     13.940 |     1.1309 |      4.5806
   3.950 |   27.483 |     13.989 |     1.1369 |      4.5748
   3.960 |   27.624 |     14.038 |     1.1428 |      4.5690
   3.970 |   27.765 |     14.088 |     1.1489 |      4.5632
   3.980 |   27.906 |     14.138 |     1.1550 |      4.5573
   3.990 |   28.048 |     14.188 |     1.1611 |      4.5514
   4.000 |   28.190 |     14.238 |     1.1673 |      4.5454
   4.010 |   28.333 |     14.289 |     1.1736 |      4.5393
   4.020 |   28.476 |     14.340 |     1.1799 |      4.5333
   4.030 |   28.620 |     14.391 |     1.1863 |      4.5271
   4.040 |   28.765 |     14.442 |     1.1928 |      4.5210
   4.050 |   28.910 |     14.494 |     1.1993 |      4.5147
   4.060 |   29.055 |     14.546 |     1.2059 |      4.5084
   4.070 |   29.201 |     14.598 |     1.2125 |      4.5021
   4.080 |   29.348 |     14.651 |     1.2192 |      4.4957
   4.090 |   29.495 |     14.704 |     1.2259 |      4.4893
   4.100 |   29.642 |     14.757 |     1.2328 |      4.4828
   4.110 |   29.790 |     14.811 |     1.2396 |      4.4762
   4.120 |   29.939 |     14.864 |     1.2466 |      4.4696
   4.130 |   30.088 |     14.918 |     1.2536 |      4.4630
   4.140 |   30.238 |     14.973 |     1.2606 |      4.4563
   4.150 |   30.388 |     15.028 |     1.2678 |      4.4495
   4.160 |   30.539 |     15.083 |     1.2750 |      4.4427
   4.170 |   30.690 |     15.138 |     1.2822 |      4.4358
   4.180 |   30.842 |     15.194 |     1.2896 |      4.4289
   4.190 |   30.995 |     15.250 |     1.2970 |      4.4219
   4.200 |   31.148 |     15.306 |     1.3044 |      4.4149
   4.210 |   31.302 |     15.362 |     1.3120 |      4.4078
   4.220 |   31.456 |     15.419 |     1.3196 |      4.4006
   4.230 |   31.611 |     15.477 |     1.3272 |      4.3934
   4.240 |   31.766 |     15.534 |     1.3350 |      4.3861
   4.250 |   31.922 |     15.592 |     1.3428 |      4.3788
   4.260 |   32.078 |     15.650 |     1.3507 |      4.3714
   4.270 |   32.235 |     15.709 |     1.3586 |      4.3639
   4.280 |   32.393 |     15.768 |     1.3666 |      4.3564
   4.290 |   32.551 |     15.827 |     1.3747 |      4.3488
   4.300 |   32.710 |     15.887 |     1.3829 |      4.3412
   4.310 |   32.870 |     15.947 |     1.3911 |      4.3335
   4.320 |   33.030 |     16.007 |     1.3994 |      4.3257
   4.330 |   33.190 |     16.068 |     1.4078 |      4.3179
   4.340 |   33.352 |     16.129 |     1.4163 |      4.3100
   4.350 |   33.514 |     16.191 |     1.4248 |      4.3021
   4.360 |   33.676 |     16.253 |     1.4334 |      4.2940
   4.370 |   33.839 |     16.315 |     1.4421 |      4.2860
   4.380 |   34.003 |     16.377 |     1.4509 |      4.2778
   4.390 |   34.168 |     16.440 |     1.4597 |      4.2696
   4.400 |   34.333 |     16.504 |     1.4686 |      4.2613
   4.410 |   34.498 |     16.568 |     1.4776 |      4.2530
   4.420 |   34.665 |     16.632 |     1.4867 |      4.2445
   4.430 |   34.832 |     16.696 |     1.4959 |      4.2361
   4.440 |   34.999 |     16.761 |     1.5051 |      4.2275
   4.450 |   35.167 |     16.827 |     1.5144 |      4.2189
   4.460 |   35.336 |     16.892 |     1.5238 |      4.2102
   4.470 |   35.506 |     16.958 |     1.5333 |      4.2014
   4.480 |   35.676 |     17.025 |     1.5429 |      4.1926
   4.490 |   35.847 |     17.092 |     1.5525 |      4.1837
   4.500 |   36.019 |     17.159 |     1.5623 |      4.1747
   4.510 |   36.191 |     17.227 |     1.5721 |      4.1657
   4.520 |   36.364 |     17.296 |     1.5820 |      4.1565
   4.530 |   36.538 |     17.364 |     1.5920 |      4.1473
   4.540 |   36.712 |     17.433 |     1.6020 |      4.1381
   4.550 |   36.887 |     17.503 |     1.6122 |      4.1287
   4.560 |   37.063 |     17.573 |     1.6225 |      4.1193
   4.570 |   37.239 |     17.643 |     1.6328 |      4.1098
   4.580 |   37.416 |     17.714 |     1.6432 |      4.1002
   4.590 |   37.594 |     17.786 |     1.6538 |      4.0905
   4.600 |   37.773 |     17.858 |     1.6644 |      4.0808
   4.610 |   37.952 |     17.930 |     1.6751 |      4.0710
   4.620 |   38.132 |     18.000 |     1.6859 |      4.0611
   4.630 |   38.312 |     18.000 |     1.6969 |      4.0511
   4.640 |   38.492 |     18.000 |     1.7115 |      4.0411
   4.650 |   38.672 |     18.000 |     1.7261 |      4.0311
   4.660 |   38.852 |     18.000 |     1.7408 |      4.0210
   4.670 |   39.032 |     18.000 |     1.7556 |      4.0109
   4.680 |   39.212 |     18.000 |     1.7704 |      4.0007
   4.690 |   39.392 |     18.000 |     1.7853 |      3.9905
   4.700 |   39.572 |     18.000 |     1.8002 |      3.9802
   4.710 |   39.752 |     18.000 |     1.8152 |      3.9699
   4.720 |   39.932 |     18.000 |     1.8303 |      3.9596
   4.730 |   40.112 |     18.000 |     1.8454 |      3.9493
   4.740 |   40.292 |     18.000 |     1.8605 |      3.9388
   4.750 |   40.472 |     18.000 |     1.8758 |      3.9284
   4.760 |   40.652 |     18.000 |     1.8910 |      3.9179
   4.770 |   40.832 |     18.000 |     1.9064 |      3.9074
   4.780 |   41.012 |     18.000 |     1.9218 |      3.8968
   4.790 |   41.192 |     18.000 |     1.9372 |      3.8862
   4.800 |   41.372 |     18.000 |     1.9527 |      3.8756
   4.810 |   41.552 |     18.000 |     1.9682 |      3.8649
   4.820 |   41.732 |     18.000 |     1.9839 |      3.8542
   4.830 |   41.912 |     18.000 |     1.9995 |      3.8435
   4.840 |   42.092 |     18.000 |     2.0152 |      3.8327
   4.850 |   42.272 |     18.000 |     2.0310 |      3.8218
   4.860 |   42.452 |     18.000 |     2.0469 |      3.8110
   4.870 |   42.632 |     18.000 |     2.0627 |      3.8001
   4.880 |   42.812 |     18.000 |     2.0787 |      3.7891
   4.890 |   42.992 |     18.000 |     2.0947 |      3.7782
   4.900 |   43.172 |     18.000 |     2.1107 |      3.7671
   4.910 |   43.352 |     18.000 |     2.1268 |      3.7561
   4.920 |   43.532 |     18.000 |     2.1430 |      3.7450
   4.930 |   43.712 |     18.000 |     2.1592 |      3.7339
   4.940 |   43.892 |     18.000 |     2.1755 |      3.7227
   4.950 |   44.072 |     18.000 |     2.1918 |      3.7115
   4.960 |   44.252 |     18.000 |     2.2082 |      3.7003
   4.970 |   44.432 |     18.000 |     2.2246 |      3.6890
   4.980 |   44.612 |     18.000 |     2.2411 |      3.6777
   4.990 |   44.792 |     18.000 |     2.2576 |      3.6664
   5.000 |   44.972 |     18.000 |     2.2742 |      3.6550
   5.010 |   45.152 |     18.000 |     2.2908 |      3.6436
   5.020 |   45.332 |     18.000 |     2.3075 |      3.6321
   5.030 |   45.512 |     18.000 |     2.3242 |      3.6206
   5.040 |   45.692 |     18.000 |     2.3410 |      3.6091
   5.050 |   45.872 |     18.000 |     2.3579 |      3.5975
   5.060 |   46.052 |     18.000 |     2.3748 |      3.5859
   5.070 |   46.232 |     18.000 |     2.3917 |      3.5743
   5.080 |   46.412 |     18.000 |     2.4087 |      3.5626
   5.090 |   46.592 |     18.000 |     2.4258 |      3.5509
   5.100 |   46.772 |     18.000 |     2.4429 |      3.5392
   5.110 |   46.952 |     18.000 |     2.4600 |      3.5274
   5.120 |   47.132 |     18.000 |     2.4772 |      3.5156
   5.130 |   47.312 |     18.000 |     2.4945 |      3.5038
   5.140 |   47.492 |     18.000 |     2.5118 |      3.4919
   5.150 |   47.672 |     18.000 |     2.5292 |      3.4800
   5.160 |   47.852 |     18.000 |     2.5466 |      3.4680
   5.170 |   48.032 |     18.000 |     2.5640 |      3.4561
   5.180 |   48.212 |     18.000 |     2.5815 |      3.4441
   5.190 |   48.392 |     18.000 |     2.5991 |      3.4320
   5.200 |   48.572 |     18.000 |     2.6167 |      3.4199
   5.210 |   48.752 |     18.000 |     2.6343 |      3.4078
   5.220 |   48.932 |     18.000 |     2.6520 |      3.3957
   5.230 |   49.112 |     18.000 |     2.6698 |      3.3835
   5.240 |   49.292 |     18.000 |     2.6876 |      3.3713
   5.250 |   49.472 |     18.000 |     2.7054 |      3.3590
   5.260 |   49.652 |     18.000 |     2.7233 |      3.3467
   5.270 |   49.832 |     18.000 |     2.7413 |      3.3344
   5.280 |   50.012 |     18.000 |     2.7593 |      3.3221
   5.290 |   50.192 |     18.000 |     2.7773 |      3.3097
   5.300 |   50.372 |     18.000 |     2.7954 |      3.2973
   5.310 |   50.552 |     18.000 |     2.8135 |      3.2848
   5.320 |   50.732 |     18.000 |     2.8317 |      3.2724
   5.330 |   50.912 |     18.000 |     2.8499 |      3.2598
   5.340 |   51.092 |     18.000 |     2.8682 |      3.2473
   5.350 |   51.272 |     18.000 |     2.8865 |      3.2347
   5.360 |   51.452 |     18.000 |     2.9049 |      3.2221
   5.370 |   51.632 |     18.000 |     2.9233 |      3.2095
   5.380 |   51.812 |     18.000 |     2.9418 |      3.1968
   5.390 |   51.992 |     18.000 |     2.9603 |      3.1841
   5.400 |   52.172 |     18.000 |     2.9788 |      3.1714
   5.410 |   52.352 |     18.000 |     2.9974 |      3.1586
   5.420 |   52.532 |     18.000 |     3.0161 |      3.1458
   5.430 |   52.712 |     18.000 |     3.0348 |      3.1330
   5.440 |   52.892 |     18.000 |     3.0535 |      3.1201
   5.450 |   53.072 |     18.000 |     3.0723 |      3.1073
   5.460 |   53.252 |     18.000 |     3.0911 |      3.0943
   5.470 |   53.432 |     18.000 |     3.1100 |      3.0814
   5.480 |   53.612 |     18.000 |     3.1289 |      3.0684
   5.490 |   53.792 |     18.000 |     3.1479 |      3.0554
   5.500 |   53.972 |     18.000 |     3.1669 |      3.0424
   5.510 |   54.152 |     18.000 |     3.1859 |      3.0293
   5.520 |   54.332 |     18.000 |     3.2050 |      3.0162
   5.530 |   54.512 |     18.000 |     3.2241 |      3.0031
   5.540 |   54.692 |     18.000 |     3.2433 |      2.9899
   5.550 |   54.872 |     18.000 |     3.2625 |      2.9767
   5.560 |   55.052 |     18.000 |     3.2818 |      2.9635
   5.570 |   55.232 |     18.000 |     3.3011 |      2.9502
   5.580 |   55.412 |     18.000 |     3.3204 |      2.9370
   5.590 |   55.592 |     18.000 |     3.3398 |      2.9237
   5.600 |   55.772 |     18.000 |     3.3592 |      2.9103
   5.610 |   55.952 |     18.000 |     3.3787 |      2.8970
   5.620 |   56.132 |     18.000 |     3.3982 |      2.8836
   5.630 |   56.312 |     18.000 |     3.4178 |      2.8701
   5.640 |   56.492 |     18.000 |     3.4374 |      2.8567
   5.650 |   56.672 |     18.000 |     3.4570 |      2.8432
   5.660 |   56.852 |     18.000 |     3.4767 |      2.8297
   5.670 |   57.032 |     18.000 |     3.4964 |      2.8162
   5.680 |   57.212 |     18.000 |     3.5162 |      2.8026
   5.690 |   57.392 |     18.000 |     3.5360 |      2.7890
   5.700 |   57.572 |     18.000 |     3.5558 |      2.7754
   5.710 |   57.752 |     18.000 |     3.5757 |      2.7618
   5.720 |   57.932 |     18.000 |     3.5956 |      2.7481
   5.730 |   58.112 |     18.000 |     3.6156 |      2.7344
   5.740 |   58.292 |     18.000 |     3.6356 |      2.7207
   5.750 |   58.472 |     18.000 |     3.6556 |      2.7069
   5.760 |   58.652 |     18.000 |     3.6757 |      2.6931
   5.770 |   58.832 |     18.000 |     3.6958 |      2.6793
   5.780 |   59.012 |     18.000 |     3.7160 |      2.6655
   5.790 |   59.192 |     18.000 |     3.7362 |      2.6517
   5.800 |   59.372 |     18.000 |     3.7564 |      2.6378
   5.810 |   59.552 |     18.000 |     3.7767 |      2.6239
   5.820 |   59.732 |     18.000 |     3.7970 |      2.6099
   5.830 |   59.912 |     18.000 |     3.8173 |      2.5960
   5.840 |   60.092 |     18.000 |     3.8377 |      2.5820
   5.850 |   60.272 |     18.000 |     3.8581 |      2.5680
   5.860 |   60.452 |     18.000 |     3.8786 |      2.5539
   5.870 |   60.632 |     18.000 |     3.8991 |      2.5399
   5.880 |   60.812 |     18.000 |     3.9196 |      2.5258
   5.890 |   60.992 |     18.000 |     3.9401 |      2.5117
   5.900 |   61.172 |     18.000 |     3.9607 |      2.4975
   5.910 |   61.352 |     18.000 |     3.9814 |      2.4834
   5.920 |   61.532 |     18.000 |     4.0021 |      2.4692
   5.930 |   61.712 |     18.000 |     4.0228 |      2.4550
   5.940 |   61.892 |     18.000 |     4.0435 |      2.4407
   5.950 |   62.072 |     18.000 |     4.0643 |      2.4265
   5.960 |   62.252 |     18.000 |     4.0851 |      2.4122
   5.970 |   62.432 |     18.000 |     4.1060 |      2.3979
   5.980 |   62.612 |     18.000 |     4.1268 |      2.3835
   5.990 |   62.792 |     18.000 |     4.1477 |      2.3692
   6.000 |   62.972 |     18.000 |     4.1687 |      2.3548

Heavy load  (3.0 kg — near motor limit)
Load mass     : 3.0 kg
Total inertia : 0.4155 kg.m2
    Time |    Angle |   Velocity | Net Torque | Load Torque
------------------------------------------------------------
   0.010 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.020 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.030 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.040 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.050 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.060 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.070 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.080 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.090 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.100 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.110 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.120 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.130 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.140 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.150 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.160 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.170 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.180 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.190 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.200 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.210 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.220 |    0.000 |      0.000 |    -4.1549 |     10.3005
   0.230 |    0.000 |      0.000 |    -4.1549 |     10.3005
