time,hip_FL,hip_FR,hip_RL,hip_RR,knee_FL,knee_FR,knee_RL,knee_RR,foot_FL_x,foot_FL_y,foot_FR_x,foot_FR_y,foot_RL_x,foot_RL_y,foot_RR_x,foot_RR_y,load_FL,load_FR,load_RL,load_RR,system_state,active_leg,gait_phase,gait_progress,polygon_area,com_margin,failure_FL,failure_FR,failure_RL,failure_RR,any_failure
0.01,-9.875,-10.0,-10.0,-10.0,10.18,10.0,10.0,10.0,0.6926,0.2164,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7403,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.0007142857142857143,0.12,-0.041824,False,False,False,False,False
0.02,-9.75,-10.0,-10.0,-10.0,10.36,10.0,10.0,10.0,0.6928,0.2196,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7426,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.0014285714285714286,0.12,-0.041824,False,False,False,False,False
0.03,-9.625,-10.0,-10.0,-10.0,10.54,10.0,10.0,10.0,0.6929,0.2228,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7448,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.002142857142857143,0.12,-0.041824,False,False,False,False,False
0.04,-9.5,-10.0,-10.0,-10.0,10.72,10.0,10.0,10.0,0.693,0.226,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7469,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.002857142857142857,0.12,-0.041824,False,False,False,False,False
0.05,-9.375,-10.0,-10.0,-10.0,10.9,10.0,10.0,10.0,0.6932,0.2292,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7489,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.0035714285714285713,0.12,-0.041824,False,False,False,False,False
0.06,-9.25,-10.0,-10.0,-10.0,11.08,10.0,10.0,10.0,0.6933,0.2324,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7509,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.004285714285714286,0.12,-0.041824,False,False,False,False,False
0.07,-9.125,-10.0,-10.0,-10.0,11.26,10.0,10.0,10.0,0.6934,0.2356,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7528,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.005,0.12,-0.041824,False,False,False,False,False
0.08,-9.0,-10.0,-10.0,-10.0,11.44,10.0,10.0,10.0,0.6934,0.2388,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7546,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.005714285714285714,0.12,-0.041824,False,False,False,False,False
0.09,-8.875,-10.0,-10.0,-10.0,11.62,10.0,10.0,10.0,0.6935,0.2421,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7563,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.0064285714285714285,0.12,-0.041824,False,False,False,False,False
0.1,-8.75,-10.0,-10.0,-10.0,11.8,10.0,10.0,10.0,0.6936,0.2452,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.758,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.007142857142857143,0.12,-0.041824,False,False,False,False,False
0.11,-8.625,-10.0,-10.0,-10.0,11.98,10.0,10.0,10.0,0.6936,0.2484,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7597,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.007857142857142858,0.12,-0.041824,False,False,False,False,False
0.12,-8.5,-10.0,-10.0,-10.0,12.16,10.0,10.0,10.0,0.6937,0.2516,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7613,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.008571428571428572,0.12,-0.041824,False,False,False,False,False
0.13,-8.375,-10.0,-10.0,-10.0,12.34,10.0,10.0,10.0,0.6937,0.2549,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7628,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.009285714285714286,0.12,-0.041824,False,False,False,False,False
0.14,-8.25,-10.0,-10.0,-10.0,12.52,10.0,10.0,10.0,0.6937,0.2581,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7642,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.01,0.12,-0.041824,False,False,False,False,False
0.15,-8.125,-10.0,-10.0,-10.0,12.7,10.0,10.0,10.0,0.6937,0.2612,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7655,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.010714285714285714,0.12,-0.041824,False,False,False,False,False
0.16,-8.0,-10.0,-10.0,-10.0,12.88,10.0,10.0,10.0,0.6937,0.2644,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7669,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.011428571428571429,0.12,-0.041824,False,False,False,False,False
0.17,-7.875,-10.0,-10.0,-10.0,13.06,10.0,10.0,10.0,0.6937,0.2676,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.768,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.012142857142857143,0.12,-0.041824,False,False,False,False,False
0.18,-7.75,-10.0,-10.0,-10.0,13.24,10.0,10.0,10.0,0.6936,0.2709,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7692,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.012857142857142857,0.12,-0.041824,False,False,False,False,False
0.19,-7.625,-10.0,-10.0,-10.0,13.42,10.0,10.0,10.0,0.6936,0.2741,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7703,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.013571428571428571,0.12,-0.041824,False,False,False,False,False
0.2,-7.5,-10.0,-10.0,-10.0,13.6,10.0,10.0,10.0,0.6934,0.2772,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7713,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.014285714285714285,0.12,-0.041824,False,False,False,False,False
0.21,-7.375,-10.0,-10.0,-10.0,13.78,10.0,10.0,10.0,0.6934,0.2804,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7722,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.015,0.12,-0.041824,False,False,False,False,False
0.22,-7.25,-10.0,-10.0,-10.0,13.96,10.0,10.0,10.0,0.6933,0.2836,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7732,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.015714285714285715,0.12,-0.041824,False,False,False,False,False
0.23,-7.125,-10.0,-10.0,-10.0,14.14,10.0,10.0,10.0,0.6931,0.2869,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.774,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.016428571428571428,0.12,-0.041824,False,False,False,False,False
0.24,-7.0,-10.0,-10.0,-10.0,14.32,10.0,10.0,10.0,0.693,0.2901,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7747,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.017142857142857144,0.12,-0.041824,False,False,False,False,False
0.25,-6.875,-10.0,-10.0,-10.0,14.5,10.0,10.0,10.0,0.6929,0.2932,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7754,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.017857142857142856,0.12,-0.041824,False,False,False,False,False
0.26,-6.75,-10.0,-10.0,-10.0,14.68,10.0,10.0,10.0,0.6927,0.2964,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.776,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.018571428571428572,0.12,-0.041824,False,False,False,False,False
0.27,-6.625,-10.0,-10.0,-10.0,14.86,10.0,10.0,10.0,0.6926,0.2996,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7766,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.019285714285714285,0.12,-0.041824,False,False,False,False,False
0.28,-6.5,-10.0,-10.0,-10.0,15.04,10.0,10.0,10.0,0.6924,0.3028,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.777,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.02,0.12,-0.041824,False,False,False,False,False
0.29,-6.375,-10.0,-10.0,-10.0,15.22,10.0,10.0,10.0,0.6921,0.306,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7774,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.020714285714285713,0.12,-0.041824,False,False,False,False,False
0.3,-6.25,-10.0,-10.0,-10.0,15.4,10.0,10.0,10.0,0.6919,0.3092,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7778,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.02142857142857143,0.12,-0.041824,False,False,False,False,False
0.31,-6.125,-10.0,-10.0,-10.0,15.58,10.0,10.0,10.0,0.6917,0.3124,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.778,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.02214285714285714,0.12,-0.041824,False,False,False,False,False
0.32,-6.0,-10.0,-10.0,-10.0,15.76,10.0,10.0,10.0,0.6915,0.3155,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7783,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.022857142857142857,0.12,-0.041824,False,False,False,False,False
0.33,-5.875,-10.0,-10.0,-10.0,15.94,10.0,10.0,10.0,0.6912,0.3187,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7784,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.023571428571428573,0.12,-0.041824,False,False,False,False,False
0.34,-5.75,-10.0,-10.0,-10.0,16.12,10.0,10.0,10.0,0.691,0.3219,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7784,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.024285714285714285,0.12,-0.041824,False,False,False,False,False
0.35,-5.625,-10.0,-10.0,-10.0,16.3,10.0,10.0,10.0,0.6907,0.3251,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7785,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.025,0.12,-0.041824,False,False,False,False,False
0.36,-5.5,-10.0,-10.0,-10.0,16.48,10.0,10.0,10.0,0.6904,0.3283,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7784,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.025714285714285714,0.12,-0.041824,False,False,False,False,False
0.37,-5.375,-10.0,-10.0,-10.0,16.66,10.0,10.0,10.0,0.6901,0.3315,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7783,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.02642857142857143,0.12,-0.041824,False,False,False,False,False
0.38,-5.25,-10.0,-10.0,-10.0,16.84,10.0,10.0,10.0,0.6897,0.3346,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.778,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.027142857142857142,0.12,-0.041824,False,False,False,False,False
0.39,-5.125,-10.0,-10.0,-10.0,17.02,10.0,10.0,10.0,0.6894,0.3377,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7778,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.027857142857142858,0.12,-0.041824,False,False,False,False,False
0.4,-5.0,-10.0,-10.0,-10.0,17.2,10.0,10.0,10.0,0.6891,0.3409,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7775,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.02857142857142857,0.12,-0.041824,False,False,False,False,False
0.41,-4.875,-10.0,-10.0,-10.0,17.38,10.0,10.0,10.0,0.6887,0.3441,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.777,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.029285714285714286,0.12,-0.041824,False,False,False,False,False
0.42,-4.75,-10.0,-10.0,-10.0,17.56,10.0,10.0,10.0,0.6883,0.3473,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7766,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03,0.12,-0.041824,False,False,False,False,False
0.43,-4.625,-10.0,-10.0,-10.0,17.74,10.0,10.0,10.0,0.688,0.3505,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.776,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.030714285714285715,0.12,-0.041824,False,False,False,False,False
0.44,-4.5,-10.0,-10.0,-10.0,17.92,10.0,10.0,10.0,0.6876,0.3536,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7755,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03142857142857143,0.12,-0.041824,False,False,False,False,False
0.45,-4.375,-10.0,-10.0,-10.0,18.1,10.0,10.0,10.0,0.6871,0.3568,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7748,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03214285714285714,0.12,-0.041824,False,False,False,False,False
0.46,-4.25,-10.0,-10.0,-10.0,18.28,10.0,10.0,10.0,0.6867,0.3599,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.774,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.032857142857142856,0.12,-0.041824,False,False,False,False,False
0.47,-4.125,-10.0,-10.0,-10.0,18.46,10.0,10.0,10.0,0.6862,0.363,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7733,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03357142857142857,0.12,-0.041824,False,False,False,False,False
0.48,-4.0,-10.0,-10.0,-10.0,18.64,10.0,10.0,10.0,0.6858,0.3662,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7724,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03428571428571429,0.12,-0.041824,False,False,False,False,False
0.49,-3.875,-10.0,-10.0,-10.0,18.82,10.0,10.0,10.0,0.6854,0.3694,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7714,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.035,0.12,-0.041824,False,False,False,False,False
0.5,-3.75,-10.0,-10.0,-10.0,19.0,10.0,10.0,10.0,0.6848,0.3725,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7704,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03571428571428571,0.12,-0.041824,False,False,False,False,False
0.51,-3.625,-10.0,-10.0,-10.0,19.18,10.0,10.0,10.0,0.6843,0.3757,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7693,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03642857142857143,0.12,-0.041824,False,False,False,False,False
0.52,-3.5,-10.0,-10.0,-10.0,19.36,10.0,10.0,10.0,0.6839,0.3788,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7682,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.037142857142857144,0.12,-0.041824,False,False,False,False,False
0.53,-3.375,-10.0,-10.0,-10.0,19.54,10.0,10.0,10.0,0.6833,0.382,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.767,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03785714285714286,0.12,-0.041824,False,False,False,False,False
0.54,-3.25,-10.0,-10.0,-10.0,19.72,10.0,10.0,10.0,0.6828,0.3851,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7657,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.03857142857142857,0.12,-0.041824,False,False,False,False,False
0.55,-3.125,-10.0,-10.0,-10.0,19.9,10.0,10.0,10.0,0.6823,0.3881,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7643,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.039285714285714285,0.12,-0.041824,False,False,False,False,False
0.56,-3.0,-10.0,-10.0,-10.0,20.08,10.0,10.0,10.0,0.6817,0.3913,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7629,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04,0.12,-0.041824,False,False,False,False,False
0.57,-2.875,-10.0,-10.0,-10.0,20.26,10.0,10.0,10.0,0.6811,0.3944,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7614,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04071428571428572,0.12,-0.041824,False,False,False,False,False
0.58,-2.75,-10.0,-10.0,-10.0,20.44,10.0,10.0,10.0,0.6805,0.3975,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7599,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.041428571428571426,0.12,-0.041824,False,False,False,False,False
0.59,-2.625,-10.0,-10.0,-10.0,20.62,10.0,10.0,10.0,0.6799,0.4007,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7583,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04214285714285714,0.12,-0.041824,False,False,False,False,False
0.6,-2.5,-10.0,-10.0,-10.0,20.8,10.0,10.0,10.0,0.6793,0.4038,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7566,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04285714285714286,0.12,-0.041824,False,False,False,False,False
0.61,-2.375,-10.0,-10.0,-10.0,20.98,10.0,10.0,10.0,0.6787,0.4069,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7548,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04357142857142857,0.12,-0.041824,False,False,False,False,False
0.62,-2.25,-10.0,-10.0,-10.0,21.16,10.0,10.0,10.0,0.678,0.41,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7531,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04428571428571428,0.12,-0.041824,False,False,False,False,False
0.63,-2.125,-10.0,-10.0,-10.0,21.34,10.0,10.0,10.0,0.6774,0.4131,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7512,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.045,0.12,-0.041824,False,False,False,False,False
0.64,-2.0,-10.0,-10.0,-10.0,21.52,10.0,10.0,10.0,0.6767,0.4163,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7492,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.045714285714285714,0.12,-0.041824,False,False,False,False,False
0.65,-1.875,-10.0,-10.0,-10.0,21.7,10.0,10.0,10.0,0.676,0.4193,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7471,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04642857142857143,0.12,-0.041824,False,False,False,False,False
0.66,-1.75,-10.0,-10.0,-10.0,21.88,10.0,10.0,10.0,0.6754,0.4224,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7451,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.047142857142857146,0.12,-0.041824,False,False,False,False,False
0.67,-1.625,-10.0,-10.0,-10.0,22.06,10.0,10.0,10.0,0.6746,0.4255,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7429,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.047857142857142855,0.12,-0.041824,False,False,False,False,False
0.68,-1.5,-10.0,-10.0,-10.0,22.24,10.0,10.0,10.0,0.6739,0.4286,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7407,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04857142857142857,0.12,-0.041824,False,False,False,False,False
0.69,-1.375,-10.0,-10.0,-10.0,22.42,10.0,10.0,10.0,0.6732,0.4316,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7384,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.04928571428571429,0.12,-0.041824,False,False,False,False,False
0.7,-1.25,-10.0,-10.0,-10.0,22.6,10.0,10.0,10.0,0.6724,0.4347,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7361,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05,0.12,-0.041824,False,False,False,False,False
0.71,-1.125,-10.0,-10.0,-10.0,22.78,10.0,10.0,10.0,0.6717,0.4378,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7337,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05071428571428571,0.12,-0.041824,False,False,False,False,False
0.72,-1.0,-10.0,-10.0,-10.0,22.96,10.0,10.0,10.0,0.6709,0.4409,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7312,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05142857142857143,0.12,-0.041824,False,False,False,False,False
0.73,-0.875,-10.0,-10.0,-10.0,23.14,10.0,10.0,10.0,0.6701,0.444,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7286,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.052142857142857144,0.12,-0.041824,False,False,False,False,False
0.74,-0.75,-10.0,-10.0,-10.0,23.32,10.0,10.0,10.0,0.6694,0.447,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.726,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05285714285714286,0.12,-0.041824,False,False,False,False,False
0.75,-0.625,-10.0,-10.0,-10.0,23.5,10.0,10.0,10.0,0.6685,0.45,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7233,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05357142857142857,0.12,-0.041824,False,False,False,False,False
0.76,-0.5,-10.0,-10.0,-10.0,23.68,10.0,10.0,10.0,0.6677,0.453,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7206,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.054285714285714284,0.12,-0.041824,False,False,False,False,False
0.77,-0.375,-10.0,-10.0,-10.0,23.86,10.0,10.0,10.0,0.6669,0.4561,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7177,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.055,0.12,-0.041824,False,False,False,False,False
0.78,-0.25,-10.0,-10.0,-10.0,24.04,10.0,10.0,10.0,0.666,0.4592,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7149,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.055714285714285716,0.12,-0.041824,False,False,False,False,False
0.79,-0.125,-10.0,-10.0,-10.0,24.22,10.0,10.0,10.0,0.6651,0.4622,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7119,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.056428571428571425,0.12,-0.041824,False,False,False,False,False
0.8,0.0,-10.0,-10.0,-10.0,24.4,10.0,10.0,10.0,0.6643,0.4652,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7089,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05714285714285714,0.12,-0.041824,False,False,False,False,False
0.81,0.125,-10.0,-10.0,-10.0,24.58,10.0,10.0,10.0,0.6634,0.4683,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7057,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05785714285714286,0.12,-0.041824,False,False,False,False,False
0.82,0.25,-10.0,-10.0,-10.0,24.76,10.0,10.0,10.0,0.6625,0.4713,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.7027,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05857142857142857,0.12,-0.041824,False,False,False,False,False
0.83,0.375,-10.0,-10.0,-10.0,24.94,10.0,10.0,10.0,0.6616,0.4743,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6994,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.05928571428571429,0.12,-0.041824,False,False,False,False,False
0.84,0.5,-10.0,-10.0,-10.0,25.12,10.0,10.0,10.0,0.6607,0.4774,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6961,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06,0.12,-0.041824,False,False,False,False,False
0.85,0.625,-10.0,-10.0,-10.0,25.3,10.0,10.0,10.0,0.6597,0.4804,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6928,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.060714285714285714,0.12,-0.041824,False,False,False,False,False
0.86,0.75,-10.0,-10.0,-10.0,25.48,10.0,10.0,10.0,0.6588,0.4833,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6893,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06142857142857143,0.12,-0.041824,False,False,False,False,False
0.87,0.875,-10.0,-10.0,-10.0,25.66,10.0,10.0,10.0,0.6578,0.4863,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6858,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.062142857142857146,0.12,-0.041824,False,False,False,False,False
0.88,1.0,-10.0,-10.0,-10.0,25.84,10.0,10.0,10.0,0.6568,0.4893,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6823,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06285714285714286,0.12,-0.041824,False,False,False,False,False
0.89,1.125,-10.0,-10.0,-10.0,26.02,10.0,10.0,10.0,0.6558,0.4923,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6787,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06357142857142857,0.12,-0.041824,False,False,False,False,False
0.9,1.25,-10.0,-10.0,-10.0,26.2,10.0,10.0,10.0,0.6549,0.4953,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.675,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06428571428571428,0.12,-0.041824,False,False,False,False,False
0.91,1.375,-10.0,-10.0,-10.0,26.38,10.0,10.0,10.0,0.6539,0.4983,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6712,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.065,0.12,-0.041824,False,False,False,False,False
0.92,1.5,-10.0,-10.0,-10.0,26.56,10.0,10.0,10.0,0.6528,0.5013,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6674,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06571428571428571,0.12,-0.041824,False,False,False,False,False
0.93,1.625,-10.0,-10.0,-10.0,26.74,10.0,10.0,10.0,0.6518,0.5042,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6635,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06642857142857143,0.12,-0.041824,False,False,False,False,False
0.94,1.75,-10.0,-10.0,-10.0,26.92,10.0,10.0,10.0,0.6508,0.5072,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6596,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06714285714285714,0.12,-0.041824,False,False,False,False,False
0.95,1.875,-10.0,-10.0,-10.0,27.1,10.0,10.0,10.0,0.6496,0.5102,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6555,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06785714285714285,0.12,-0.041824,False,False,False,False,False
0.96,2.0,-10.0,-10.0,-10.0,27.28,10.0,10.0,10.0,0.6486,0.513,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6514,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06857142857142857,0.12,-0.041824,False,False,False,False,False
0.97,2.125,-10.0,-10.0,-10.0,27.46,10.0,10.0,10.0,0.6475,0.516,1.0924,0.2132,0.6924,-0.3868,1.0924,-0.3868,11.6473,28.088,28.088,28.088,UNSTABLE,FL,SWING,0.06928571428571428,0.12,-0.041824,False,False,False,False,False
