time,hip_FL,hip_FR,hip_RL,hip_RR,knee_FL,knee_FR,knee_RL,knee_RR,foot_FL_x,foot_FL_y,foot_FR_x,foot_FR_y,foot_RL_x,foot_RL_y,foot_RR_x,foot_RR_y,load_FL,load_FR,load_RL,load_RR,system_state,active_leg,gait_phase,gait_progress,polygon_area,com_margin,failure_FL,failure_FR,failure_RL,failure_RR,any_failure
15.83,12.904,-9.971,-9.706,-9.971,42.969,10.029,10.422,10.029,0.5118,0.7428,1.0924,0.2138,0.6928,-0.3793,1.0924,-0.3862,11.046,28.0887,28.0934,28.0887,UNSTABLE,FL,SWING,0.13071428571428573,0.11988,-0.0401,False,False,False,False,False
15.84,13.029,-9.971,-9.711,-9.971,43.149,10.029,10.415,10.029,0.5097,0.745,1.0924,0.2138,0.6928,-0.3794,1.0924,-0.3862,11.0362,28.0887,28.0933,28.0887,UNSTABLE,FL,SWING,0.13142857142857142,0.11988,-0.040123,False,False,False,False,False
15.85,13.154,-9.971,-9.716,-9.971,43.329,10.029,10.408,10.029,0.5078,0.7473,1.0924,0.2138,0.6928,-0.3796,1.0924,-0.3862,11.0265,28.0887,28.0933,28.0887,UNSTABLE,FL,SWING,0.13214285714285715,0.11988,-0.040167,False,False,False,False,False
15.86,13.279,-9.971,-9.721,-9.971,43.509,10.029,10.401,10.029,0.5057,0.7495,1.0924,0.2138,0.6928,-0.3797,1.0924,-0.3862,11.0166,28.0887,28.0931,28.0887,UNSTABLE,FL,SWING,0.13285714285714287,0.11988,-0.040189,False,False,False,False,False
15.87,13.404,-9.971,-9.726,-9.971,43.689,10.029,10.394,10.029,0.5037,0.7517,1.0924,0.2138,0.6928,-0.3798,1.0924,-0.3862,11.0067,28.0887,28.0931,28.0887,UNSTABLE,FL,SWING,0.13357142857142856,0.11988,-0.040211,False,False,False,False,False
15.88,13.529,-9.971,-9.731,-9.971,43.869,10.029,10.387,10.029,0.5016,0.754,1.0924,0.2138,0.6928,-0.3799,1.0924,-0.3862,10.9966,28.0887,28.0929,28.0887,UNSTABLE,FL,SWING,0.13428571428571429,0.11988,-0.040234,False,False,False,False,False
15.89,13.654,-9.971,-9.735,-9.971,44.049,10.029,10.381,10.029,0.4996,0.7561,1.0924,0.2138,0.6928,-0.38,1.0924,-0.3862,10.9866,28.0887,28.0929,28.0887,UNSTABLE,FL,SWING,0.135,0.11988,-0.040256,False,False,False,False,False
15.9,13.779,-9.971,-9.739,-9.971,44.229,10.029,10.375,10.029,0.4975,0.7583,1.0924,0.2138,0.6928,-0.3802,1.0924,-0.3862,10.9766,28.0887,28.0928,28.0887,UNSTABLE,FL,SWING,0.1357142857142857,0.11988,-0.0403,False,False,False,False,False
15.91,13.904,-9.971,-9.743,-9.971,44.409,10.029,10.369,10.029,0.4954,0.7605,1.0924,0.2138,0.6928,-0.3802,1.0924,-0.3862,10.9664,28.0887,28.0928,28.0887,UNSTABLE,FL,SWING,0.13642857142857143,0.11988,-0.0403,False,False,False,False,False
15.92,14.029,-9.971,-9.747,-9.971,44.589,10.029,10.363,10.029,0.4934,0.7627,1.0924,0.2138,0.6928,-0.3803,1.0924,-0.3862,10.9562,28.0887,28.0927,28.0887,UNSTABLE,FL,SWING,0.13714285714285715,0.11988,-0.040323,False,False,False,False,False
15.93,14.154,-9.971,-9.751,-9.971,44.769,10.029,10.357,10.029,0.4913,0.7649,1.0924,0.2138,0.6928,-0.3805,1.0924,-0.3862,10.9459,28.0887,28.0926,28.0887,UNSTABLE,FL,SWING,0.13785714285714284,0.11988,-0.040367,False,False,False,False,False
15.94,14.279,-9.971,-9.755,-9.971,44.949,10.029,10.351,10.029,0.4892,0.767,1.0924,0.2138,0.6928,-0.3805,1.0924,-0.3862,10.9356,28.0887,28.0926,28.0887,UNSTABLE,FL,SWING,0.13857142857142857,0.11988,-0.040367,False,False,False,False,False
15.95,14.404,-9.971,-9.759,-9.971,45.129,10.029,10.345,10.029,0.4871,0.7692,1.0924,0.2138,0.6928,-0.3807,1.0924,-0.3862,10.9252,28.0887,28.0924,28.0887,UNSTABLE,FL,SWING,0.1392857142857143,0.11988,-0.040411,False,False,False,False,False
15.96,14.529,-9.971,-9.763,-9.971,45.309,10.029,10.339,10.029,0.485,0.7712,1.0924,0.2138,0.6928,-0.3808,1.0924,-0.3862,10.9147,28.0887,28.0924,28.0887,UNSTABLE,FL,SWING,0.14,0.11988,-0.040433,False,False,False,False,False
15.97,14.654,-9.971,-9.767,-9.971,45.489,10.029,10.333,10.029,0.4828,0.7734,1.0924,0.2138,0.6928,-0.3808,1.0924,-0.3862,10.9041,28.0887,28.0923,28.0887,UNSTABLE,FL,SWING,0.1407142857142857,0.11988,-0.040433,False,False,False,False,False
15.98,14.779,-9.971,-9.771,-9.971,45.669,10.029,10.327,10.029,0.4808,0.7755,1.0924,0.2138,0.6927,-0.381,1.0924,-0.3862,10.8936,28.0887,28.0923,28.0887,UNSTABLE,FL,SWING,0.14142857142857143,0.11991,-0.040445,False,False,False,False,False
15.99,14.904,-9.971,-9.775,-9.971,45.849,10.029,10.322,10.029,0.4786,0.7776,1.0924,0.2138,0.6927,-0.3811,1.0924,-0.3862,10.883,28.0887,28.0922,28.0887,UNSTABLE,FL,SWING,0.14214285714285715,0.11991,-0.040467,False,False,False,False,False
16.0,15.029,-9.971,-9.779,-9.971,46.029,10.029,10.317,10.029,0.4765,0.7797,1.0924,0.2138,0.6927,-0.3811,1.0924,-0.3862,27.2222,28.0887,28.0921,28.0887,STABLE,FL,STANCE,0.14285714285714285,0.416205,0.1924,False,False,False,False,False
16.01,14.904,-9.971,-9.783,-9.971,45.849,10.029,10.312,10.029,0.4786,0.7776,1.0924,0.2138,0.6927,-0.3813,1.0924,-0.3862,27.233,28.0887,28.0921,28.0887,STABLE,FL,STANCE,0.14357142857142857,0.415222,0.1924,False,False,False,False,False
16.02,14.779,-9.971,-9.787,-9.971,45.669,10.029,10.307,10.029,0.4808,0.7755,1.0924,0.2138,0.6927,-0.3814,1.0924,-0.3862,27.2436,28.0887,28.0919,28.0887,STABLE,FL,STANCE,0.1442857142857143,0.414178,0.1924,False,False,False,False,False
16.03,14.654,-9.971,-9.791,-9.971,45.489,10.029,10.302,10.029,0.4828,0.7734,1.0924,0.2138,0.6927,-0.3814,1.0924,-0.3862,27.2541,28.0887,28.0918,28.0887,STABLE,FL,STANCE,0.145,0.413163,0.1924,False,False,False,False,False
16.04,14.529,-9.971,-9.794,-9.971,45.309,10.029,10.297,10.029,0.485,0.7712,1.0924,0.2138,0.6927,-0.3816,1.0924,-0.3862,27.2647,28.0887,28.0919,28.0887,STABLE,FL,STANCE,0.1457142857142857,0.412129,0.1924,False,False,False,False,False
16.05,14.404,-9.971,-9.797,-9.971,45.129,10.029,10.292,10.029,0.4871,0.7692,1.0924,0.2138,0.6927,-0.3816,1.0924,-0.3862,27.2752,28.0887,28.0918,28.0887,STABLE,FL,STANCE,0.14642857142857144,0.411104,0.1924,False,False,False,False,False
16.06,14.279,-9.971,-9.8,-9.971,44.949,10.029,10.287,10.029,0.4892,0.767,1.0924,0.2138,0.6927,-0.3817,1.0924,-0.3862,27.2856,28.0887,28.0918,28.0887,STABLE,FL,STANCE,0.14714285714285713,0.41007,0.1924,False,False,False,False,False
16.07,14.154,-9.971,-9.803,-9.971,44.769,10.029,10.282,10.029,0.4913,0.7649,1.0924,0.2138,0.6927,-0.3818,1.0924,-0.3862,27.2959,28.0887,28.0917,28.0887,STABLE,FL,STANCE,0.14785714285714285,0.409055,0.1924,False,False,False,False,False
16.08,14.029,-9.971,-9.806,-9.971,44.589,10.029,10.277,10.029,0.4934,0.7627,1.0924,0.2138,0.6927,-0.3819,1.0924,-0.3862,27.3062,28.0887,28.0916,28.0887,STABLE,FL,STANCE,0.14857142857142858,0.40802,0.1924,False,False,False,False,False
16.09,13.904,-9.971,-9.809,-9.971,44.409,10.029,10.272,10.029,0.4954,0.7605,1.0924,0.2138,0.6927,-0.382,1.0924,-0.3862,27.3164,28.0887,28.0916,28.0887,STABLE,FL,STANCE,0.1492857142857143,0.407014,0.1924,False,False,False,False,False
16.1,13.779,-9.971,-9.812,-9.971,44.229,10.029,10.267,10.029,0.4975,0.7583,1.0924,0.2138,0.6927,-0.382,1.0924,-0.3862,27.3266,28.0887,28.0915,28.0887,STABLE,FL,STANCE,0.15,0.405949,0.1924,False,False,False,False,False
16.11,13.654,-9.971,-9.815,-9.971,44.049,10.029,10.263,10.029,0.4996,0.7561,1.0924,0.2138,0.6927,-0.3821,1.0924,-0.3862,27.3366,28.0887,28.0915,28.0887,STABLE,FL,STANCE,0.15071428571428572,0.404913,0.1924,False,False,False,False,False
16.12,13.529,-9.971,-9.818,-9.971,43.869,10.029,10.259,10.029,0.5016,0.754,1.0924,0.2138,0.6927,-0.3822,1.0924,-0.3862,27.3466,28.0887,28.0915,28.0887,STABLE,FL,STANCE,0.15142857142857144,0.403927,0.1924,False,False,False,False,False
16.13,13.404,-9.971,-9.821,-9.971,43.689,10.029,10.255,10.029,0.5037,0.7517,1.0924,0.2138,0.6927,-0.3823,1.0924,-0.3862,27.3567,28.0887,28.0914,28.0887,STABLE,FL,STANCE,0.15214285714285714,0.402871,0.1924,False,False,False,False,False
16.14,13.279,-9.971,-9.824,-9.971,43.509,10.029,10.251,10.029,0.5057,0.7495,1.0924,0.2138,0.6927,-0.3823,1.0924,-0.3862,27.3666,28.0887,28.0913,28.0887,STABLE,FL,STANCE,0.15285714285714286,0.401836,0.1924,False,False,False,False,False
16.15,13.154,-9.971,-9.827,-9.971,43.329,10.029,10.247,10.029,0.5078,0.7473,1.0924,0.2138,0.6927,-0.3824,1.0924,-0.3862,27.3765,28.0887,28.0912,28.0887,STABLE,FL,STANCE,0.15357142857142858,0.400799,0.1924,False,False,False,False,False
16.16,13.029,-9.971,-9.83,-9.971,43.149,10.029,10.243,10.029,0.5097,0.745,1.0924,0.2138,0.6927,-0.3825,1.0924,-0.3862,27.3862,28.0887,28.0912,28.0887,STABLE,FL,STANCE,0.15428571428571428,0.399802,0.1924,False,False,False,False,False
16.17,12.904,-9.971,-9.833,-9.971,42.969,10.029,10.239,10.029,0.5118,0.7428,1.0924,0.2138,0.6927,-0.3826,1.0924,-0.3862,27.396,28.0887,28.0911,28.0887,STABLE,FL,STANCE,0.155,0.398766,0.1924,False,False,False,False,False
16.18,12.779,-9.971,-9.836,-9.971,42.789,10.029,10.235,10.029,0.5138,0.7405,1.0924,0.2138,0.6927,-0.3826,1.0924,-0.3862,27.4056,28.0887,28.0911,28.0887,STABLE,FL,STANCE,0.15571428571428572,0.39771,0.1924,False,False,False,False,False
16.19,12.654,-9.971,-9.839,-9.971,42.609,10.029,10.231,10.029,0.5158,0.7382,1.0924,0.2138,0.6926,-0.3827,1.0924,-0.3862,27.4152,28.0887,28.0911,28.0887,STABLE,FL,STANCE,0.15642857142857142,0.396739,0.1924,False,False,False,False,False
16.2,12.529,-9.971,-9.842,-9.971,42.429,10.029,10.227,10.029,0.5178,0.736,1.0924,0.2138,0.6926,-0.3828,1.0924,-0.3862,27.4248,28.0887,28.091,28.0887,STABLE,FL,STANCE,0.15714285714285714,0.395731,0.1924,False,False,False,False,False
16.21,12.404,-9.971,-9.845,-9.971,42.249,10.029,10.223,10.029,0.5197,0.7337,1.0924,0.2138,0.6926,-0.3829,1.0924,-0.3862,27.4343,28.0887,28.0909,28.0887,STABLE,FL,STANCE,0.15785714285714286,0.394733,0.1924,False,False,False,False,False
16.22,12.279,-9.971,-9.848,-9.971,42.069,10.029,10.219,10.029,0.5217,0.7313,1.0924,0.2138,0.6926,-0.3829,1.0924,-0.3862,27.4437,28.0887,28.0909,28.0887,STABLE,FL,STANCE,0.15857142857142856,0.393657,0.1924,False,False,False,False,False
16.23,12.154,-9.971,-9.851,-9.971,41.889,10.029,10.215,10.029,0.5237,0.7291,1.0924,0.2138,0.6926,-0.383,1.0924,-0.3862,27.4531,28.0887,28.0908,28.0887,STABLE,FL,STANCE,0.15928571428571428,0.392649,0.1924,False,False,False,False,False
16.24,12.029,-9.971,-9.853,-9.971,41.709,10.029,10.211,10.029,0.5256,0.7267,1.0924,0.2138,0.6926,-0.3831,1.0924,-0.3862,27.4623,28.0887,28.0908,28.0887,STABLE,FL,STANCE,0.16,0.39163,0.1924,False,False,False,False,False
16.25,11.904,-9.971,-9.855,-9.971,41.529,10.029,10.207,10.029,0.5275,0.7244,1.0924,0.2138,0.6926,-0.3831,1.0924,-0.3862,27.4717,28.0887,28.0907,28.0887,STABLE,FL,STANCE,0.16071428571428573,0.390603,0.1924,False,False,False,False,False
16.26,11.779,-9.971,-9.857,-9.971,41.349,10.029,10.204,10.029,0.5295,0.7221,1.0924,0.2138,0.6926,-0.3832,1.0924,-0.3862,27.4807,28.0887,28.0908,28.0887,STABLE,FL,STANCE,0.16142857142857142,0.389575,0.1924,False,False,False,False,False
16.27,11.654,-9.971,-9.859,-9.971,41.169,10.029,10.201,10.029,0.5314,0.7197,1.0924,0.2138,0.6926,-0.3832,1.0924,-0.3862,27.4899,28.0887,28.0907,28.0887,STABLE,FL,STANCE,0.16214285714285714,0.388528,0.1924,False,False,False,False,False
16.28,11.529,-9.971,-9.861,-9.971,40.989,10.029,10.198,10.029,0.5333,0.7173,1.0924,0.2138,0.6926,-0.3832,1.0924,-0.3862,27.499,28.0887,28.0906,28.0887,STABLE,FL,STANCE,0.16285714285714287,0.387481,0.1924,False,False,False,False,False
16.29,11.404,-9.971,-9.863,-9.971,40.809,10.029,10.195,10.029,0.5352,0.715,1.0924,0.2138,0.6926,-0.3833,1.0924,-0.3862,27.5079,28.0887,28.0906,28.0887,STABLE,FL,STANCE,0.16357142857142856,0.386482,0.1924,False,False,False,False,False
16.3,11.279,-9.971,-9.865,-9.971,40.629,10.029,10.192,10.029,0.5371,0.7126,1.0924,0.2138,0.6926,-0.3834,1.0924,-0.3862,27.5169,28.0887,28.0905,28.0887,STABLE,FL,STANCE,0.16428571428571428,0.385463,0.1924,False,False,False,False,False
16.31,11.154,-9.971,-9.867,-9.971,40.449,10.029,10.189,10.029,0.539,0.7102,1.0924,0.2138,0.6926,-0.3835,1.0924,-0.3862,27.5258,28.0887,28.0906,28.0887,STABLE,FL,STANCE,0.165,0.384443,0.1924,False,False,False,False,False
16.32,11.029,-9.971,-9.869,-9.971,40.269,10.029,10.186,10.029,0.5409,0.7079,1.0924,0.2138,0.6926,-0.3835,1.0924,-0.3862,27.5345,28.0887,28.0905,28.0887,STABLE,FL,STANCE,0.1657142857142857,0.383416,0.1924,False,False,False,False,False
16.33,10.904,-9.971,-9.871,-9.971,40.089,10.029,10.183,10.029,0.5428,0.7054,1.0924,0.2138,0.6926,-0.3835,1.0924,-0.3862,27.5433,28.0887,28.0905,28.0887,STABLE,FL,STANCE,0.16642857142857143,0.382349,0.1924,False,False,False,False,False
16.34,10.779,-9.971,-9.873,-9.971,39.909,10.029,10.18,10.029,0.5446,0.703,1.0924,0.2138,0.6926,-0.3836,1.0924,-0.3862,27.552,28.0887,28.0904,28.0887,STABLE,FL,STANCE,0.16714285714285715,0.381359,0.1924,False,False,False,False,False
16.35,10.654,-9.971,-9.875,-9.971,39.729,10.029,10.177,10.029,0.5465,0.7005,1.0924,0.2138,0.6926,-0.3836,1.0924,-0.3862,27.5606,28.0887,28.0904,28.0887,STABLE,FL,STANCE,0.16785714285714284,0.380292,0.1924,False,False,False,False,False
16.36,10.529,-9.971,-9.877,-9.971,39.549,10.029,10.174,10.029,0.5483,0.6982,1.0924,0.2138,0.6926,-0.3837,1.0924,-0.3862,27.5691,28.0887,28.0904,28.0887,STABLE,FL,STANCE,0.16857142857142857,0.379321,0.1924,False,False,False,False,False
16.37,10.404,-9.971,-9.879,-9.971,39.369,10.029,10.171,10.029,0.5501,0.6957,1.0924,0.2138,0.6926,-0.3838,1.0924,-0.3862,27.5776,28.0887,28.0903,28.0887,STABLE,FL,STANCE,0.1692857142857143,0.378311,0.1924,False,False,False,False,False
16.38,10.279,-9.971,-9.881,-9.971,39.189,10.029,10.168,10.029,0.5519,0.6932,1.0924,0.2138,0.6926,-0.3838,1.0924,-0.3862,27.586,28.0887,28.0903,28.0887,STABLE,FL,STANCE,0.17,0.377273,0.1924,False,False,False,False,False
16.39,10.154,-9.971,-9.883,-9.971,39.009,10.029,10.165,10.029,0.5538,0.6907,1.0924,0.2138,0.6926,-0.3838,1.0924,-0.3862,27.5944,28.0887,28.0902,28.0887,STABLE,FL,STANCE,0.1707142857142857,0.376206,0.1924,False,False,False,False,False
16.4,10.029,-9.971,-9.885,-9.971,38.829,10.029,10.162,10.029,0.5556,0.6883,1.0924,0.2138,0.6926,-0.3839,1.0924,-0.3862,27.6027,28.0887,28.0903,28.0887,STABLE,FL,STANCE,0.17142857142857143,0.375215,0.1924,False,False,False,False,False
16.41,9.904,-9.971,-9.887,-9.971,38.649,10.029,10.159,10.029,0.5573,0.6858,1.0924,0.2138,0.6926,-0.384,1.0924,-0.3862,27.611,28.0887,28.0902,28.0887,STABLE,FL,STANCE,0.17214285714285715,0.374234,0.1924,False,False,False,False,False
16.42,9.779,-9.971,-9.889,-9.971,38.469,10.029,10.156,10.029,0.5591,0.6833,1.0924,0.2138,0.6926,-0.384,1.0924,-0.3862,27.6192,28.0887,28.0901,28.0887,STABLE,FL,STANCE,0.17285714285714285,0.373196,0.1924,False,False,False,False,False
16.43,9.654,-9.971,-9.891,-9.971,38.289,10.029,10.153,10.029,0.5608,0.6808,1.0924,0.2138,0.6926,-0.3841,1.0924,-0.3862,27.6273,28.0887,28.0901,28.0887,STABLE,FL,STANCE,0.17357142857142857,0.372215,0.1924,False,False,False,False,False
16.44,9.529,-9.971,-9.893,-9.971,38.109,10.029,10.15,10.029,0.5626,0.6784,1.0924,0.2138,0.6926,-0.3841,1.0924,-0.3862,27.6353,28.0887,28.0901,28.0887,STABLE,FL,STANCE,0.1742857142857143,0.371197,0.1924,False,False,False,False,False
16.45,9.404,-9.971,-9.895,-9.971,37.929,10.029,10.148,10.029,0.5644,0.6758,1.0924,0.2138,0.6926,-0.3841,1.0924,-0.3862,27.6433,28.0887,28.0901,28.0887,STABLE,FL,STANCE,0.175,0.370139,0.1924,False,False,False,False,False
16.46,9.279,-9.971,-9.897,-9.971,37.749,10.029,10.146,10.029,0.5662,0.6733,1.0924,0.2138,0.6926,-0.3842,1.0924,-0.3862,27.6512,28.0887,28.09,28.0887,STABLE,FL,STANCE,0.1757142857142857,0.369128,0.1924,False,False,False,False,False
16.47,9.154,-9.971,-9.899,-9.971,37.569,10.029,10.144,10.029,0.5678,0.6707,1.0924,0.2138,0.6926,-0.3843,1.0924,-0.3862,27.659,28.0887,28.09,28.0887,STABLE,FL,STANCE,0.17642857142857143,0.368156,0.1924,False,False,False,False,False
16.48,9.029,-9.971,-9.901,-9.971,37.389,10.029,10.142,10.029,0.5696,0.6683,1.0924,0.2138,0.6926,-0.3843,1.0924,-0.3862,27.6668,28.0887,28.0899,28.0887,STABLE,FL,STANCE,0.17714285714285713,0.367138,0.1924,False,False,False,False,False
16.49,8.904,-9.971,-9.903,-9.971,37.209,10.029,10.14,10.029,0.5713,0.6657,1.0924,0.2138,0.6926,-0.3843,1.0924,-0.3862,27.6746,28.0887,28.0898,28.0887,STABLE,FL,STANCE,0.17785714285714285,0.36611,0.1924,False,False,False,False,False
16.5,8.779,-9.971,-9.905,-9.971,37.029,10.029,10.138,10.029,0.5729,0.6631,1.0924,0.2138,0.6925,-0.3844,1.0924,-0.3862,27.6823,28.0887,28.0898,28.0887,STABLE,FL,STANCE,0.17857142857142858,0.36519,0.1924,False,False,False,False,False
16.51,8.654,-9.971,-9.907,-9.971,36.849,10.029,10.136,10.029,0.5746,0.6605,1.0924,0.2138,0.6925,-0.3844,1.0924,-0.3862,27.6899,28.0887,28.0898,28.0887,STABLE,FL,STANCE,0.1792857142857143,0.364162,0.1924,False,False,False,False,False
16.52,8.529,-9.971,-9.909,-9.971,36.669,10.029,10.134,10.029,0.5764,0.658,1.0924,0.2138,0.6925,-0.3844,1.0924,-0.3862,27.6975,28.0887,28.0898,28.0887,STABLE,FL,STANCE,0.18,0.363123,0.1924,False,False,False,False,False
16.53,8.404,-9.971,-9.911,-9.971,36.489,10.029,10.132,10.029,0.578,0.6554,1.0924,0.2138,0.6925,-0.3846,1.0924,-0.3862,27.7049,28.0887,28.0897,28.0887,STABLE,FL,STANCE,0.18071428571428572,0.362176,0.1924,False,False,False,False,False
16.54,8.279,-9.971,-9.912,-9.971,36.309,10.029,10.13,10.029,0.5797,0.6528,1.0924,0.2138,0.6925,-0.3846,1.0924,-0.3862,27.7124,28.0887,28.0897,28.0887,STABLE,FL,STANCE,0.18142857142857144,0.361148,0.1924,False,False,False,False,False
16.55,8.154,-9.971,-9.913,-9.971,36.129,10.029,10.128,10.029,0.5813,0.6502,1.0924,0.2138,0.6925,-0.3846,1.0924,-0.3862,27.7197,28.0887,28.0897,28.0887,STABLE,FL,STANCE,0.18214285714285713,0.360149,0.1924,False,False,False,False,False
16.56,8.029,-9.971,-9.914,-9.971,35.949,10.029,10.126,10.029,0.5829,0.6476,1.0924,0.2138,0.6925,-0.3846,1.0924,-0.3862,27.727,28.0887,28.0896,28.0887,STABLE,FL,STANCE,0.18285714285714286,0.359151,0.1924,False,False,False,False,False
16.57,7.904,-9.971,-9.915,-9.971,35.769,10.029,10.124,10.029,0.5845,0.645,1.0924,0.2138,0.6925,-0.3846,1.0924,-0.3862,27.7342,28.0887,28.0896,28.0887,STABLE,FL,STANCE,0.18357142857142858,0.358152,0.1924,False,False,False,False,False
16.58,7.779,-9.971,-9.916,-9.971,35.589,10.029,10.122,10.029,0.5862,0.6424,1.0924,0.2138,0.6925,-0.3847,1.0924,-0.3862,27.7413,28.0887,28.0897,28.0887,STABLE,FL,STANCE,0.18428571428571427,0.357149,0.1924,False,False,False,False,False
16.59,7.654,-9.971,-9.917,-9.971,35.409,10.029,10.12,10.029,0.5877,0.6397,1.0924,0.2138,0.6925,-0.3847,1.0924,-0.3862,27.7484,28.0887,28.0896,28.0887,STABLE,FL,STANCE,0.185,0.35616,0.1924,False,False,False,False,False
16.6,7.529,-9.971,-9.918,-9.971,35.229,10.029,10.118,10.029,0.5894,0.6371,1.0924,0.2138,0.6925,-0.3847,1.0924,-0.3862,27.7555,28.0887,28.0896,28.0887,STABLE,FL,STANCE,0.18571428571428572,0.355132,0.1924,False,False,False,False,False
16.61,7.404,-9.971,-9.919,-9.971,35.049,10.029,10.116,10.029,0.5909,0.6344,1.0924,0.2138,0.6925,-0.3847,1.0924,-0.3862,27.7625,28.0887,28.0896,28.0887,STABLE,FL,STANCE,0.18642857142857142,0.354143,0.1924,False,False,False,False,False
16.62,7.279,-9.971,-9.92,-9.971,34.869,10.029,10.114,10.029,0.5926,0.6318,1.0924,0.2138,0.6925,-0.3847,1.0924,-0.3862,27.7694,28.0887,28.0895,28.0887,STABLE,FL,STANCE,0.18714285714285714,0.353114,0.1924,False,False,False,False,False
16.63,7.154,-9.971,-9.921,-9.971,34.689,10.029,10.112,10.029,0.5941,0.6291,1.0924,0.2138,0.6925,-0.3848,1.0924,-0.3862,27.7762,28.0887,28.0895,28.0887,STABLE,FL,STANCE,0.18785714285714286,0.35215,0.1924,False,False,False,False,False
16.64,7.029,-9.971,-9.922,-9.971,34.509,10.029,10.11,10.029,0.5956,0.6264,1.0924,0.2138,0.6925,-0.3849,1.0924,-0.3862,27.783,28.0887,28.0895,28.0887,STABLE,FL,STANCE,0.18857142857142858,0.351186,0.1924,False,False,False,False,False
16.65,6.904,-9.971,-9.923,-9.971,34.329,10.029,10.108,10.029,0.5972,0.6237,1.0924,0.2138,0.6925,-0.3849,1.0924,-0.3862,27.7897,28.0887,28.0896,28.0887,STABLE,FL,STANCE,0.18928571428571428,0.350168,0.1924,False,False,False,False,False
16.66,6.779,-9.971,-9.924,-9.971,34.149,10.029,10.106,10.029,0.5987,0.621,1.0924,0.2138,0.6925,-0.3849,1.0924,-0.3862,27.7964,28.0887,28.0895,28.0887,STABLE,FL,STANCE,0.19,0.349179,0.1924,False,False,False,False,False
16.67,6.654,-9.971,-9.925,-9.971,33.969,10.029,10.104,10.029,0.6002,0.6183,1.0924,0.2138,0.6925,-0.385,1.0924,-0.3862,27.8029,28.0887,28.0895,28.0887,STABLE,FL,STANCE,0.19071428571428573,0.348214,0.1924,False,False,False,False,False
16.68,6.529,-9.971,-9.926,-9.971,33.789,10.029,10.102,10.029,0.6018,0.6157,1.0924,0.2138,0.6925,-0.385,1.0924,-0.3862,27.8094,28.0887,28.0895,28.0887,STABLE,FL,STANCE,0.19142857142857142,0.347216,0.1924,False,False,False,False,False
16.69,6.404,-9.971,-9.927,-9.971,33.609,10.029,10.1,10.029,0.6033,0.613,1.0924,0.2138,0.6925,-0.385,1.0924,-0.3862,27.8159,28.0887,28.0894,28.0887,STABLE,FL,STANCE,0.19214285714285714,0.346227,0.1924,False,False,False,False,False
16.7,6.279,-9.971,-9.928,-9.971,33.429,10.029,10.098,10.029,0.6047,0.6103,1.0924,0.2138,0.6925,-0.385,1.0924,-0.3862,27.8223,28.0887,28.0894,28.0887,STABLE,FL,STANCE,0.19285714285714287,0.345268,0.1924,False,False,False,False,False
16.71,6.154,-9.971,-9.929,-9.971,33.249,10.029,10.096,10.029,0.6062,0.6075,1.0924,0.2138,0.6925,-0.385,1.0924,-0.3862,27.8286,28.0887,28.0894,28.0887,STABLE,FL,STANCE,0.19357142857142856,0.344259,0.1924,False,False,False,False,False
16.72,6.029,-9.971,-9.93,-9.971,33.069,10.029,10.094,10.029,0.6076,0.6048,1.0924,0.2138,0.6925,-0.3851,1.0924,-0.3862,27.8348,28.0887,28.0895,28.0887,STABLE,FL,STANCE,0.19428571428571428,0.343324,0.1924,False,False,False,False,False
16.73,5.904,-9.971,-9.931,-9.971,32.889,10.029,10.092,10.029,0.6091,0.602,1.0924,0.2138,0.6925,-0.3851,1.0924,-0.3862,27.841,28.0887,28.0894,28.0887,STABLE,FL,STANCE,0.195,0.342315,0.1924,False,False,False,False,False
16.74,5.779,-9.971,-9.932,-9.971,32.709,10.029,10.09,10.029,0.6106,0.5992,1.0924,0.2138,0.6925,-0.3851,1.0924,-0.3862,27.8472,28.0887,28.0894,28.0887,STABLE,FL,STANCE,0.1957142857142857,0.341306,0.1924,False,False,False,False,False
16.75,5.654,-9.971,-9.933,-9.971,32.529,10.029,10.088,10.029,0.612,0.5966,1.0924,0.2138,0.6925,-0.3851,1.0924,-0.3862,27.8532,28.0887,28.0894,28.0887,STABLE,FL,STANCE,0.19642857142857142,0.340367,0.1924,False,False,False,False,False
16.76,5.529,-9.971,-9.934,-9.971,32.349,10.029,10.087,10.029,0.6134,0.5938,1.0924,0.2138,0.6925,-0.3852,1.0924,-0.3862,27.8593,28.0887,28.0893,28.0887,STABLE,FL,STANCE,0.19714285714285715,0.339412,0.1924,False,False,False,False,False
16.77,5.404,-9.971,-9.935,-9.971,32.169,10.029,10.086,10.029,0.6148,0.591,1.0924,0.2138,0.6925,-0.3852,1.0924,-0.3862,27.8652,28.0887,28.0893,28.0887,STABLE,FL,STANCE,0.19785714285714287,0.338432,0.1924,False,False,False,False,False
16.78,5.279,-9.971,-9.936,-9.971,31.989,10.029,10.085,10.029,0.6162,0.5882,1.0924,0.2138,0.6925,-0.3853,1.0924,-0.3862,27.8711,28.0887,28.0893,28.0887,STABLE,FL,STANCE,0.19857142857142857,0.337477,0.1924,False,False,False,False,False
