PHASE 6 - FAILURE CONDITIONS LOG
Stall | Overheating | Inconsistent Motion
=================================================================

FAILURE 1: STALL
Final angle      : 0.00 deg
Final temperature: 25.0 C
Performance left : 1.00
Stalled          : True
Overheated       : False
FAILURE EVENTS:
  {'time': 0.0, 'type': 'STALL', 'angle': 0.0, 'net_torque': -5.871649999999999}
    Time |    Angle |   Velocity |     Temp |   Perf
   3.270 |    0.000 |      0.000 |    48.98 |  0.565
   3.280 |    0.000 |      0.000 |    48.99 |  0.565
   3.290 |    0.000 |      0.000 |    49.00 |  0.565
   3.300 |    0.000 |      0.000 |    49.01 |  0.565
   3.310 |    0.000 |      0.000 |    49.02 |  0.564
   3.320 |    0.000 |      0.000 |    49.03 |  0.564
   3.330 |    0.000 |      0.000 |    49.04 |  0.564
   3.340 |    0.000 |      0.000 |    49.05 |  0.564
   3.350 |    0.000 |      0.000 |    49.06 |  0.564
   3.360 |    0.000 |      0.000 |    49.06 |  0.564
   3.370 |    0.000 |      0.000 |    49.07 |  0.563
   3.380 |    0.000 |      0.000 |    49.08 |  0.563
   3.390 |    0.000 |      0.000 |    49.09 |  0.563
   3.400 |    0.000 |      0.000 |    49.10 |  0.563
   3.410 |    0.000 |      0.000 |    49.11 |  0.563
   3.420 |    0.000 |      0.000 |    49.11 |  0.563
   3.430 |    0.000 |      0.000 |    49.12 |  0.563
   3.440 |    0.000 |      0.000 |    49.13 |  0.562
   3.450 |    0.000 |      0.000 |    49.14 |  0.562
   3.460 |    0.000 |      0.000 |    49.15 |  0.562
   3.470 |    0.000 |      0.000 |    49.15 |  0.562
   3.480 |    0.000 |      0.000 |    49.16 |  0.562
   3.490 |    0.000 |      0.000 |    49.17 |  0.562
   3.500 |    0.000 |      0.000 |    49.18 |  0.562
   3.510 |    0.000 |      0.000 |    49.18 |  0.561
   3.520 |    0.000 |      0.000 |    49.19 |  0.561
   3.530 |    0.000 |      0.000 |    49.20 |  0.561
   3.540 |    0.000 |      0.000 |    49.21 |  0.561
   3.550 |    0.000 |      0.000 |    49.21 |  0.561
   3.560 |    0.000 |      0.000 |    49.22 |  0.561
   3.570 |    0.000 |      0.000 |    49.23 |  0.561
   3.580 |    0.000 |      0.000 |    49.23 |  0.560
   3.590 |    0.000 |      0.000 |    49.24 |  0.560
   3.600 |    0.000 |      0.000 |    49.25 |  0.560
   3.610 |    0.000 |      0.000 |    49.25 |  0.560
   3.620 |    0.000 |      0.000 |    49.26 |  0.560
   3.630 |    0.000 |      0.000 |    49.27 |  0.560
   3.640 |    0.000 |      0.000 |    49.27 |  0.560
   3.650 |    0.000 |      0.000 |    49.28 |  0.560
   3.660 |    0.000 |      0.000 |    49.29 |  0.559
   3.670 |    0.000 |      0.000 |    49.29 |  0.559
   3.680 |    0.000 |      0.000 |    49.30 |  0.559
   3.690 |    0.000 |      0.000 |    49.31 |  0.559
   3.700 |    0.000 |      0.000 |    49.31 |  0.559
   3.710 |    0.000 |      0.000 |    49.32 |  0.559
   3.720 |    0.000 |      0.000 |    49.33 |  0.559
   3.730 |    0.000 |      0.000 |    49.33 |  0.559
   3.740 |    0.000 |      0.000 |    49.34 |  0.559
   3.750 |    0.000 |      0.000 |    49.34 |  0.558
   3.760 |    0.000 |      0.000 |    49.35 |  0.558
   3.770 |    0.000 |      0.000 |    49.36 |  0.558
   3.780 |    0.000 |      0.000 |    49.36 |  0.558
   3.790 |    0.000 |      0.000 |    49.37 |  0.558
   3.800 |    0.000 |      0.000 |    49.37 |  0.558
   3.810 |    0.000 |      0.000 |    49.38 |  0.558
   3.820 |    0.000 |      0.000 |    49.38 |  0.558
   3.830 |    0.000 |      0.000 |    49.39 |  0.558
   3.840 |    0.000 |      0.000 |    49.39 |  0.558
   3.850 |    0.000 |      0.000 |    49.40 |  0.557
   3.860 |    0.000 |      0.000 |    49.41 |  0.557
   3.870 |    0.000 |      0.000 |    49.41 |  0.557
   3.880 |    0.000 |      0.000 |    49.42 |  0.557
   3.890 |    0.000 |      0.000 |    49.42 |  0.557
   3.900 |    0.000 |      0.000 |    49.43 |  0.557
   3.910 |    0.000 |      0.000 |    49.43 |  0.557
   3.920 |    0.000 |      0.000 |    49.44 |  0.557
   3.930 |    0.000 |      0.000 |    49.44 |  0.557
   3.940 |    0.000 |      0.000 |    49.45 |  0.557
   3.950 |    0.000 |      0.000 |    49.45 |  0.557
   3.960 |    0.000 |      0.000 |    49.46 |  0.556
   3.970 |    0.000 |      0.000 |    49.46 |  0.556
   3.980 |    0.000 |      0.000 |    49.47 |  0.556
   3.990 |    0.000 |      0.000 |    49.47 |  0.556
   4.000 |    0.000 |      0.000 |    49.48 |  0.556
   4.010 |    0.000 |      0.000 |    49.48 |  0.556
   4.020 |    0.000 |      0.000 |    49.48 |  0.556
   4.030 |    0.000 |      0.000 |    49.49 |  0.556
   4.040 |    0.000 |      0.000 |    49.49 |  0.556
   4.050 |    0.000 |      0.000 |    49.50 |  0.556
   4.060 |    0.000 |      0.000 |    49.50 |  0.556
   4.070 |    0.000 |      0.000 |    49.51 |  0.556
   4.080 |    0.000 |      0.000 |    49.51 |  0.555
   4.090 |    0.000 |      0.000 |    49.52 |  0.555
   4.100 |    0.000 |      0.000 |    49.52 |  0.555
   4.110 |    0.000 |      0.000 |    49.52 |  0.555
   4.120 |    0.000 |      0.000 |    49.53 |  0.555
   4.130 |    0.000 |      0.000 |    49.53 |  0.555
   4.140 |    0.000 |      0.000 |    49.54 |  0.555
   4.150 |    0.000 |      0.000 |    49.54 |  0.555
   4.160 |    0.000 |      0.000 |    49.54 |  0.555
   4.170 |    0.000 |      0.000 |    49.55 |  0.555
   4.180 |    0.000 |      0.000 |    49.55 |  0.555
   4.190 |    0.000 |      0.000 |    49.56 |  0.555
   4.200 |    0.000 |      0.000 |    49.56 |  0.555
   4.210 |    0.000 |      0.000 |    49.56 |  0.554
   4.220 |    0.000 |      0.000 |    49.57 |  0.554
   4.230 |    0.000 |      0.000 |    49.57 |  0.554
   4.240 |    0.000 |      0.000 |    49.58 |  0.554
   4.250 |    0.000 |      0.000 |    49.58 |  0.554
   4.260 |    0.000 |      0.000 |    49.58 |  0.554
   4.270 |    0.000 |      0.000 |    49.59 |  0.554
   4.280 |    0.000 |      0.000 |    49.59 |  0.554
   4.290 |    0.000 |      0.000 |    49.59 |  0.554
   4.300 |    0.000 |      0.000 |    49.60 |  0.554
   4.310 |    0.000 |      0.000 |    49.60 |  0.554
   4.320 |    0.000 |      0.000 |    49.60 |  0.554
   4.330 |    0.000 |      0.000 |    49.61 |  0.554
   4.340 |    0.000 |      0.000 |    49.61 |  0.554
   4.350 |    0.000 |      0.000 |    49.61 |  0.554
   4.360 |    0.000 |      0.000 |    49.62 |  0.553
   4.370 |    0.000 |      0.000 |    49.62 |  0.553
   4.380 |    0.000 |      0.000 |    49.62 |  0.553
   4.390 |    0.000 |      0.000 |    49.63 |  0.553
   4.400 |    0.000 |      0.000 |    49.63 |  0.553
   4.410 |    0.000 |      0.000 |    49.63 |  0.553
   4.420 |    0.000 |      0.000 |    49.64 |  0.553
   4.430 |    0.000 |      0.000 |    49.64 |  0.553
   4.440 |    0.000 |      0.000 |    49.64 |  0.553
   4.450 |    0.000 |      0.000 |    49.65 |  0.553
   4.460 |    0.000 |      0.000 |    49.65 |  0.553
   4.470 |    0.000 |      0.000 |    49.65 |  0.553
   4.480 |    0.000 |      0.000 |    49.66 |  0.553
   4.490 |    0.000 |      0.000 |    49.66 |  0.553
   4.500 |    0.000 |      0.000 |    49.66 |  0.553
   4.510 |    0.000 |      0.000 |    49.66 |  0.553
   4.520 |    0.000 |      0.000 |    49.67 |  0.553
   4.530 |    0.000 |      0.000 |    49.67 |  0.553
   4.540 |    0.000 |      0.000 |    49.67 |  0.552
   4.550 |    0.000 |      0.000 |    49.68 |  0.552
   4.560 |    0.000 |      0.000 |    49.68 |  0.552
   4.570 |    0.000 |      0.000 |    49.68 |  0.552
   4.580 |    0.000 |      0.000 |    49.68 |  0.552
   4.590 |    0.000 |      0.000 |    49.69 |  0.552
   4.600 |    0.000 |      0.000 |    49.69 |  0.552
   4.610 |    0.000 |      0.000 |    49.69 |  0.552
   4.620 |    0.000 |      0.000 |    49.69 |  0.552
   4.630 |    0.000 |      0.000 |    49.70 |  0.552
   4.640 |    0.000 |      0.000 |    49.70 |  0.552
   4.650 |    0.000 |      0.000 |    49.70 |  0.552
   4.660 |    0.000 |      0.000 |    49.70 |  0.552
   4.670 |    0.000 |      0.000 |    49.71 |  0.552
   4.680 |    0.000 |      0.000 |    49.71 |  0.552
   4.690 |    0.000 |      0.000 |    49.71 |  0.552
   4.700 |    0.000 |      0.000 |    49.71 |  0.552
   4.710 |    0.000 |      0.000 |    49.72 |  0.552
   4.720 |    0.000 |      0.000 |    49.72 |  0.552
   4.730 |    0.000 |      0.000 |    49.72 |  0.552
   4.740 |    0.000 |      0.000 |    49.72 |  0.552
   4.750 |    0.000 |      0.000 |    49.73 |  0.552
   4.760 |    0.000 |      0.000 |    49.73 |  0.551
   4.770 |    0.000 |      0.000 |    49.73 |  0.551
   4.780 |    0.000 |      0.000 |    49.73 |  0.551
   4.790 |    0.000 |      0.000 |    49.74 |  0.551
   4.800 |    0.000 |      0.000 |    49.74 |  0.551
   4.810 |    0.000 |      0.000 |    49.74 |  0.551
   4.820 |    0.000 |      0.000 |    49.74 |  0.551
   4.830 |    0.000 |      0.000 |    49.74 |  0.551
   4.840 |    0.000 |      0.000 |    49.75 |  0.551
   4.850 |    0.000 |      0.000 |    49.75 |  0.551
   4.860 |    0.000 |      0.000 |    49.75 |  0.551
   4.870 |    0.000 |      0.000 |    49.75 |  0.551
   4.880 |    0.000 |      0.000 |    49.75 |  0.551
   4.890 |    0.000 |      0.000 |    49.76 |  0.551
   4.900 |    0.000 |      0.000 |    49.76 |  0.551
   4.910 |    0.000 |      0.000 |    49.76 |  0.551
   4.920 |    0.000 |      0.000 |    49.76 |  0.551
   4.930 |    0.000 |      0.000 |    49.76 |  0.551
   4.940 |    0.000 |      0.000 |    49.77 |  0.551
   4.950 |    0.000 |      0.000 |    49.77 |  0.551
   4.960 |    0.000 |      0.000 |    49.77 |  0.551
   4.970 |    0.000 |      0.000 |    49.77 |  0.551
   4.980 |    0.000 |      0.000 |    49.77 |  0.551
   4.990 |    0.000 |      0.000 |    49.78 |  0.551
   5.000 |    0.000 |      0.000 |    49.78 |  0.551
   5.010 |    0.000 |      0.000 |    49.78 |  0.551
   5.020 |    0.000 |      0.000 |    49.78 |  0.551
   5.030 |    0.000 |      0.000 |    49.78 |  0.550
   5.040 |    0.000 |      0.000 |    49.79 |  0.550
   5.050 |    0.000 |      0.000 |    49.79 |  0.550
   5.060 |    0.000 |      0.000 |    49.79 |  0.550
   5.070 |    0.000 |      0.000 |    49.79 |  0.550
   5.080 |    0.000 |      0.000 |    49.79 |  0.550
   5.090 |    0.000 |      0.000 |    49.79 |  0.550
   5.100 |    0.000 |      0.000 |    49.80 |  0.550
   5.110 |    0.000 |      0.000 |    49.80 |  0.550
   5.120 |    0.000 |      0.000 |    49.80 |  0.550
   5.130 |    0.000 |      0.000 |    49.80 |  0.550
   5.140 |    0.000 |      0.000 |    49.80 |  0.550
   5.150 |    0.000 |      0.000 |    49.80 |  0.550
   5.160 |    0.000 |      0.000 |    49.81 |  0.550
   5.170 |    0.000 |      0.000 |    49.81 |  0.550
   5.180 |    0.000 |      0.000 |    49.81 |  0.550
   5.190 |    0.000 |      0.000 |    49.81 |  0.550
   5.200 |    0.000 |      0.000 |    49.81 |  0.550
   5.210 |    0.000 |      0.000 |    49.81 |  0.550
   5.220 |    0.000 |      0.000 |    49.81 |  0.550
   5.230 |    0.000 |      0.000 |    49.82 |  0.550
   5.240 |    0.000 |      0.000 |    49.82 |  0.550
   5.250 |    0.000 |      0.000 |    49.82 |  0.550
   5.260 |    0.000 |      0.000 |    49.82 |  0.550
   5.270 |    0.000 |      0.000 |    49.82 |  0.550
   5.280 |    0.000 |      0.000 |    49.82 |  0.550
   5.290 |    0.000 |      0.000 |    49.82 |  0.550
   5.300 |    0.000 |      0.000 |    49.83 |  0.550
   5.310 |    0.000 |      0.000 |    49.83 |  0.550
   5.320 |    0.000 |      0.000 |    49.83 |  0.550
   5.330 |    0.000 |      0.000 |    49.83 |  0.550
   5.340 |    0.000 |      0.000 |    49.83 |  0.550
   5.350 |    0.000 |      0.000 |    49.83 |  0.550
   5.360 |    0.000 |      0.000 |    49.83 |  0.550
   5.370 |    0.000 |      0.000 |    49.83 |  0.550
   5.380 |    0.000 |      0.000 |    49.84 |  0.550
   5.390 |    0.000 |      0.000 |    49.84 |  0.549
   5.400 |    0.000 |      0.000 |    49.84 |  0.549
   5.410 |    0.000 |      0.000 |    49.84 |  0.549
   5.420 |    0.000 |      0.000 |    49.84 |  0.549
   5.430 |    0.000 |      0.000 |    49.84 |  0.549
   5.440 |    0.000 |      0.000 |    49.84 |  0.549
   5.450 |    0.000 |      0.000 |    49.84 |  0.549
   5.460 |    0.000 |      0.000 |    49.85 |  0.549
   5.470 |    0.000 |      0.000 |    49.85 |  0.549
   5.480 |    0.000 |      0.000 |    49.85 |  0.549
   5.490 |    0.000 |      0.000 |    49.85 |  0.549
   5.500 |    0.000 |      0.000 |    49.85 |  0.549
   5.510 |    0.000 |      0.000 |    49.85 |  0.549
   5.520 |    0.000 |      0.000 |    49.85 |  0.549
   5.530 |    0.000 |      0.000 |    49.85 |  0.549
   5.540 |    0.000 |      0.000 |    49.86 |  0.549
   5.550 |    0.000 |      0.000 |    49.86 |  0.549
   5.560 |    0.000 |      0.000 |    49.86 |  0.549
   5.570 |    0.000 |      0.000 |    49.86 |  0.549
   5.580 |    0.000 |      0.000 |    49.86 |  0.549
   5.590 |    0.000 |      0.000 |    49.86 |  0.549
   5.600 |    0.000 |      0.000 |    49.86 |  0.549
   5.610 |    0.000 |      0.000 |    49.86 |  0.549
   5.620 |    0.000 |      0.000 |    49.86 |  0.549
   5.630 |    0.000 |      0.000 |    49.86 |  0.549
   5.640 |    0.000 |      0.000 |    49.87 |  0.549
   5.650 |    0.000 |      0.000 |    49.87 |  0.549
   5.660 |    0.000 |      0.000 |    49.87 |  0.549
   5.670 |    0.000 |      0.000 |    49.87 |  0.549
   5.680 |    0.000 |      0.000 |    49.87 |  0.549
   5.690 |    0.000 |      0.000 |    49.87 |  0.549
   5.700 |    0.000 |      0.000 |    49.87 |  0.549
   5.710 |    0.000 |      0.000 |    49.87 |  0.549
   5.720 |    0.000 |      0.000 |    49.87 |  0.549
   5.730 |    0.000 |      0.000 |    49.87 |  0.549
   5.740 |    0.000 |      0.000 |    49.88 |  0.549
   5.750 |    0.000 |      0.000 |    49.88 |  0.549
   5.760 |    0.000 |      0.000 |    49.88 |  0.549
   5.770 |    0.000 |      0.000 |    49.88 |  0.549
   5.780 |    0.000 |      0.000 |    49.88 |  0.549
   5.790 |    0.000 |      0.000 |    49.88 |  0.549
   5.800 |    0.000 |      0.000 |    49.88 |  0.549
   5.810 |    0.000 |      0.000 |    49.88 |  0.549
   5.820 |    0.000 |      0.000 |    49.88 |  0.549
   5.830 |    0.000 |      0.000 |    49.88 |  0.549
   5.840 |    0.000 |      0.000 |    49.88 |  0.549
   5.850 |    0.000 |      0.000 |    49.88 |  0.549
   5.860 |    0.000 |      0.000 |    49.89 |  0.549
   5.870 |    0.000 |      0.000 |    49.89 |  0.549
   5.880 |    0.000 |      0.000 |    49.89 |  0.549
   5.890 |    0.000 |      0.000 |    49.89 |  0.549
   5.900 |    0.000 |      0.000 |    49.89 |  0.549
   5.910 |    0.000 |      0.000 |    49.89 |  0.549
   5.920 |    0.000 |      0.000 |    49.89 |  0.549
   5.930 |    0.000 |      0.000 |    49.89 |  0.549
   5.940 |    0.000 |      0.000 |    49.89 |  0.549
   5.950 |    0.000 |      0.000 |    49.89 |  0.548
   5.960 |    0.000 |      0.000 |    49.89 |  0.548
   5.970 |    0.000 |      0.000 |    49.89 |  0.548
   5.980 |    0.000 |      0.000 |    49.89 |  0.548
   5.990 |    0.000 |      0.000 |    49.90 |  0.548
   6.000 |    0.000 |      0.000 |    49.90 |  0.548
   6.010 |    0.000 |      0.000 |    49.90 |  0.548
   6.020 |    0.000 |      0.000 |    49.90 |  0.548
   6.030 |    0.000 |      0.000 |    49.90 |  0.548
   6.040 |    0.000 |      0.000 |    49.90 |  0.548
   6.050 |    0.000 |      0.000 |    49.90 |  0.548
   6.060 |    0.000 |      0.000 |    49.90 |  0.548
   6.070 |    0.000 |      0.000 |    49.90 |  0.548
   6.080 |    0.000 |      0.000 |    49.90 |  0.548
   6.090 |    0.000 |      0.000 |    49.90 |  0.548
   6.100 |    0.000 |      0.000 |    49.90 |  0.548
   6.110 |    0.000 |      0.000 |    49.90 |  0.548
   6.120 |    0.000 |      0.000 |    49.90 |  0.548
   6.130 |    0.000 |      0.000 |    49.91 |  0.548
   6.140 |    0.000 |      0.000 |    49.91 |  0.548
   6.150 |    0.000 |      0.000 |    49.91 |  0.548
   6.160 |    0.000 |      0.000 |    49.91 |  0.548
   6.170 |    0.000 |      0.000 |    49.91 |  0.548
   6.180 |    0.000 |      0.000 |    49.91 |  0.548
   6.190 |    0.000 |      0.000 |    49.91 |  0.548
   6.200 |    0.000 |      0.000 |    49.91 |  0.548
   6.210 |    0.000 |      0.000 |    49.91 |  0.548
   6.220 |    0.000 |      0.000 |    49.91 |  0.548
   6.230 |    0.000 |      0.000 |    49.91 |  0.548
   6.240 |    0.000 |      0.000 |    49.91 |  0.548
   6.250 |    0.000 |      0.000 |    49.91 |  0.548
   6.260 |    0.000 |      0.000 |    49.91 |  0.548
   6.270 |    0.000 |      0.000 |    49.91 |  0.548
   6.280 |    0.000 |      0.000 |    49.91 |  0.548
   6.290 |    0.000 |      0.000 |    49.91 |  0.548
   6.300 |    0.000 |      0.000 |    49.92 |  0.548
   6.310 |    0.000 |      0.000 |    49.92 |  0.548
   6.320 |    0.000 |      0.000 |    49.92 |  0.548
   6.330 |    0.000 |      0.000 |    49.92 |  0.548
   6.340 |    0.000 |      0.000 |    49.92 |  0.548
   6.350 |    0.000 |      0.000 |    49.92 |  0.548
   6.360 |    0.000 |      0.000 |    49.92 |  0.548
   6.370 |    0.000 |      0.000 |    49.92 |  0.548
   6.380 |    0.000 |      0.000 |    49.92 |  0.548
   6.390 |    0.000 |      0.000 |    49.92 |  0.548
   6.400 |    0.000 |      0.000 |    49.92 |  0.548
   6.410 |    0.000 |      0.000 |    49.92 |  0.548
   6.420 |    0.000 |      0.000 |    49.92 |  0.548
   6.430 |    0.000 |      0.000 |    49.92 |  0.548
   6.440 |    0.000 |      0.000 |    49.92 |  0.548
   6.450 |    0.000 |      0.000 |    49.92 |  0.548
   6.460 |    0.000 |      0.000 |    49.92 |  0.548
   6.470 |    0.000 |      0.000 |    49.92 |  0.548
   6.480 |    0.000 |      0.000 |    49.92 |  0.548
   6.490 |    0.000 |      0.000 |    49.92 |  0.548
   6.500 |    0.000 |      0.000 |    49.92 |  0.548
   6.510 |    0.000 |      0.000 |    49.93 |  0.548
   6.520 |    0.000 |      0.000 |    49.93 |  0.548
   6.530 |    0.000 |      0.000 |    49.93 |  0.548
   6.540 |    0.000 |      0.000 |    49.93 |  0.548
   6.550 |    0.000 |      0.000 |    49.93 |  0.548
   6.560 |    0.000 |      0.000 |    49.93 |  0.548
   6.570 |    0.000 |      0.000 |    49.93 |  0.548
   6.580 |    0.000 |      0.000 |    49.93 |  0.548
   6.590 |    0.000 |      0.000 |    49.93 |  0.548
   6.600 |    0.000 |      0.000 |    49.93 |  0.548
   6.610 |    0.000 |      0.000 |    49.93 |  0.548
   6.620 |    0.000 |      0.000 |    49.93 |  0.548
   6.630 |    0.000 |      0.000 |    49.93 |  0.548
   6.640 |    0.000 |      0.000 |    49.93 |  0.548
   6.650 |    0.000 |      0.000 |    49.93 |  0.548
   6.660 |    0.000 |      0.000 |    49.93 |  0.548
   6.670 |    0.000 |      0.000 |    49.93 |  0.548
   6.680 |    0.000 |      0.000 |    49.93 |  0.548
   6.690 |    0.000 |      0.000 |    49.93 |  0.548
   6.700 |    0.000 |      0.000 |    49.93 |  0.548
   6.710 |    0.000 |      0.000 |    49.93 |  0.548
   6.720 |    0.000 |      0.000 |    49.93 |  0.548
   6.730 |    0.000 |      0.000 |    49.93 |  0.548
   6.740 |    0.000 |      0.000 |    49.93 |  0.548
   6.750 |    0.000 |      0.000 |    49.93 |  0.548
   6.760 |    0.000 |      0.000 |    49.94 |  0.548
   6.770 |    0.000 |      0.000 |    49.94 |  0.548
   6.780 |    0.000 |      0.000 |    49.94 |  0.548
   6.790 |    0.000 |      0.000 |    49.94 |  0.548
   6.800 |    0.000 |      0.000 |    49.94 |  0.548
   6.810 |    0.000 |      0.000 |    49.94 |  0.548
   6.820 |    0.000 |      0.000 |    49.94 |  0.548
   6.830 |    0.000 |      0.000 |    49.94 |  0.548
   6.840 |    0.000 |      0.000 |    49.94 |  0.548
   6.850 |    0.000 |      0.000 |    49.94 |  0.548
   6.860 |    0.000 |      0.000 |    49.94 |  0.548
   6.870 |    0.000 |      0.000 |    49.94 |  0.548
   6.880 |    0.000 |      0.000 |    49.94 |  0.548
   6.890 |    0.000 |      0.000 |    49.94 |  0.548
   6.900 |    0.000 |      0.000 |    49.94 |  0.548
   6.910 |    0.000 |      0.000 |    49.94 |  0.548
   6.920 |    0.000 |      0.000 |    49.94 |  0.548
   6.930 |    0.000 |      0.000 |    49.94 |  0.548
   6.940 |    0.000 |      0.000 |    49.94 |  0.548
   6.950 |    0.000 |      0.000 |    49.94 |  0.548
   6.960 |    0.000 |      0.000 |    49.94 |  0.548
   6.970 |    0.000 |      0.000 |    49.94 |  0.548
   6.980 |    0.000 |      0.000 |    49.94 |  0.548
   6.990 |    0.000 |      0.000 |    49.94 |  0.548
   7.000 |    0.000 |      0.000 |    49.94 |  0.548
   7.010 |    0.000 |      0.000 |    49.94 |  0.548
   7.020 |    0.000 |      0.000 |    49.94 |  0.548
   7.030 |    0.000 |      0.000 |    49.94 |  0.548
   7.040 |    0.000 |      0.000 |    49.94 |  0.548
   7.050 |    0.000 |      0.000 |    49.94 |  0.548
   7.060 |    0.000 |      0.000 |    49.94 |  0.548
   7.070 |    0.000 |      0.000 |    49.94 |  0.548
   7.080 |    0.000 |      0.000 |    49.94 |  0.548
   7.090 |    0.000 |      0.000 |    49.95 |  0.548
   7.100 |    0.000 |      0.000 |    49.95 |  0.548
   7.110 |    0.000 |      0.000 |    49.95 |  0.548
   7.120 |    0.000 |      0.000 |    49.95 |  0.548
   7.130 |    0.000 |      0.000 |    49.95 |  0.548
   7.140 |    0.000 |      0.000 |    49.95 |  0.548
   7.150 |    0.000 |      0.000 |    49.95 |  0.548
   7.160 |    0.000 |      0.000 |    49.95 |  0.548
   7.170 |    0.000 |      0.000 |    49.95 |  0.548
   7.180 |    0.000 |      0.000 |    49.95 |  0.548
   7.190 |    0.000 |      0.000 |    49.95 |  0.547
   7.200 |    0.000 |      0.000 |    49.95 |  0.547
   7.210 |    0.000 |      0.000 |    49.95 |  0.547
   7.220 |    0.000 |      0.000 |    49.95 |  0.547
   7.230 |    0.000 |      0.000 |    49.95 |  0.547
   7.240 |    0.000 |      0.000 |    49.95 |  0.547
   7.250 |    0.000 |      0.000 |    49.95 |  0.547
   7.260 |    0.000 |      0.000 |    49.95 |  0.547
   7.270 |    0.000 |      0.000 |    49.95 |  0.547
   7.280 |    0.000 |      0.000 |    49.95 |  0.547
   7.290 |    0.000 |      0.000 |    49.95 |  0.547
   7.300 |    0.000 |      0.000 |    49.95 |  0.547
   7.310 |    0.000 |      0.000 |    49.95 |  0.547
   7.320 |    0.000 |      0.000 |    49.95 |  0.547
   7.330 |    0.000 |      0.000 |    49.95 |  0.547
   7.340 |    0.000 |      0.000 |    49.95 |  0.547
   7.350 |    0.000 |      0.000 |    49.95 |  0.547
   7.360 |    0.000 |      0.000 |    49.95 |  0.547
   7.370 |    0.000 |      0.000 |    49.95 |  0.547
   7.380 |    0.000 |      0.000 |    49.95 |  0.547
   7.390 |    0.000 |      0.000 |    49.95 |  0.547
   7.400 |    0.000 |      0.000 |    49.95 |  0.547
   7.410 |    0.000 |      0.000 |    49.95 |  0.547
   7.420 |    0.000 |      0.000 |    49.95 |  0.547
   7.430 |    0.000 |      0.000 |    49.95 |  0.547
   7.440 |    0.000 |      0.000 |    49.95 |  0.547
   7.450 |    0.000 |      0.000 |    49.95 |  0.547
   7.460 |    0.000 |      0.000 |    49.95 |  0.547
   7.470 |    0.000 |      0.000 |    49.95 |  0.547
   7.480 |    0.000 |      0.000 |    49.95 |  0.547
   7.490 |    0.000 |      0.000 |    49.95 |  0.547
   7.500 |    0.000 |      0.000 |    49.95 |  0.547
   7.510 |    0.000 |      0.000 |    49.95 |  0.547
   7.520 |    0.000 |      0.000 |    49.95 |  0.547
   7.530 |    0.000 |      0.000 |    49.95 |  0.547
   7.540 |    0.000 |      0.000 |    49.95 |  0.547
   7.550 |    0.000 |      0.000 |    49.95 |  0.547
   7.560 |    0.000 |      0.000 |    49.95 |  0.547
   7.570 |    0.000 |      0.000 |    49.96 |  0.547
   7.580 |    0.000 |      0.000 |    49.96 |  0.547
   7.590 |    0.000 |      0.000 |    49.96 |  0.547
   7.600 |    0.000 |      0.000 |    49.96 |  0.547
   7.610 |    0.000 |      0.000 |    49.96 |  0.547
   7.620 |    0.000 |      0.000 |    49.96 |  0.547
   7.630 |    0.000 |      0.000 |    49.96 |  0.547
   7.640 |    0.000 |      0.000 |    49.96 |  0.547
   7.650 |    0.000 |      0.000 |    49.96 |  0.547
   7.660 |    0.000 |      0.000 |    49.96 |  0.547
   7.670 |    0.000 |      0.000 |    49.96 |  0.547
   7.680 |    0.000 |      0.000 |    49.96 |  0.547
   7.690 |    0.000 |      0.000 |    49.96 |  0.547
   7.700 |    0.000 |      0.000 |    49.96 |  0.547
   7.710 |    0.000 |      0.000 |    49.96 |  0.547
   7.720 |    0.000 |      0.000 |    49.96 |  0.547
   7.730 |    0.000 |      0.000 |    49.96 |  0.547
   7.740 |    0.000 |      0.000 |    49.96 |  0.547
   7.750 |    0.000 |      0.000 |    49.96 |  0.547
   7.760 |    0.000 |      0.000 |    49.96 |  0.547
   7.770 |    0.000 |      0.000 |    49.96 |  0.547
   7.780 |    0.000 |      0.000 |    49.96 |  0.547
   7.790 |    0.000 |      0.000 |    49.96 |  0.547
   7.800 |    0.000 |      0.000 |    49.96 |  0.547
   7.810 |    0.000 |      0.000 |    49.96 |  0.547
   7.820 |    0.000 |      0.000 |    49.96 |  0.547
   7.830 |    0.000 |      0.000 |    49.96 |  0.547
   7.840 |    0.000 |      0.000 |    49.96 |  0.547
   7.850 |    0.000 |      0.000 |    49.96 |  0.547
   7.860 |    0.000 |      0.000 |    49.96 |  0.547
   7.870 |    0.000 |      0.000 |    49.96 |  0.547
   7.880 |    0.000 |      0.000 |    49.96 |  0.547
   7.890 |    0.000 |      0.000 |    49.96 |  0.547
   7.900 |    0.000 |      0.000 |    49.96 |  0.547
   7.910 |    0.000 |      0.000 |    49.96 |  0.547
   7.920 |    0.000 |      0.000 |    49.96 |  0.547
   7.930 |    0.000 |      0.000 |    49.96 |  0.547
   7.940 |    0.000 |      0.000 |    49.96 |  0.547
   7.950 |    0.000 |      0.000 |    49.96 |  0.547
   7.960 |    0.000 |      0.000 |    49.96 |  0.547
   7.970 |    0.000 |      0.000 |    49.96 |  0.547
   7.980 |    0.000 |      0.000 |    49.96 |  0.547
   7.990 |    0.000 |      0.000 |    49.96 |  0.547
   8.000 |    0.000 |      0.000 |    49.96 |  0.547
   8.010 |    0.000 |      0.000 |    49.96 |  0.547
