PHASE 3 - MECHANICAL RESPONSE LOG
Inertia + Friction Effects
============================================================

MODEL A: No friction
Damping coefficient: 0.0
Moment of inertia  : 0.0480 kg.m2
    Time |   Command |     Angle |   Velocity |    Torque
   2.150 |    90.000 |    37.139 |     18.000 |    0.5106
   2.160 |    90.000 |    37.319 |     18.000 |    0.4978
   2.170 |    90.000 |    37.499 |     18.000 |    0.4850
   2.180 |    90.000 |    37.679 |     18.000 |    0.4722
   2.190 |    90.000 |    37.859 |     18.000 |    0.4595
   2.200 |    90.000 |    38.039 |     18.000 |    0.4467
   2.210 |    90.000 |    38.219 |     18.000 |    0.4340
   2.220 |    90.000 |    38.399 |     18.000 |    0.4213
   2.230 |    90.000 |    38.579 |     18.000 |    0.4086
   2.240 |    90.000 |    38.759 |     18.000 |    0.3959
   2.250 |    90.000 |    38.939 |     18.000 |    0.3832
   2.260 |    90.000 |    39.119 |     18.000 |    0.3706
   2.270 |    90.000 |    39.299 |     18.000 |    0.3580
   2.280 |    90.000 |    39.479 |     18.000 |    0.3454
   2.290 |    90.000 |    39.659 |     18.000 |    0.3328
   2.300 |    90.000 |    39.839 |     18.000 |    0.3202
   2.310 |    90.000 |    40.019 |     18.000 |    0.3077
   2.320 |    90.000 |    40.199 |     18.000 |    0.2951
   2.330 |    90.000 |    40.379 |     18.000 |    0.2826
   2.340 |    90.000 |    40.559 |     18.000 |    0.2701
   2.350 |    90.000 |    40.739 |     18.000 |    0.2576
   2.360 |    90.000 |    40.919 |     18.000 |    0.2452
   2.370 |    90.000 |    41.099 |     18.000 |    0.2327
   2.380 |    90.000 |    41.279 |     18.000 |    0.2203
   2.390 |    90.000 |    41.459 |     18.000 |    0.2079
   2.400 |    90.000 |    41.639 |     18.000 |    0.1955
   2.410 |    90.000 |    41.819 |     18.000 |    0.1831
   2.420 |    90.000 |    41.999 |     18.000 |    0.1708
   2.430 |    90.000 |    42.179 |     18.000 |    0.1584
   2.440 |    90.000 |    42.359 |     18.000 |    0.1461
   2.450 |    90.000 |    42.539 |     18.000 |    0.1338
   2.460 |    90.000 |    42.719 |     18.000 |    0.1215
   2.470 |    90.000 |    42.899 |     18.000 |    0.1092
   2.480 |    90.000 |    43.079 |     18.000 |    0.0970
   2.490 |    90.000 |    43.259 |     18.000 |    0.0848
   2.500 |    90.000 |    43.439 |     18.000 |    0.0725
   2.510 |    90.000 |    43.619 |     18.000 |    0.0603
   2.520 |    90.000 |    43.799 |     18.000 |    0.0481
   2.530 |    90.000 |    43.979 |     18.000 |    0.0360
   2.540 |    90.000 |    44.159 |     18.000 |    0.0238
   2.550 |    90.000 |    44.339 |     18.000 |    0.0117
   2.560 |    90.000 |    44.519 |     18.000 |   -0.0004
   2.570 |    90.000 |    44.699 |     17.997 |   -0.0125
   2.580 |    90.000 |    44.879 |     17.992 |   -0.0242
   2.590 |    90.000 |    45.058 |     17.985 |   -0.0355
   2.600 |    90.000 |    45.238 |     17.975 |   -0.0465
   2.610 |    90.000 |    45.418 |     17.963 |   -0.0570
   2.620 |    90.000 |    45.597 |     17.949 |   -0.0672
   2.630 |    90.000 |    45.777 |     17.933 |   -0.0771
   2.640 |    90.000 |    45.956 |     17.915 |   -0.0866
   2.650 |    90.000 |    46.135 |     17.895 |   -0.0958
   2.660 |    90.000 |    46.313 |     17.873 |   -0.1047
   2.670 |    90.000 |    46.492 |     17.850 |   -0.1133
   2.680 |    90.000 |    46.670 |     17.824 |   -0.1216
   2.690 |    90.000 |    46.848 |     17.797 |   -0.1296
   2.700 |    90.000 |    47.026 |     17.769 |   -0.1373
   2.710 |    90.000 |    47.203 |     17.739 |   -0.1447
   2.720 |    90.000 |    47.380 |     17.707 |   -0.1519
   2.730 |    90.000 |    47.557 |     17.674 |   -0.1588
   2.740 |    90.000 |    47.733 |     17.640 |   -0.1655
   2.750 |    90.000 |    47.909 |     17.604 |   -0.1719
   2.760 |    90.000 |    48.085 |     17.567 |   -0.1780
   2.770 |    90.000 |    48.260 |     17.528 |   -0.1840
   2.780 |    90.000 |    48.435 |     17.489 |   -0.1897
   2.790 |    90.000 |    48.610 |     17.448 |   -0.1952
   2.800 |    90.000 |    48.784 |     17.406 |   -0.2004
   2.810 |    90.000 |    48.958 |     17.364 |   -0.2055
   2.820 |    90.000 |    49.131 |     17.320 |   -0.2104
   2.830 |    90.000 |    49.303 |     17.275 |   -0.2151
   2.840 |    90.000 |    49.476 |     17.229 |   -0.2196
   2.850 |    90.000 |    49.648 |     17.183 |   -0.2239
   2.860 |    90.000 |    49.819 |     17.135 |   -0.2280
   2.870 |    90.000 |    49.990 |     17.087 |   -0.2319
   2.880 |    90.000 |    50.160 |     17.038 |   -0.2357
   2.890 |    90.000 |    50.330 |     16.988 |   -0.2393
   2.900 |    90.000 |    50.499 |     16.937 |   -0.2428
   2.910 |    90.000 |    50.668 |     16.886 |   -0.2461
   2.920 |    90.000 |    50.837 |     16.834 |   -0.2493
   2.930 |    90.000 |    51.004 |     16.781 |   -0.2523
   2.940 |    90.000 |    51.172 |     16.728 |   -0.2552
   2.950 |    90.000 |    51.338 |     16.674 |   -0.2579
   2.960 |    90.000 |    51.505 |     16.620 |   -0.2605
   2.970 |    90.000 |    51.670 |     16.565 |   -0.2630
   2.980 |    90.000 |    51.835 |     16.510 |   -0.2653
   2.990 |    90.000 |    52.000 |     16.454 |   -0.2676
   3.000 |    90.000 |    52.164 |     16.398 |   -0.2697
   3.010 |    90.000 |    52.327 |     16.342 |   -0.2717
   3.020 |    90.000 |    52.490 |     16.285 |   -0.2736
   3.030 |    90.000 |    52.652 |     16.227 |   -0.2753
   3.040 |    90.000 |    52.814 |     16.170 |   -0.2770
   3.050 |    90.000 |    52.975 |     16.112 |   -0.2786
   3.060 |    90.000 |    53.136 |     16.053 |   -0.2801
   3.070 |    90.000 |    53.296 |     15.995 |   -0.2815
   3.080 |    90.000 |    53.455 |     15.936 |   -0.2828
   3.090 |    90.000 |    53.614 |     15.876 |   -0.2840
   3.100 |    90.000 |    53.772 |     15.817 |   -0.2851
   3.110 |    90.000 |    53.930 |     15.757 |   -0.2861
   3.120 |    90.000 |    54.087 |     15.698 |   -0.2871
   3.130 |    90.000 |    54.243 |     15.638 |   -0.2880
   3.140 |    90.000 |    54.399 |     15.577 |   -0.2888
   3.150 |    90.000 |    54.554 |     15.517 |   -0.2895
   3.160 |    90.000 |    54.708 |     15.457 |   -0.2902
   3.170 |    90.000 |    54.862 |     15.396 |   -0.2907
   3.180 |    90.000 |    55.016 |     15.335 |   -0.2913
   3.190 |    90.000 |    55.169 |     15.275 |   -0.2917
   3.200 |    90.000 |    55.321 |     15.214 |   -0.2921
   3.210 |    90.000 |    55.472 |     15.153 |   -0.2925
   3.220 |    90.000 |    55.623 |     15.092 |   -0.2928
   3.230 |    90.000 |    55.773 |     15.031 |   -0.2930
   3.240 |    90.000 |    55.923 |     14.970 |   -0.2932
   3.250 |    90.000 |    56.072 |     14.909 |   -0.2933
   3.260 |    90.000 |    56.221 |     14.848 |   -0.2933
   3.270 |    90.000 |    56.369 |     14.786 |   -0.2934
   3.280 |    90.000 |    56.516 |     14.725 |   -0.2933
   3.290 |    90.000 |    56.662 |     14.664 |   -0.2933
   3.300 |    90.000 |    56.809 |     14.603 |   -0.2931
   3.310 |    90.000 |    56.954 |     14.542 |   -0.2930
   3.320 |    90.000 |    57.099 |     14.481 |   -0.2928
   3.330 |    90.000 |    57.243 |     14.420 |   -0.2925
   3.340 |    90.000 |    57.387 |     14.359 |   -0.2923
   3.350 |    90.000 |    57.530 |     14.298 |   -0.2920
   3.360 |    90.000 |    57.672 |     14.238 |   -0.2916
   3.370 |    90.000 |    57.814 |     14.177 |   -0.2912
   3.380 |    90.000 |    57.955 |     14.116 |   -0.2908
   3.390 |    90.000 |    58.095 |     14.056 |   -0.2904
   3.400 |    90.000 |    58.235 |     13.996 |   -0.2899
   3.410 |    90.000 |    58.375 |     13.935 |   -0.2894
   3.420 |    90.000 |    58.513 |     13.875 |   -0.2888
   3.430 |    90.000 |    58.652 |     13.815 |   -0.2883
   3.440 |    90.000 |    58.789 |     13.755 |   -0.2877
   3.450 |    90.000 |    58.926 |     13.695 |   -0.2871
   3.460 |    90.000 |    59.062 |     13.636 |   -0.2864
   3.470 |    90.000 |    59.198 |     13.576 |   -0.2858
   3.480 |    90.000 |    59.333 |     13.517 |   -0.2851
   3.490 |    90.000 |    59.468 |     13.458 |   -0.2844
   3.500 |    90.000 |    59.602 |     13.398 |   -0.2836
   3.510 |    90.000 |    59.735 |     13.340 |   -0.2829
   3.520 |    90.000 |    59.868 |     13.281 |   -0.2821
   3.530 |    90.000 |    60.000 |     13.222 |   -0.2813
   3.540 |    90.000 |    60.132 |     13.164 |   -0.2805
   3.550 |    90.000 |    60.263 |     13.105 |   -0.2797
   3.560 |    90.000 |    60.394 |     13.047 |   -0.2789
   3.570 |    90.000 |    60.523 |     12.989 |   -0.2780
   3.580 |    90.000 |    60.653 |     12.932 |   -0.2772
   3.590 |    90.000 |    60.781 |     12.874 |   -0.2763
   3.600 |    90.000 |    60.910 |     12.817 |   -0.2754
   3.610 |    90.000 |    61.037 |     12.759 |   -0.2745
   3.620 |    90.000 |    61.164 |     12.702 |   -0.2736
   3.630 |    90.000 |    61.291 |     12.646 |   -0.2727
   3.640 |    90.000 |    61.417 |     12.589 |   -0.2717
   3.650 |    90.000 |    61.542 |     12.533 |   -0.2708
   3.660 |    90.000 |    61.667 |     12.476 |   -0.2698
   3.670 |    90.000 |    61.791 |     12.420 |   -0.2689
   3.680 |    90.000 |    61.915 |     12.365 |   -0.2679
   3.690 |    90.000 |    62.038 |     12.309 |   -0.2669
   3.700 |    90.000 |    62.160 |     12.254 |   -0.2659
   3.710 |    90.000 |    62.282 |     12.198 |   -0.2649
   3.720 |    90.000 |    62.404 |     12.143 |   -0.2639
   3.730 |    90.000 |    62.525 |     12.089 |   -0.2629
   3.740 |    90.000 |    62.645 |     12.034 |   -0.2619
   3.750 |    90.000 |    62.765 |     11.980 |   -0.2609
   3.760 |    90.000 |    62.884 |     11.926 |   -0.2599
   3.770 |    90.000 |    63.003 |     11.872 |   -0.2588
   3.780 |    90.000 |    63.121 |     11.818 |   -0.2578
   3.790 |    90.000 |    63.238 |     11.764 |   -0.2567
   3.800 |    90.000 |    63.356 |     11.711 |   -0.2557
   3.810 |    90.000 |    63.472 |     11.658 |   -0.2547
   3.820 |    90.000 |    63.588 |     11.605 |   -0.2536
   3.830 |    90.000 |    63.704 |     11.553 |   -0.2526
   3.840 |    90.000 |    63.819 |     11.500 |   -0.2515
   3.850 |    90.000 |    63.933 |     11.448 |   -0.2504
   3.860 |    90.000 |    64.047 |     11.396 |   -0.2494
   3.870 |    90.000 |    64.161 |     11.344 |   -0.2483
   3.880 |    90.000 |    64.274 |     11.293 |   -0.2473
   3.890 |    90.000 |    64.386 |     11.242 |   -0.2462
   3.900 |    90.000 |    64.498 |     11.191 |   -0.2451
   3.910 |    90.000 |    64.609 |     11.140 |   -0.2441
   3.920 |    90.000 |    64.720 |     11.089 |   -0.2430
   3.930 |    90.000 |    64.831 |     11.039 |   -0.2419
   3.940 |    90.000 |    64.940 |     10.989 |   -0.2409
   3.950 |    90.000 |    65.050 |     10.939 |   -0.2398
   3.960 |    90.000 |    65.159 |     10.889 |   -0.2387
   3.970 |    90.000 |    65.267 |     10.839 |   -0.2377
   3.980 |    90.000 |    65.375 |     10.790 |   -0.2366
   3.990 |    90.000 |    65.482 |     10.741 |   -0.2355
   4.000 |    90.000 |    65.589 |     10.692 |   -0.2345
   4.010 |    90.000 |    65.696 |     10.644 |   -0.2334
   4.020 |    90.000 |    65.802 |     10.595 |   -0.2323
   4.030 |    90.000 |    65.907 |     10.547 |   -0.2313
   4.040 |    90.000 |    66.012 |     10.499 |   -0.2302
   4.050 |    90.000 |    66.117 |     10.451 |   -0.2292
   4.060 |    90.000 |    66.221 |     10.404 |   -0.2281
   4.070 |    90.000 |    66.324 |     10.356 |   -0.2271
   4.080 |    90.000 |    66.427 |     10.309 |   -0.2260
   4.090 |    90.000 |    66.530 |     10.262 |   -0.2250
   4.100 |    90.000 |    66.632 |     10.216 |   -0.2239
   4.110 |    90.000 |    66.734 |     10.169 |   -0.2229
   4.120 |    90.000 |    66.835 |     10.123 |   -0.2218
   4.130 |    90.000 |    66.936 |     10.077 |   -0.2208
   4.140 |    90.000 |    67.036 |     10.031 |   -0.2198
   4.150 |    90.000 |    67.136 |      9.986 |   -0.2187
   4.160 |    90.000 |    67.235 |      9.940 |   -0.2177
   4.170 |    90.000 |    67.334 |      9.895 |   -0.2167
   4.180 |    90.000 |    67.433 |      9.850 |   -0.2157
   4.190 |    90.000 |    67.531 |      9.806 |   -0.2146
   4.200 |    90.000 |    67.629 |      9.761 |   -0.2136
   4.210 |    90.000 |    67.726 |      9.717 |   -0.2126
   4.220 |    90.000 |    67.822 |      9.673 |   -0.2116
   4.230 |    90.000 |    67.919 |      9.629 |   -0.2106
   4.240 |    90.000 |    68.015 |      9.585 |   -0.2096
   4.250 |    90.000 |    68.110 |      9.542 |   -0.2086
   4.260 |    90.000 |    68.205 |      9.498 |   -0.2076
   4.270 |    90.000 |    68.300 |      9.455 |   -0.2066
   4.280 |    90.000 |    68.394 |      9.413 |   -0.2056
   4.290 |    90.000 |    68.487 |      9.370 |   -0.2046
   4.300 |    90.000 |    68.581 |      9.328 |   -0.2037
   4.310 |    90.000 |    68.673 |      9.285 |   -0.2027
   4.320 |    90.000 |    68.766 |      9.243 |   -0.2017
   4.330 |    90.000 |    68.858 |      9.201 |   -0.2007
   4.340 |    90.000 |    68.950 |      9.160 |   -0.1998
   4.350 |    90.000 |    69.041 |      9.118 |   -0.1988
   4.360 |    90.000 |    69.131 |      9.077 |   -0.1979
   4.370 |    90.000 |    69.222 |      9.036 |   -0.1969
   4.380 |    90.000 |    69.312 |      8.995 |   -0.1960
   4.390 |    90.000 |    69.401 |      8.955 |   -0.1950
   4.400 |    90.000 |    69.491 |      8.914 |   -0.1941
   4.410 |    90.000 |    69.579 |      8.874 |   -0.1931
   4.420 |    90.000 |    69.668 |      8.834 |   -0.1922
   4.430 |    90.000 |    69.756 |      8.794 |   -0.1913
   4.440 |    90.000 |    69.843 |      8.755 |   -0.1903
   4.450 |    90.000 |    69.930 |      8.715 |   -0.1894
   4.460 |    90.000 |    70.017 |      8.676 |   -0.1885
   4.470 |    90.000 |    70.103 |      8.637 |   -0.1876
   4.480 |    90.000 |    70.189 |      8.598 |   -0.1867
   4.490 |    90.000 |    70.275 |      8.559 |   -0.1858
   4.500 |    90.000 |    70.360 |      8.521 |   -0.1849
   4.510 |    90.000 |    70.445 |      8.482 |   -0.1840
   4.520 |    90.000 |    70.529 |      8.444 |   -0.1831
   4.530 |    90.000 |    70.613 |      8.406 |   -0.1822
   4.540 |    90.000 |    70.697 |      8.368 |   -0.1813
   4.550 |    90.000 |    70.780 |      8.331 |   -0.1805
   4.560 |    90.000 |    70.863 |      8.293 |   -0.1796
   4.570 |    90.000 |    70.946 |      8.256 |   -0.1787
   4.580 |    90.000 |    71.028 |      8.219 |   -0.1778
   4.590 |    90.000 |    71.110 |      8.182 |   -0.1770
   4.600 |    90.000 |    71.191 |      8.146 |   -0.1761
   4.610 |    90.000 |    71.272 |      8.109 |   -0.1753
   4.620 |    90.000 |    71.353 |      8.073 |   -0.1744
   4.630 |    90.000 |    71.434 |      8.037 |   -0.1736
   4.640 |    90.000 |    71.514 |      8.001 |   -0.1727
   4.650 |    90.000 |    71.593 |      7.965 |   -0.1719
   4.660 |    90.000 |    71.673 |      7.929 |   -0.1711
   4.670 |    90.000 |    71.751 |      7.894 |   -0.1703
   4.680 |    90.000 |    71.830 |      7.858 |   -0.1694
   4.690 |    90.000 |    71.908 |      7.823 |   -0.1686
   4.700 |    90.000 |    71.986 |      7.788 |   -0.1678
   4.710 |    90.000 |    72.064 |      7.753 |   -0.1670
   4.720 |    90.000 |    72.141 |      7.719 |   -0.1662
   4.730 |    90.000 |    72.218 |      7.684 |   -0.1654
   4.740 |    90.000 |    72.294 |      7.650 |   -0.1646
   4.750 |    90.000 |    72.370 |      7.616 |   -0.1638
   4.760 |    90.000 |    72.446 |      7.582 |   -0.1630
   4.770 |    90.000 |    72.522 |      7.548 |   -0.1622
   4.780 |    90.000 |    72.597 |      7.515 |   -0.1614
   4.790 |    90.000 |    72.672 |      7.481 |   -0.1607
   4.800 |    90.000 |    72.746 |      7.448 |   -0.1599
   4.810 |    90.000 |    72.820 |      7.415 |   -0.1591
   4.820 |    90.000 |    72.894 |      7.382 |   -0.1584
   4.830 |    90.000 |    72.968 |      7.349 |   -0.1576
   4.840 |    90.000 |    73.041 |      7.316 |   -0.1568
   4.850 |    90.000 |    73.114 |      7.284 |   -0.1561
   4.860 |    90.000 |    73.186 |      7.251 |   -0.1553
   4.870 |    90.000 |    73.258 |      7.219 |   -0.1546
   4.880 |    90.000 |    73.330 |      7.187 |   -0.1539
   4.890 |    90.000 |    73.402 |      7.155 |   -0.1531
   4.900 |    90.000 |    73.473 |      7.123 |   -0.1524
   4.910 |    90.000 |    73.544 |      7.092 |   -0.1517
   4.920 |    90.000 |    73.614 |      7.060 |   -0.1509
   4.930 |    90.000 |    73.685 |      7.029 |   -0.1502
   4.940 |    90.000 |    73.755 |      6.998 |   -0.1495
   4.950 |    90.000 |    73.824 |      6.967 |   -0.1488
   4.960 |    90.000 |    73.894 |      6.936 |   -0.1481
   4.970 |    90.000 |    73.963 |      6.905 |   -0.1474
   4.980 |    90.000 |    74.032 |      6.875 |   -0.1467
   4.990 |    90.000 |    74.100 |      6.844 |   -0.1460
   5.000 |    90.000 |    74.168 |      6.814 |   -0.1453

