TASK 3 - PHASE 6: CONTROL INTERFACE TELEMETRY
Structured output for Rajaryan (Control) + Dhruv (Data)
===============================================================================================

   Time | Active |  Phase |    State | Progress |  FL_hip |  FR_hip |  RL_hip |  RR_hip |   Failures
  2.230 |     FL | STANCE |   STABLE |    0.159 |   12.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.240 |     FL | STANCE |   STABLE |    0.160 |   12.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.250 |     FL | STANCE |   STABLE |    0.161 |   11.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.260 |     FL | STANCE |   STABLE |    0.161 |   11.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.270 |     FL | STANCE |   STABLE |    0.162 |   11.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.280 |     FL | STANCE |   STABLE |    0.163 |   11.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.290 |     FL | STANCE |   STABLE |    0.164 |   11.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.300 |     FL | STANCE |   STABLE |    0.164 |   11.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.310 |     FL | STANCE |   STABLE |    0.165 |   11.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.320 |     FL | STANCE |   STABLE |    0.166 |   11.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.330 |     FL | STANCE |   STABLE |    0.166 |   10.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.340 |     FL | STANCE |   STABLE |    0.167 |   10.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.350 |     FL | STANCE |   STABLE |    0.168 |   10.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.360 |     FL | STANCE |   STABLE |    0.169 |   10.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.370 |     FL | STANCE |   STABLE |    0.169 |   10.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.380 |     FL | STANCE |   STABLE |    0.170 |   10.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.390 |     FL | STANCE |   STABLE |    0.171 |   10.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.400 |     FL | STANCE |   STABLE |    0.171 |   10.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.410 |     FL | STANCE |   STABLE |    0.172 |    9.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.420 |     FL | STANCE |   STABLE |    0.173 |    9.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.430 |     FL | STANCE |   STABLE |    0.174 |    9.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.440 |     FL | STANCE |   STABLE |    0.174 |    9.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.450 |     FL | STANCE |   STABLE |    0.175 |    9.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.460 |     FL | STANCE |   STABLE |    0.176 |    9.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.470 |     FL | STANCE |   STABLE |    0.176 |    9.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.480 |     FL | STANCE |   STABLE |    0.177 |    9.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.490 |     FL | STANCE |   STABLE |    0.178 |    8.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.500 |     FL | STANCE |   STABLE |    0.179 |    8.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.510 |     FL | STANCE |   STABLE |    0.179 |    8.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.520 |     FL | STANCE |   STABLE |    0.180 |    8.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.530 |     FL | STANCE |   STABLE |    0.181 |    8.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.540 |     FL | STANCE |   STABLE |    0.181 |    8.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.550 |     FL | STANCE |   STABLE |    0.182 |    8.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.560 |     FL | STANCE |   STABLE |    0.183 |    8.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.570 |     FL | STANCE |   STABLE |    0.184 |    7.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.580 |     FL | STANCE |   STABLE |    0.184 |    7.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.590 |     FL | STANCE |   STABLE |    0.185 |    7.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.600 |     FL | STANCE |   STABLE |    0.186 |    7.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.610 |     FL | STANCE |   STABLE |    0.186 |    7.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.620 |     FL | STANCE |   STABLE |    0.187 |    7.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.630 |     FL | STANCE |   STABLE |    0.188 |    7.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.640 |     FL | STANCE |   STABLE |    0.189 |    7.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.650 |     FL | STANCE |   STABLE |    0.189 |    6.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.660 |     FL | STANCE |   STABLE |    0.190 |    6.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.670 |     FL | STANCE |   STABLE |    0.191 |    6.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.680 |     FL | STANCE |   STABLE |    0.191 |    6.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.690 |     FL | STANCE |   STABLE |    0.192 |    6.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.700 |     FL | STANCE |   STABLE |    0.193 |    6.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.710 |     FL | STANCE |   STABLE |    0.194 |    6.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.720 |     FL | STANCE |   STABLE |    0.194 |    6.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.730 |     FL | STANCE |   STABLE |    0.195 |    5.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.740 |     FL | STANCE |   STABLE |    0.196 |    5.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.750 |     FL | STANCE |   STABLE |    0.196 |    5.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.760 |     FL | STANCE |   STABLE |    0.197 |    5.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.770 |     FL | STANCE |   STABLE |    0.198 |    5.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.780 |     FL | STANCE |   STABLE |    0.199 |    5.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.790 |     FL | STANCE |   STABLE |    0.199 |    5.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.800 |     FL | STANCE |   STABLE |    0.200 |    5.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.810 |     FL | STANCE |   STABLE |    0.201 |    4.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.820 |     FL | STANCE |   STABLE |    0.201 |    4.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.830 |     FL | STANCE |   STABLE |    0.202 |    4.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.840 |     FL | STANCE |   STABLE |    0.203 |    4.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.850 |     FL | STANCE |   STABLE |    0.204 |    4.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.860 |     FL | STANCE |   STABLE |    0.204 |    4.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.870 |     FL | STANCE |   STABLE |    0.205 |    4.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.880 |     FL | STANCE |   STABLE |    0.206 |    4.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.890 |     FL | STANCE |   STABLE |    0.206 |    3.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.900 |     FL | STANCE |   STABLE |    0.207 |    3.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.910 |     FL | STANCE |   STABLE |    0.208 |    3.62 |  -10.00 |  -10.00 |  -10.00 |       none
  2.920 |     FL | STANCE |   STABLE |    0.209 |    3.50 |  -10.00 |  -10.00 |  -10.00 |       none
  2.930 |     FL | STANCE |   STABLE |    0.209 |    3.38 |  -10.00 |  -10.00 |  -10.00 |       none
  2.940 |     FL | STANCE |   STABLE |    0.210 |    3.25 |  -10.00 |  -10.00 |  -10.00 |       none
  2.950 |     FL | STANCE |   STABLE |    0.211 |    3.12 |  -10.00 |  -10.00 |  -10.00 |       none
  2.960 |     FL | STANCE |   STABLE |    0.211 |    3.00 |  -10.00 |  -10.00 |  -10.00 |       none
  2.970 |     FL | STANCE |   STABLE |    0.212 |    2.88 |  -10.00 |  -10.00 |  -10.00 |       none
  2.980 |     FL | STANCE |   STABLE |    0.213 |    2.75 |  -10.00 |  -10.00 |  -10.00 |       none
  2.990 |     FL | STANCE |   STABLE |    0.214 |    2.62 |  -10.00 |  -10.00 |  -10.00 |       none
  3.000 |     FL | STANCE |   STABLE |    0.214 |    2.50 |  -10.00 |  -10.00 |  -10.00 |       none
  3.010 |     FL | STANCE |   STABLE |    0.215 |    2.38 |  -10.00 |  -10.00 |  -10.00 |       none
  3.020 |     FL | STANCE |   STABLE |    0.216 |    2.25 |  -10.00 |  -10.00 |  -10.00 |       none
  3.030 |     FL | STANCE |   STABLE |    0.216 |    2.12 |  -10.00 |  -10.00 |  -10.00 |       none
  3.040 |     FL | STANCE |   STABLE |    0.217 |    2.00 |  -10.00 |  -10.00 |  -10.00 |       none
  3.050 |     FL | STANCE |   STABLE |    0.218 |    1.88 |  -10.00 |  -10.00 |  -10.00 |       none
  3.060 |     FL | STANCE |   STABLE |    0.219 |    1.75 |  -10.00 |  -10.00 |  -10.00 |       none
  3.070 |     FL | STANCE |   STABLE |    0.219 |    1.62 |  -10.00 |  -10.00 |  -10.00 |       none
  3.080 |     FL | STANCE |   STABLE |    0.220 |    1.50 |  -10.00 |  -10.00 |  -10.00 |       none
  3.090 |     FL | STANCE |   STABLE |    0.221 |    1.38 |  -10.00 |  -10.00 |  -10.00 |       none
  3.100 |     FL | STANCE |   STABLE |    0.221 |    1.25 |  -10.00 |  -10.00 |  -10.00 |       none
  3.110 |     FL | STANCE |   STABLE |    0.222 |    1.12 |  -10.00 |  -10.00 |  -10.00 |       none
  3.120 |     FL | STANCE |   STABLE |    0.223 |    1.00 |  -10.00 |  -10.00 |  -10.00 |       none
  3.130 |     FL | STANCE |   STABLE |    0.224 |    0.88 |  -10.00 |  -10.00 |  -10.00 |       none
  3.140 |     FL | STANCE |   STABLE |    0.224 |    0.75 |  -10.00 |  -10.00 |  -10.00 |       none
  3.150 |     FL | STANCE |   STABLE |    0.225 |    0.62 |  -10.00 |  -10.00 |  -10.00 |       none
  3.160 |     FL | STANCE |   STABLE |    0.226 |    0.50 |  -10.00 |  -10.00 |  -10.00 |       none
  3.170 |     FL | STANCE |   STABLE |    0.226 |    0.38 |  -10.00 |  -10.00 |  -10.00 |       none
  3.180 |     FL | STANCE |   STABLE |    0.227 |    0.25 |  -10.00 |  -10.00 |  -10.00 |       none
  3.190 |     FL | STANCE |   STABLE |    0.228 |    0.12 |  -10.00 |  -10.00 |  -10.00 |       none
  3.200 |     FL | STANCE |   STABLE |    0.229 |    0.00 |  -10.00 |  -10.00 |  -10.00 |       none
  3.210 |     FL | STANCE |   STABLE |    0.229 |   -0.12 |  -10.00 |  -10.00 |  -10.00 |       none
  3.220 |     FL | STANCE |   STABLE |    0.230 |   -0.25 |  -10.00 |  -10.00 |  -10.00 |       none
  3.230 |     FL | STANCE |   STABLE |    0.231 |   -0.38 |  -10.00 |  -10.00 |  -10.00 |       none
  3.240 |     FL | STANCE |   STABLE |    0.231 |   -0.50 |  -10.00 |  -10.00 |  -10.00 |       none
  3.250 |     FL | STANCE |   STABLE |    0.232 |   -0.62 |  -10.00 |  -10.00 |  -10.00 |       none
  3.260 |     FL | STANCE |   STABLE |    0.233 |   -0.75 |  -10.00 |  -10.00 |  -10.00 |       none
  3.270 |     FL | STANCE |   STABLE |    0.234 |   -0.88 |  -10.00 |  -10.00 |  -10.00 |       none
  3.280 |     FL | STANCE |   STABLE |    0.234 |   -1.00 |  -10.00 |  -10.00 |  -10.00 |       none
  3.290 |     FL | STANCE |   STABLE |    0.235 |   -1.12 |  -10.00 |  -10.00 |  -10.00 |       none
  3.300 |     FL | STANCE |   STABLE |    0.236 |   -1.25 |  -10.00 |  -10.00 |  -10.00 |       none
  3.310 |     FL | STANCE |   STABLE |    0.236 |   -1.38 |  -10.00 |  -10.00 |  -10.00 |       none
  3.320 |     FL | STANCE |   STABLE |    0.237 |   -1.50 |  -10.00 |  -10.00 |  -10.00 |       none
  3.330 |     FL | STANCE |   STABLE |    0.238 |   -1.62 |  -10.00 |  -10.00 |  -10.00 |       none
  3.340 |     FL | STANCE |   STABLE |    0.239 |   -1.75 |  -10.00 |  -10.00 |  -10.00 |       none
  3.350 |     FL | STANCE |   STABLE |    0.239 |   -1.88 |  -10.00 |  -10.00 |  -10.00 |       none
  3.360 |     FL | STANCE |   STABLE |    0.240 |   -2.00 |  -10.00 |  -10.00 |  -10.00 |       none
  3.370 |     FL | STANCE |   STABLE |    0.241 |   -2.12 |  -10.00 |  -10.00 |  -10.00 |       none
  3.380 |     FL | STANCE |   STABLE |    0.241 |   -2.25 |  -10.00 |  -10.00 |  -10.00 |       none
  3.390 |     FL | STANCE |   STABLE |    0.242 |   -2.38 |  -10.00 |  -10.00 |  -10.00 |       none
  3.400 |     FL | STANCE |   STABLE |    0.243 |   -2.50 |  -10.00 |  -10.00 |  -10.00 |       none
  3.410 |     FL | STANCE |   STABLE |    0.244 |   -2.62 |  -10.00 |  -10.00 |  -10.00 |       none
  3.420 |     FL | STANCE |   STABLE |    0.244 |   -2.75 |  -10.00 |  -10.00 |  -10.00 |       none
  3.430 |     FL | STANCE |   STABLE |    0.245 |   -2.87 |  -10.00 |  -10.00 |  -10.00 |       none
  3.440 |     FL | STANCE |   STABLE |    0.246 |   -2.99 |  -10.00 |  -10.00 |  -10.00 |       none
  3.450 |     FL | STANCE |   STABLE |    0.246 |   -3.10 |  -10.00 |  -10.00 |  -10.00 |       none
  3.460 |     FL | STANCE |   STABLE |    0.247 |   -3.22 |  -10.00 |  -10.00 |  -10.00 |       none
  3.470 |     FL | STANCE |   STABLE |    0.248 |   -3.33 |  -10.00 |  -10.00 |  -10.00 |       none
  3.480 |     FL | STANCE |   STABLE |    0.249 |   -3.44 |  -10.00 |  -10.00 |  -10.00 |       none
  3.490 |     FL | STANCE |   STABLE |    0.249 |   -3.55 |  -10.00 |  -10.00 |  -10.00 |       none
  3.500 |     FL |  SWING | UNSTABLE |    0.250 |   -3.66 |  -10.00 |  -10.00 |  -10.00 |       none
  3.510 |     RR |  SWING | MARGINAL |    0.251 |   -3.77 |  -10.00 |  -10.00 |   -9.88 |       none
  3.520 |     RR |  SWING | MARGINAL |    0.251 |   -3.87 |  -10.00 |  -10.00 |   -9.75 |       none
  3.530 |     RR |  SWING | MARGINAL |    0.252 |   -3.97 |  -10.00 |  -10.00 |   -9.62 |       none
  3.540 |     RR |  SWING | MARGINAL |    0.253 |   -4.07 |  -10.00 |  -10.00 |   -9.50 |       none
  3.550 |     RR |  SWING | MARGINAL |    0.254 |   -4.17 |  -10.00 |  -10.00 |   -9.38 |       none
  3.560 |     RR |  SWING | MARGINAL |    0.254 |   -4.27 |  -10.00 |  -10.00 |   -9.25 |       none
  3.570 |     RR |  SWING | MARGINAL |    0.255 |   -4.36 |  -10.00 |  -10.00 |   -9.12 |       none
  3.580 |     RR |  SWING | MARGINAL |    0.256 |   -4.46 |  -10.00 |  -10.00 |   -9.00 |       none
  3.590 |     RR |  SWING | MARGINAL |    0.256 |   -4.55 |  -10.00 |  -10.00 |   -8.88 |       none
  3.600 |     RR |  SWING | MARGINAL |    0.257 |   -4.64 |  -10.00 |  -10.00 |   -8.75 |       none
  3.610 |     RR |  SWING | MARGINAL |    0.258 |   -4.73 |  -10.00 |  -10.00 |   -8.62 |       none
  3.620 |     RR |  SWING | MARGINAL |    0.259 |   -4.82 |  -10.00 |  -10.00 |   -8.50 |       none
  3.630 |     RR |  SWING | MARGINAL |    0.259 |   -4.90 |  -10.00 |  -10.00 |   -8.38 |       none
  3.640 |     RR |  SWING | MARGINAL |    0.260 |   -4.99 |  -10.00 |  -10.00 |   -8.25 |       none
  3.650 |     RR |  SWING | MARGINAL |    0.261 |   -5.07 |  -10.00 |  -10.00 |   -8.12 |       none
  3.660 |     RR |  SWING | MARGINAL |    0.261 |   -5.16 |  -10.00 |  -10.00 |   -8.00 |       none
  3.670 |     RR |  SWING | MARGINAL |    0.262 |   -5.24 |  -10.00 |  -10.00 |   -7.88 |       none
  3.680 |     RR |  SWING | MARGINAL |    0.263 |   -5.32 |  -10.00 |  -10.00 |   -7.75 |       none
  3.690 |     RR |  SWING | MARGINAL |    0.264 |   -5.39 |  -10.00 |  -10.00 |   -7.62 |       none
  3.700 |     RR |  SWING | MARGINAL |    0.264 |   -5.47 |  -10.00 |  -10.00 |   -7.50 |       none
  3.710 |     RR |  SWING | MARGINAL |    0.265 |   -5.54 |  -10.00 |  -10.00 |   -7.38 |       none
  3.720 |     RR |  SWING | MARGINAL |    0.266 |   -5.62 |  -10.00 |  -10.00 |   -7.25 |       none
  3.730 |     RR |  SWING | MARGINAL |    0.266 |   -5.69 |  -10.00 |  -10.00 |   -7.12 |       none
  3.740 |     RR |  SWING | MARGINAL |    0.267 |   -5.76 |  -10.00 |  -10.00 |   -7.00 |       none
  3.750 |     RR |  SWING | MARGINAL |    0.268 |   -5.83 |  -10.00 |  -10.00 |   -6.88 |       none
  3.760 |     RR |  SWING | MARGINAL |    0.269 |   -5.90 |  -10.00 |  -10.00 |   -6.75 |       none
  3.770 |     RR |  SWING | MARGINAL |    0.269 |   -5.97 |  -10.00 |  -10.00 |   -6.62 |       none
  3.780 |     RR |  SWING | MARGINAL |    0.270 |   -6.04 |  -10.00 |  -10.00 |   -6.50 |       none
  3.790 |     RR |  SWING | MARGINAL |    0.271 |   -6.11 |  -10.00 |  -10.00 |   -6.38 |       none
  3.800 |     RR |  SWING | MARGINAL |    0.271 |   -6.17 |  -10.00 |  -10.00 |   -6.25 |       none
  3.810 |     RR |  SWING | MARGINAL |    0.272 |   -6.23 |  -10.00 |  -10.00 |   -6.12 |       none
  3.820 |     RR |  SWING | MARGINAL |    0.273 |   -6.30 |  -10.00 |  -10.00 |   -6.00 |       none
  3.830 |     RR |  SWING | MARGINAL |    0.274 |   -6.36 |  -10.00 |  -10.00 |   -5.88 |       none
  3.840 |     RR |  SWING | MARGINAL |    0.274 |   -6.42 |  -10.00 |  -10.00 |   -5.75 |       none
  3.850 |     RR |  SWING | MARGINAL |    0.275 |   -6.48 |  -10.00 |  -10.00 |   -5.62 |       none
  3.860 |     RR |  SWING | MARGINAL |    0.276 |   -6.54 |  -10.00 |  -10.00 |   -5.50 |       none
  3.870 |     RR |  SWING | MARGINAL |    0.276 |   -6.60 |  -10.00 |  -10.00 |   -5.38 |       none
  3.880 |     RR |  SWING | MARGINAL |    0.277 |   -6.65 |  -10.00 |  -10.00 |   -5.25 |       none
  3.890 |     RR |  SWING | MARGINAL |    0.278 |   -6.71 |  -10.00 |  -10.00 |   -5.12 |       none
  3.900 |     RR |  SWING | MARGINAL |    0.279 |   -6.76 |  -10.00 |  -10.00 |   -5.00 |       none
  3.910 |     RR |  SWING | MARGINAL |    0.279 |   -6.82 |  -10.00 |  -10.00 |   -4.88 |       none
  3.920 |     RR |  SWING | MARGINAL |    0.280 |   -6.87 |  -10.00 |  -10.00 |   -4.75 |       none
  3.930 |     RR |  SWING | MARGINAL |    0.281 |   -6.92 |  -10.00 |  -10.00 |   -4.62 |       none
  3.940 |     RR |  SWING | MARGINAL |    0.281 |   -6.97 |  -10.00 |  -10.00 |   -4.50 |       none
  3.950 |     RR |  SWING | MARGINAL |    0.282 |   -7.03 |  -10.00 |  -10.00 |   -4.38 |       none
  3.960 |     RR |  SWING | MARGINAL |    0.283 |   -7.08 |  -10.00 |  -10.00 |   -4.25 |       none
  3.970 |     RR |  SWING | MARGINAL |    0.284 |   -7.12 |  -10.00 |  -10.00 |   -4.12 |       none
  3.980 |     RR |  SWING | MARGINAL |    0.284 |   -7.17 |  -10.00 |  -10.00 |   -4.00 |       none
  3.990 |     RR |  SWING | MARGINAL |    0.285 |   -7.22 |  -10.00 |  -10.00 |   -3.88 |       none
  4.000 |     RR |  SWING | MARGINAL |    0.286 |   -7.26 |  -10.00 |  -10.00 |   -3.75 |       none
  4.010 |     RR |  SWING | MARGINAL |    0.286 |   -7.31 |  -10.00 |  -10.00 |   -3.62 |       none
  4.020 |     RR |  SWING | MARGINAL |    0.287 |   -7.36 |  -10.00 |  -10.00 |   -3.50 |       none
  4.030 |     RR |  SWING | MARGINAL |    0.288 |   -7.40 |  -10.00 |  -10.00 |   -3.38 |       none
  4.040 |     RR |  SWING | MARGINAL |    0.289 |   -7.44 |  -10.00 |  -10.00 |   -3.25 |       none
  4.050 |     RR |  SWING | MARGINAL |    0.289 |   -7.49 |  -10.00 |  -10.00 |   -3.12 |       none
  4.060 |     RR |  SWING | MARGINAL |    0.290 |   -7.53 |  -10.00 |  -10.00 |   -3.00 |       none
  4.070 |     RR |  SWING | MARGINAL |    0.291 |   -7.57 |  -10.00 |  -10.00 |   -2.88 |       none
  4.080 |     RR |  SWING | MARGINAL |    0.291 |   -7.61 |  -10.00 |  -10.00 |   -2.75 |       none
  4.090 |     RR |  SWING | MARGINAL |    0.292 |   -7.65 |  -10.00 |  -10.00 |   -2.62 |       none
  4.100 |     RR |  SWING | MARGINAL |    0.293 |   -7.69 |  -10.00 |  -10.00 |   -2.50 |       none
  4.110 |     RR |  SWING | MARGINAL |    0.294 |   -7.73 |  -10.00 |  -10.00 |   -2.38 |       none
  4.120 |     RR |  SWING | MARGINAL |    0.294 |   -7.77 |  -10.00 |  -10.00 |   -2.25 |       none
  4.130 |     RR |  SWING | MARGINAL |    0.295 |   -7.80 |  -10.00 |  -10.00 |   -2.12 |       none
  4.140 |     RR |  SWING | MARGINAL |    0.296 |   -7.84 |  -10.00 |  -10.00 |   -2.00 |       none
  4.150 |     RR |  SWING | MARGINAL |    0.296 |   -7.88 |  -10.00 |  -10.00 |   -1.88 |       none
  4.160 |     RR |  SWING | MARGINAL |    0.297 |   -7.91 |  -10.00 |  -10.00 |   -1.75 |       none
  4.170 |     RR |  SWING | MARGINAL |    0.298 |   -7.95 |  -10.00 |  -10.00 |   -1.62 |       none
  4.180 |     RR |  SWING | MARGINAL |    0.299 |   -7.98 |  -10.00 |  -10.00 |   -1.50 |       none
  4.190 |     RR |  SWING | MARGINAL |    0.299 |   -8.01 |  -10.00 |  -10.00 |   -1.38 |       none
  4.200 |     RR |  SWING | MARGINAL |    0.300 |   -8.05 |  -10.00 |  -10.00 |   -1.25 |       none
  4.210 |     RR |  SWING | MARGINAL |    0.301 |   -8.08 |  -10.00 |  -10.00 |   -1.12 |       none
  4.220 |     RR |  SWING | MARGINAL |    0.301 |   -8.11 |  -10.00 |  -10.00 |   -1.00 |       none
  4.230 |     RR |  SWING | MARGINAL |    0.302 |   -8.14 |  -10.00 |  -10.00 |   -0.88 |       none
  4.240 |     RR |  SWING | MARGINAL |    0.303 |   -8.17 |  -10.00 |  -10.00 |   -0.75 |       none
  4.250 |     RR |  SWING | MARGINAL |    0.304 |   -8.20 |  -10.00 |  -10.00 |   -0.62 |       none
  4.260 |     RR |  SWING | MARGINAL |    0.304 |   -8.23 |  -10.00 |  -10.00 |   -0.50 |       none
  4.270 |     RR |  SWING | MARGINAL |    0.305 |   -8.26 |  -10.00 |  -10.00 |   -0.38 |       none
  4.280 |     RR |  SWING | MARGINAL |    0.306 |   -8.29 |  -10.00 |  -10.00 |   -0.25 |       none
  4.290 |     RR |  SWING | MARGINAL |    0.306 |   -8.32 |  -10.00 |  -10.00 |   -0.12 |       none
  4.300 |     RR |  SWING | MARGINAL |    0.307 |   -8.35 |  -10.00 |  -10.00 |    0.00 |       none
  4.310 |     RR |  SWING | MARGINAL |    0.308 |   -8.38 |  -10.00 |  -10.00 |    0.12 |       none
  4.320 |     RR |  SWING | MARGINAL |    0.309 |   -8.40 |  -10.00 |  -10.00 |    0.25 |       none
  4.330 |     RR |  SWING | MARGINAL |    0.309 |   -8.43 |  -10.00 |  -10.00 |    0.38 |       none
  4.340 |     RR |  SWING | MARGINAL |    0.310 |   -8.46 |  -10.00 |  -10.00 |    0.50 |       none
  4.350 |     RR |  SWING | MARGINAL |    0.311 |   -8.48 |  -10.00 |  -10.00 |    0.62 |       none
  4.360 |     RR |  SWING | MARGINAL |    0.311 |   -8.51 |  -10.00 |  -10.00 |    0.75 |       none
  4.370 |     RR |  SWING | MARGINAL |    0.312 |   -8.53 |  -10.00 |  -10.00 |    0.88 |       none
  4.380 |     RR |  SWING | MARGINAL |    0.313 |   -8.56 |  -10.00 |  -10.00 |    1.00 |       none
  4.390 |     RR |  SWING | MARGINAL |    0.314 |   -8.58 |  -10.00 |  -10.00 |    1.12 |       none
  4.400 |     RR |  SWING | MARGINAL |    0.314 |   -8.60 |  -10.00 |  -10.00 |    1.25 |       none
