TASK 3 - PHASE 6: CONTROL INTERFACE TELEMETRY
Structured output for Rajaryan (Control) + Dhruv (Data)
===============================================================================================

   Time | Active |  Phase |    State | Progress |  FL_hip |  FR_hip |  RL_hip |  RR_hip |   Failures
  4.540 |     RR |  SWING | MARGINAL |    0.324 |   -8.90 |  -10.00 |  -10.00 |    3.00 |       none
  4.550 |     RR |  SWING | MARGINAL |    0.325 |   -8.91 |  -10.00 |  -10.00 |    3.12 |       none
  4.560 |     RR |  SWING | MARGINAL |    0.326 |   -8.93 |  -10.00 |  -10.00 |    3.25 |       none
  4.570 |     RR |  SWING | MARGINAL |    0.326 |   -8.95 |  -10.00 |  -10.00 |    3.38 |       none
  4.580 |     RR |  SWING | MARGINAL |    0.327 |   -8.97 |  -10.00 |  -10.00 |    3.50 |       none
  4.590 |     RR |  SWING | MARGINAL |    0.328 |   -8.98 |  -10.00 |  -10.00 |    3.62 |       none
  4.600 |     RR |  SWING | MARGINAL |    0.329 |   -9.00 |  -10.00 |  -10.00 |    3.75 |       none
  4.610 |     RR |  SWING | MARGINAL |    0.329 |   -9.02 |  -10.00 |  -10.00 |    3.88 |       none
  4.620 |     RR |  SWING | MARGINAL |    0.330 |   -9.04 |  -10.00 |  -10.00 |    4.00 |       none
  4.630 |     RR |  SWING | MARGINAL |    0.331 |   -9.05 |  -10.00 |  -10.00 |    4.12 |       none
  4.640 |     RR |  SWING | MARGINAL |    0.331 |   -9.07 |  -10.00 |  -10.00 |    4.25 |       none
  4.650 |     RR |  SWING | MARGINAL |    0.332 |   -9.08 |  -10.00 |  -10.00 |    4.38 |       none
  4.660 |     RR |  SWING | MARGINAL |    0.333 |   -9.10 |  -10.00 |  -10.00 |    4.50 |       none
  4.670 |     RR |  SWING | MARGINAL |    0.334 |   -9.11 |  -10.00 |  -10.00 |    4.62 |       none
  4.680 |     RR |  SWING | MARGINAL |    0.334 |   -9.13 |  -10.00 |  -10.00 |    4.75 |       none
  4.690 |     RR |  SWING | MARGINAL |    0.335 |   -9.14 |  -10.00 |  -10.00 |    4.88 |       none
  4.700 |     RR |  SWING | MARGINAL |    0.336 |   -9.16 |  -10.00 |  -10.00 |    5.00 |       none
  4.710 |     RR |  SWING | MARGINAL |    0.336 |   -9.17 |  -10.00 |  -10.00 |    5.12 |       none
  4.720 |     RR |  SWING | MARGINAL |    0.337 |   -9.19 |  -10.00 |  -10.00 |    5.25 |       none
  4.730 |     RR |  SWING | MARGINAL |    0.338 |   -9.20 |  -10.00 |  -10.00 |    5.38 |       none
  4.740 |     RR |  SWING | MARGINAL |    0.339 |   -9.21 |  -10.00 |  -10.00 |    5.50 |       none
  4.750 |     RR |  SWING | MARGINAL |    0.339 |   -9.22 |  -10.00 |  -10.00 |    5.62 |       none
  4.760 |     RR |  SWING | MARGINAL |    0.340 |   -9.24 |  -10.00 |  -10.00 |    5.75 |       none
  4.770 |     RR |  SWING | MARGINAL |    0.341 |   -9.25 |  -10.00 |  -10.00 |    5.88 |       none
  4.780 |     RR |  SWING | MARGINAL |    0.341 |   -9.26 |  -10.00 |  -10.00 |    6.00 |       none
  4.790 |     RR |  SWING | MARGINAL |    0.342 |   -9.28 |  -10.00 |  -10.00 |    6.12 |       none
  4.800 |     RR |  SWING | MARGINAL |    0.343 |   -9.29 |  -10.00 |  -10.00 |    6.25 |       none
  4.810 |     RR |  SWING | MARGINAL |    0.344 |   -9.30 |  -10.00 |  -10.00 |    6.38 |       none
  4.820 |     RR |  SWING | MARGINAL |    0.344 |   -9.31 |  -10.00 |  -10.00 |    6.50 |       none
  4.830 |     RR |  SWING | MARGINAL |    0.345 |   -9.32 |  -10.00 |  -10.00 |    6.62 |       none
  4.840 |     RR |  SWING | MARGINAL |    0.346 |   -9.33 |  -10.00 |  -10.00 |    6.75 |       none
  4.850 |     RR |  SWING | MARGINAL |    0.346 |   -9.34 |  -10.00 |  -10.00 |    6.88 |       none
  4.860 |     RR |  SWING | MARGINAL |    0.347 |   -9.36 |  -10.00 |  -10.00 |    7.00 |       none
  4.870 |     RR |  SWING | MARGINAL |    0.348 |   -9.37 |  -10.00 |  -10.00 |    7.12 |       none
  4.880 |     RR |  SWING | MARGINAL |    0.349 |   -9.38 |  -10.00 |  -10.00 |    7.25 |       none
  4.890 |     RR |  SWING | MARGINAL |    0.349 |   -9.39 |  -10.00 |  -10.00 |    7.38 |       none
  4.900 |     RR |  SWING | MARGINAL |    0.350 |   -9.40 |  -10.00 |  -10.00 |    7.50 |       none
  4.910 |     RR |  SWING | MARGINAL |    0.351 |   -9.41 |  -10.00 |  -10.00 |    7.62 |       none
  4.920 |     RR |  SWING | MARGINAL |    0.351 |   -9.42 |  -10.00 |  -10.00 |    7.75 |       none
  4.930 |     RR |  SWING | MARGINAL |    0.352 |   -9.43 |  -10.00 |  -10.00 |    7.88 |       none
  4.940 |     RR |  SWING | MARGINAL |    0.353 |   -9.44 |  -10.00 |  -10.00 |    8.00 |       none
  4.950 |     RR |  SWING | MARGINAL |    0.354 |   -9.45 |  -10.00 |  -10.00 |    8.12 |       none
  4.960 |     RR |  SWING | MARGINAL |    0.354 |   -9.46 |  -10.00 |  -10.00 |    8.25 |       none
  4.970 |     RR |  SWING | MARGINAL |    0.355 |   -9.46 |  -10.00 |  -10.00 |    8.38 |       none
  4.980 |     RR |  SWING | MARGINAL |    0.356 |   -9.47 |  -10.00 |  -10.00 |    8.50 |       none
  4.990 |     RR |  SWING | MARGINAL |    0.356 |   -9.48 |  -10.00 |  -10.00 |    8.62 |       none
  5.000 |     RR |  SWING | MARGINAL |    0.357 |   -9.49 |  -10.00 |  -10.00 |    8.75 |       none
  5.010 |     RR |  SWING | MARGINAL |    0.358 |   -9.50 |  -10.00 |  -10.00 |    8.88 |       none
  5.020 |     RR |  SWING | MARGINAL |    0.359 |   -9.51 |  -10.00 |  -10.00 |    9.00 |       none
  5.030 |     RR |  SWING | MARGINAL |    0.359 |   -9.52 |  -10.00 |  -10.00 |    9.12 |       none
  5.040 |     RR |  SWING | MARGINAL |    0.360 |   -9.52 |  -10.00 |  -10.00 |    9.25 |       none
  5.050 |     RR |  SWING | MARGINAL |    0.361 |   -9.53 |  -10.00 |  -10.00 |    9.38 |       none
  5.060 |     RR |  SWING | MARGINAL |    0.361 |   -9.54 |  -10.00 |  -10.00 |    9.50 |       none
  5.070 |     RR |  SWING | MARGINAL |    0.362 |   -9.55 |  -10.00 |  -10.00 |    9.62 |       none
  5.080 |     RR |  SWING | MARGINAL |    0.363 |   -9.55 |  -10.00 |  -10.00 |    9.75 |       none
  5.090 |     RR |  SWING | MARGINAL |    0.364 |   -9.56 |  -10.00 |  -10.00 |    9.88 |       none
  5.100 |     RR |  SWING | MARGINAL |    0.364 |   -9.57 |  -10.00 |  -10.00 |   10.00 |       none
  5.110 |     RR |  SWING | MARGINAL |    0.365 |   -9.58 |  -10.00 |  -10.00 |   10.12 |       none
  5.120 |     RR |  SWING | MARGINAL |    0.366 |   -9.58 |  -10.00 |  -10.00 |   10.25 |       none
  5.130 |     RR |  SWING | MARGINAL |    0.366 |   -9.59 |  -10.00 |  -10.00 |   10.38 |       none
  5.140 |     RR |  SWING | MARGINAL |    0.367 |   -9.60 |  -10.00 |  -10.00 |   10.50 |       none
  5.150 |     RR |  SWING | MARGINAL |    0.368 |   -9.60 |  -10.00 |  -10.00 |   10.62 |       none
  5.160 |     RR |  SWING | MARGINAL |    0.369 |   -9.61 |  -10.00 |  -10.00 |   10.75 |       none
  5.170 |     RR |  SWING | MARGINAL |    0.369 |   -9.62 |  -10.00 |  -10.00 |   10.88 |       none
  5.180 |     RR |  SWING | MARGINAL |    0.370 |   -9.62 |  -10.00 |  -10.00 |   11.00 |       none
  5.190 |     RR |  SWING | MARGINAL |    0.371 |   -9.63 |  -10.00 |  -10.00 |   11.12 |       none
  5.200 |     RR |  SWING | MARGINAL |    0.371 |   -9.63 |  -10.00 |  -10.00 |   11.25 |       none
  5.210 |     RR |  SWING | MARGINAL |    0.372 |   -9.64 |  -10.00 |  -10.00 |   11.38 |       none
  5.220 |     RR |  SWING | MARGINAL |    0.373 |   -9.65 |  -10.00 |  -10.00 |   11.50 |       none
  5.230 |     RR |  SWING | MARGINAL |    0.374 |   -9.65 |  -10.00 |  -10.00 |   11.62 |       none
  5.240 |     RR |  SWING | MARGINAL |    0.374 |   -9.66 |  -10.00 |  -10.00 |   11.75 |       none
  5.250 |     RR |  SWING | MARGINAL |    0.375 |   -9.66 |  -10.00 |  -10.00 |   11.88 |       none
  5.260 |     RR |  SWING | MARGINAL |    0.376 |   -9.67 |  -10.00 |  -10.00 |   12.00 |       none
  5.270 |     RR |  SWING | MARGINAL |    0.376 |   -9.68 |  -10.00 |  -10.00 |   12.12 |       none
  5.280 |     RR |  SWING | MARGINAL |    0.377 |   -9.68 |  -10.00 |  -10.00 |   12.25 |       none
  5.290 |     RR |  SWING | MARGINAL |    0.378 |   -9.69 |  -10.00 |  -10.00 |   12.38 |       none
  5.300 |     RR |  SWING | MARGINAL |    0.379 |   -9.69 |  -10.00 |  -10.00 |   12.50 |       none
  5.310 |     RR |  SWING | MARGINAL |    0.379 |   -9.70 |  -10.00 |  -10.00 |   12.62 |       none
  5.320 |     RR |  SWING | MARGINAL |    0.380 |   -9.70 |  -10.00 |  -10.00 |   12.75 |       none
  5.330 |     RR |  SWING | MARGINAL |    0.381 |   -9.71 |  -10.00 |  -10.00 |   12.88 |       none
  5.340 |     RR |  SWING | MARGINAL |    0.381 |   -9.71 |  -10.00 |  -10.00 |   13.00 |       none
  5.350 |     RR |  SWING | MARGINAL |    0.382 |   -9.72 |  -10.00 |  -10.00 |   13.12 |       none
  5.360 |     RR |  SWING | MARGINAL |    0.383 |   -9.72 |  -10.00 |  -10.00 |   13.25 |       none
  5.370 |     RR |  SWING | MARGINAL |    0.384 |   -9.73 |  -10.00 |  -10.00 |   13.38 |       none
  5.380 |     RR |  SWING | MARGINAL |    0.384 |   -9.73 |  -10.00 |  -10.00 |   13.50 |       none
  5.390 |     RR |  SWING | MARGINAL |    0.385 |   -9.73 |  -10.00 |  -10.00 |   13.62 |       none
  5.400 |     RR |  SWING | MARGINAL |    0.386 |   -9.74 |  -10.00 |  -10.00 |   13.75 |       none
  5.410 |     RR |  SWING | MARGINAL |    0.386 |   -9.74 |  -10.00 |  -10.00 |   13.88 |       none
  5.420 |     RR |  SWING | MARGINAL |    0.387 |   -9.75 |  -10.00 |  -10.00 |   14.00 |       none
  5.430 |     RR |  SWING | MARGINAL |    0.388 |   -9.75 |  -10.00 |  -10.00 |   14.12 |       none
  5.440 |     RR |  SWING | MARGINAL |    0.389 |   -9.76 |  -10.00 |  -10.00 |   14.25 |       none
  5.450 |     RR |  SWING | MARGINAL |    0.389 |   -9.76 |  -10.00 |  -10.00 |   14.38 |       none
  5.460 |     RR |  SWING | MARGINAL |    0.390 |   -9.76 |  -10.00 |  -10.00 |   14.50 |       none
  5.470 |     RR |  SWING | MARGINAL |    0.391 |   -9.77 |  -10.00 |  -10.00 |   14.62 |       none
  5.480 |     RR |  SWING | MARGINAL |    0.391 |   -9.77 |  -10.00 |  -10.00 |   14.75 |       none
  5.490 |     RR |  SWING | MARGINAL |    0.392 |   -9.78 |  -10.00 |  -10.00 |   14.88 |       none
  5.500 |     RR | STANCE | MARGINAL |    0.393 |   -9.78 |  -10.00 |  -10.00 |   15.00 |       none
  5.510 |     RR | STANCE | MARGINAL |    0.394 |   -9.78 |  -10.00 |  -10.00 |   14.88 |       none
  5.520 |     RR | STANCE | MARGINAL |    0.394 |   -9.79 |  -10.00 |  -10.00 |   14.75 |       none
  5.530 |     RR | STANCE | MARGINAL |    0.395 |   -9.79 |  -10.00 |  -10.00 |   14.62 |       none
  5.540 |     RR | STANCE | MARGINAL |    0.396 |   -9.79 |  -10.00 |  -10.00 |   14.50 |       none
  5.550 |     RR | STANCE | MARGINAL |    0.396 |   -9.80 |  -10.00 |  -10.00 |   14.38 |       none
  5.560 |     RR | STANCE | MARGINAL |    0.397 |   -9.80 |  -10.00 |  -10.00 |   14.25 |       none
  5.570 |     RR | STANCE | MARGINAL |    0.398 |   -9.80 |  -10.00 |  -10.00 |   14.12 |       none
  5.580 |     RR | STANCE | MARGINAL |    0.399 |   -9.81 |  -10.00 |  -10.00 |   14.00 |       none
  5.590 |     RR | STANCE | MARGINAL |    0.399 |   -9.81 |  -10.00 |  -10.00 |   13.88 |       none
  5.600 |     RR | STANCE | MARGINAL |    0.400 |   -9.81 |  -10.00 |  -10.00 |   13.75 |       none
  5.610 |     RR | STANCE | MARGINAL |    0.401 |   -9.81 |  -10.00 |  -10.00 |   13.62 |       none
  5.620 |     RR | STANCE | MARGINAL |    0.401 |   -9.82 |  -10.00 |  -10.00 |   13.50 |       none
  5.630 |     RR | STANCE | MARGINAL |    0.402 |   -9.82 |  -10.00 |  -10.00 |   13.38 |       none
  5.640 |     RR | STANCE | MARGINAL |    0.403 |   -9.82 |  -10.00 |  -10.00 |   13.25 |       none
  5.650 |     RR | STANCE | MARGINAL |    0.404 |   -9.83 |  -10.00 |  -10.00 |   13.12 |       none
  5.660 |     RR | STANCE | MARGINAL |    0.404 |   -9.83 |  -10.00 |  -10.00 |   13.00 |       none
  5.670 |     RR | STANCE | MARGINAL |    0.405 |   -9.83 |  -10.00 |  -10.00 |   12.88 |       none
  5.680 |     RR | STANCE | MARGINAL |    0.406 |   -9.84 |  -10.00 |  -10.00 |   12.75 |       none
  5.690 |     RR | STANCE | MARGINAL |    0.406 |   -9.84 |  -10.00 |  -10.00 |   12.62 |       none
  5.700 |     RR | STANCE | MARGINAL |    0.407 |   -9.84 |  -10.00 |  -10.00 |   12.50 |       none
  5.710 |     RR | STANCE | MARGINAL |    0.408 |   -9.85 |  -10.00 |  -10.00 |   12.38 |       none
  5.720 |     RR | STANCE | MARGINAL |    0.409 |   -9.85 |  -10.00 |  -10.00 |   12.25 |       none
  5.730 |     RR | STANCE | MARGINAL |    0.409 |   -9.85 |  -10.00 |  -10.00 |   12.12 |       none
  5.740 |     RR | STANCE | MARGINAL |    0.410 |   -9.85 |  -10.00 |  -10.00 |   12.00 |       none
  5.750 |     RR | STANCE | MARGINAL |    0.411 |   -9.86 |  -10.00 |  -10.00 |   11.88 |       none
  5.760 |     RR | STANCE | MARGINAL |    0.411 |   -9.86 |  -10.00 |  -10.00 |   11.75 |       none
  5.770 |     RR | STANCE | MARGINAL |    0.412 |   -9.86 |  -10.00 |  -10.00 |   11.62 |       none
  5.780 |     RR | STANCE | MARGINAL |    0.413 |   -9.86 |  -10.00 |  -10.00 |   11.50 |       none
  5.790 |     RR | STANCE | MARGINAL |    0.414 |   -9.86 |  -10.00 |  -10.00 |   11.38 |       none
  5.800 |     RR | STANCE | MARGINAL |    0.414 |   -9.87 |  -10.00 |  -10.00 |   11.25 |       none
  5.810 |     RR | STANCE | MARGINAL |    0.415 |   -9.87 |  -10.00 |  -10.00 |   11.12 |       none
  5.820 |     RR | STANCE | MARGINAL |    0.416 |   -9.87 |  -10.00 |  -10.00 |   11.00 |       none
  5.830 |     RR | STANCE | MARGINAL |    0.416 |   -9.87 |  -10.00 |  -10.00 |   10.88 |       none
  5.840 |     RR | STANCE | UNSTABLE |    0.417 |   -9.87 |  -10.00 |  -10.00 |   10.75 |       none
  5.850 |     RR | STANCE | UNSTABLE |    0.418 |   -9.88 |  -10.00 |  -10.00 |   10.62 |       none
  5.860 |     RR | STANCE | UNSTABLE |    0.419 |   -9.88 |  -10.00 |  -10.00 |   10.50 |       none
  5.870 |     RR | STANCE | UNSTABLE |    0.419 |   -9.88 |  -10.00 |  -10.00 |   10.38 |       none
  5.880 |     RR | STANCE | MARGINAL |    0.420 |   -9.88 |  -10.00 |  -10.00 |   10.25 |       none
  5.890 |     RR | STANCE | MARGINAL |    0.421 |   -9.88 |  -10.00 |  -10.00 |   10.12 |       none
  5.900 |     RR | STANCE | MARGINAL |    0.421 |   -9.88 |  -10.00 |  -10.00 |   10.00 |       none
  5.910 |     RR | STANCE | MARGINAL |    0.422 |   -9.89 |  -10.00 |  -10.00 |    9.88 |       none
  5.920 |     RR | STANCE | MARGINAL |    0.423 |   -9.89 |  -10.00 |  -10.00 |    9.75 |       none
  5.930 |     RR | STANCE | MARGINAL |    0.424 |   -9.89 |  -10.00 |  -10.00 |    9.62 |       none
  5.940 |     RR | STANCE | MARGINAL |    0.424 |   -9.89 |  -10.00 |  -10.00 |    9.50 |       none
  5.950 |     RR | STANCE | MARGINAL |    0.425 |   -9.89 |  -10.00 |  -10.00 |    9.38 |       none
  5.960 |     RR | STANCE | MARGINAL |    0.426 |   -9.90 |  -10.00 |  -10.00 |    9.25 |       none
  5.970 |     RR | STANCE | MARGINAL |    0.426 |   -9.90 |  -10.00 |  -10.00 |    9.12 |       none
  5.980 |     RR | STANCE | MARGINAL |    0.427 |   -9.90 |  -10.00 |  -10.00 |    9.00 |       none
  5.990 |     RR | STANCE | MARGINAL |    0.428 |   -9.90 |  -10.00 |  -10.00 |    8.88 |       none
  6.000 |     RR | STANCE | MARGINAL |    0.429 |   -9.90 |  -10.00 |  -10.00 |    8.75 |       none
  6.010 |     RR | STANCE | MARGINAL |    0.429 |   -9.91 |  -10.00 |  -10.00 |    8.62 |       none
  6.020 |     RR | STANCE | MARGINAL |    0.430 |   -9.91 |  -10.00 |  -10.00 |    8.50 |       none
  6.030 |     RR | STANCE | MARGINAL |    0.431 |   -9.91 |  -10.00 |  -10.00 |    8.38 |       none
  6.040 |     RR | STANCE | MARGINAL |    0.431 |   -9.91 |  -10.00 |  -10.00 |    8.25 |       none
  6.050 |     RR | STANCE | MARGINAL |    0.432 |   -9.91 |  -10.00 |  -10.00 |    8.12 |       none
  6.060 |     RR | STANCE | MARGINAL |    0.433 |   -9.91 |  -10.00 |  -10.00 |    8.00 |       none
  6.070 |     RR | STANCE | MARGINAL |    0.434 |   -9.91 |  -10.00 |  -10.00 |    7.88 |       none
  6.080 |     RR | STANCE | MARGINAL |    0.434 |   -9.92 |  -10.00 |  -10.00 |    7.75 |       none
  6.090 |     RR | STANCE | MARGINAL |    0.435 |   -9.92 |  -10.00 |  -10.00 |    7.62 |       none
  6.100 |     RR | STANCE | MARGINAL |    0.436 |   -9.92 |  -10.00 |  -10.00 |    7.50 |       none
  6.110 |     RR | STANCE | MARGINAL |    0.436 |   -9.92 |  -10.00 |  -10.00 |    7.38 |       none
  6.120 |     RR | STANCE | MARGINAL |    0.437 |   -9.92 |  -10.00 |  -10.00 |    7.25 |       none
  6.130 |     RR | STANCE | MARGINAL |    0.438 |   -9.92 |  -10.00 |  -10.00 |    7.12 |       none
  6.140 |     RR | STANCE | MARGINAL |    0.439 |   -9.92 |  -10.00 |  -10.00 |    7.00 |       none
  6.150 |     RR | STANCE | MARGINAL |    0.439 |   -9.92 |  -10.00 |  -10.00 |    6.88 |       none
  6.160 |     RR | STANCE | MARGINAL |    0.440 |   -9.92 |  -10.00 |  -10.00 |    6.75 |       none
  6.170 |     RR | STANCE | MARGINAL |    0.441 |   -9.93 |  -10.00 |  -10.00 |    6.62 |       none
  6.180 |     RR | STANCE | MARGINAL |    0.441 |   -9.93 |  -10.00 |  -10.00 |    6.50 |       none
  6.190 |     RR | STANCE | MARGINAL |    0.442 |   -9.93 |  -10.00 |  -10.00 |    6.38 |       none
  6.200 |     RR | STANCE | MARGINAL |    0.443 |   -9.93 |  -10.00 |  -10.00 |    6.25 |       none
  6.210 |     RR | STANCE | MARGINAL |    0.444 |   -9.93 |  -10.00 |  -10.00 |    6.12 |       none
  6.220 |     RR | STANCE | MARGINAL |    0.444 |   -9.93 |  -10.00 |  -10.00 |    6.00 |       none
  6.230 |     RR | STANCE | MARGINAL |    0.445 |   -9.93 |  -10.00 |  -10.00 |    5.88 |       none
  6.240 |     RR | STANCE | MARGINAL |    0.446 |   -9.93 |  -10.00 |  -10.00 |    5.75 |       none
  6.250 |     RR | STANCE | MARGINAL |    0.446 |   -9.93 |  -10.00 |  -10.00 |    5.62 |       none
  6.260 |     RR | STANCE | MARGINAL |    0.447 |   -9.93 |  -10.00 |  -10.00 |    5.50 |       none
  6.270 |     RR | STANCE | MARGINAL |    0.448 |   -9.94 |  -10.00 |  -10.00 |    5.38 |       none
  6.280 |     RR | STANCE | MARGINAL |    0.449 |   -9.94 |  -10.00 |  -10.00 |    5.25 |       none
  6.290 |     RR | STANCE | MARGINAL |    0.449 |   -9.94 |  -10.00 |  -10.00 |    5.12 |       none
  6.300 |     RR | STANCE |   STABLE |    0.450 |   -9.94 |  -10.00 |  -10.00 |    5.00 |       none
  6.310 |     RR | STANCE |   STABLE |    0.451 |   -9.94 |  -10.00 |  -10.00 |    4.88 |       none
  6.320 |     RR | STANCE |   STABLE |    0.451 |   -9.94 |  -10.00 |  -10.00 |    4.75 |       none
  6.330 |     RR | STANCE |   STABLE |    0.452 |   -9.94 |  -10.00 |  -10.00 |    4.62 |       none
  6.340 |     RR | STANCE |   STABLE |    0.453 |   -9.94 |  -10.00 |  -10.00 |    4.50 |       none
  6.350 |     RR | STANCE |   STABLE |    0.454 |   -9.94 |  -10.00 |  -10.00 |    4.38 |       none
  6.360 |     RR | STANCE |   STABLE |    0.454 |   -9.94 |  -10.00 |  -10.00 |    4.25 |       none
  6.370 |     RR | STANCE |   STABLE |    0.455 |   -9.95 |  -10.00 |  -10.00 |    4.12 |       none
  6.380 |     RR | STANCE |   STABLE |    0.456 |   -9.95 |  -10.00 |  -10.00 |    4.00 |       none
  6.390 |     RR | STANCE |   STABLE |    0.456 |   -9.95 |  -10.00 |  -10.00 |    3.88 |       none
  6.400 |     RR | STANCE |   STABLE |    0.457 |   -9.95 |  -10.00 |  -10.00 |    3.75 |       none
  6.410 |     RR | STANCE |   STABLE |    0.458 |   -9.95 |  -10.00 |  -10.00 |    3.62 |       none
  6.420 |     RR | STANCE |   STABLE |    0.459 |   -9.95 |  -10.00 |  -10.00 |    3.50 |       none
  6.430 |     RR | STANCE |   STABLE |    0.459 |   -9.95 |  -10.00 |  -10.00 |    3.38 |       none
  6.440 |     RR | STANCE |   STABLE |    0.460 |   -9.95 |  -10.00 |  -10.00 |    3.25 |       none
  6.450 |     RR | STANCE |   STABLE |    0.461 |   -9.95 |  -10.00 |  -10.00 |    3.12 |       none
  6.460 |     RR | STANCE |   STABLE |    0.461 |   -9.95 |  -10.00 |  -10.00 |    3.00 |       none
  6.470 |     RR | STANCE |   STABLE |    0.462 |   -9.96 |  -10.00 |  -10.00 |    2.88 |       none
  6.480 |     RR | STANCE |   STABLE |    0.463 |   -9.96 |  -10.00 |  -10.00 |    2.75 |       none
  6.490 |     RR | STANCE |   STABLE |    0.464 |   -9.96 |  -10.00 |  -10.00 |    2.62 |       none
  6.500 |     RR | STANCE |   STABLE |    0.464 |   -9.96 |  -10.00 |  -10.00 |    2.50 |       none
  6.510 |     RR | STANCE |   STABLE |    0.465 |   -9.96 |  -10.00 |  -10.00 |    2.38 |       none
  6.520 |     RR | STANCE |   STABLE |    0.466 |   -9.96 |  -10.00 |  -10.00 |    2.25 |       none
  6.530 |     RR | STANCE |   STABLE |    0.466 |   -9.96 |  -10.00 |  -10.00 |    2.12 |       none
  6.540 |     RR | STANCE |   STABLE |    0.467 |   -9.96 |  -10.00 |  -10.00 |    2.00 |       none
  6.550 |     RR | STANCE |   STABLE |    0.468 |   -9.96 |  -10.00 |  -10.00 |    1.88 |       none
  6.560 |     RR | STANCE |   STABLE |    0.469 |   -9.96 |  -10.00 |  -10.00 |    1.75 |       none
  6.570 |     RR | STANCE |   STABLE |    0.469 |   -9.96 |  -10.00 |  -10.00 |    1.62 |       none
  6.580 |     RR | STANCE |   STABLE |    0.470 |   -9.97 |  -10.00 |  -10.00 |    1.50 |       none
  6.590 |     RR | STANCE |   STABLE |    0.471 |   -9.97 |  -10.00 |  -10.00 |    1.38 |       none
  6.600 |     RR | STANCE |   STABLE |    0.471 |   -9.97 |  -10.00 |  -10.00 |    1.25 |       none
  6.610 |     RR | STANCE |   STABLE |    0.472 |   -9.97 |  -10.00 |  -10.00 |    1.12 |       none
  6.620 |     RR | STANCE |   STABLE |    0.473 |   -9.97 |  -10.00 |  -10.00 |    1.00 |       none
  6.630 |     RR | STANCE |   STABLE |    0.474 |   -9.97 |  -10.00 |  -10.00 |    0.88 |       none
  6.640 |     RR | STANCE |   STABLE |    0.474 |   -9.97 |  -10.00 |  -10.00 |    0.75 |       none
  6.650 |     RR | STANCE |   STABLE |    0.475 |   -9.97 |  -10.00 |  -10.00 |    0.62 |       none
  6.660 |     RR | STANCE |   STABLE |    0.476 |   -9.97 |  -10.00 |  -10.00 |    0.50 |       none
  6.670 |     RR | STANCE |   STABLE |    0.476 |   -9.97 |  -10.00 |  -10.00 |    0.38 |       none
  6.680 |     RR | STANCE |   STABLE |    0.477 |   -9.97 |  -10.00 |  -10.00 |    0.25 |       none
  6.690 |     RR | STANCE |   STABLE |    0.478 |   -9.97 |  -10.00 |  -10.00 |    0.12 |       none
  6.700 |     RR | STANCE |   STABLE |    0.479 |   -9.97 |  -10.00 |  -10.00 |    0.00 |       none
  6.710 |     RR | STANCE |   STABLE |    0.479 |   -9.97 |  -10.00 |  -10.00 |   -0.12 |       none
  6.720 |     RR | STANCE |   STABLE |    0.480 |   -9.97 |  -10.00 |  -10.00 |   -0.25 |       none
  6.730 |     RR | STANCE |   STABLE |    0.481 |   -9.97 |  -10.00 |  -10.00 |   -0.38 |       none
  6.740 |     RR | STANCE |   STABLE |    0.481 |   -9.97 |  -10.00 |  -10.00 |   -0.50 |       none
  6.750 |     RR | STANCE |   STABLE |    0.482 |   -9.97 |  -10.00 |  -10.00 |   -0.62 |       none
  6.760 |     RR | STANCE |   STABLE |    0.483 |   -9.97 |  -10.00 |  -10.00 |   -0.75 |       none
  6.770 |     RR | STANCE |   STABLE |    0.484 |   -9.97 |  -10.00 |  -10.00 |   -0.88 |       none
  6.780 |     RR | STANCE |   STABLE |    0.484 |   -9.97 |  -10.00 |  -10.00 |   -1.00 |       none
  6.790 |     RR | STANCE |   STABLE |    0.485 |   -9.97 |  -10.00 |  -10.00 |   -1.12 |       none
  6.800 |     RR | STANCE |   STABLE |    0.486 |   -9.97 |  -10.00 |  -10.00 |   -1.25 |       none
  6.810 |     RR | STANCE |   STABLE |    0.486 |   -9.97 |  -10.00 |  -10.00 |   -1.38 |       none
  6.820 |     RR | STANCE |   STABLE |    0.487 |   -9.97 |  -10.00 |  -10.00 |   -1.50 |       none
  6.830 |     RR | STANCE |   STABLE |    0.488 |   -9.97 |  -10.00 |  -10.00 |   -1.62 |       none
  6.840 |     RR | STANCE |   STABLE |    0.489 |   -9.97 |  -10.00 |  -10.00 |   -1.75 |       none
  6.850 |     RR | STANCE |   STABLE |    0.489 |   -9.97 |  -10.00 |  -10.00 |   -1.88 |       none
  6.860 |     RR | STANCE |   STABLE |    0.490 |   -9.97 |  -10.00 |  -10.00 |   -2.00 |       none
  6.870 |     RR | STANCE |   STABLE |    0.491 |   -9.97 |  -10.00 |  -10.00 |   -2.12 |       none
  6.880 |     RR | STANCE |   STABLE |    0.491 |   -9.97 |  -10.00 |  -10.00 |   -2.25 |       none
  6.890 |     RR | STANCE |   STABLE |    0.492 |   -9.97 |  -10.00 |  -10.00 |   -2.38 |       none
  6.900 |     RR | STANCE |   STABLE |    0.493 |   -9.97 |  -10.00 |  -10.00 |   -2.50 |       none
  6.910 |     RR | STANCE |   STABLE |    0.494 |   -9.97 |  -10.00 |  -10.00 |   -2.62 |       none
  6.920 |     RR | STANCE |   STABLE |    0.494 |   -9.97 |  -10.00 |  -10.00 |   -2.75 |       none
