PHASE 7 - MASTER ANALYSIS LOG
Complete System Behavior — All Scenarios
=================================================================

SCENARIO: Ideal baseline
Final angle      : 91.401 deg
Final temperature: 25.0 C
Final performance: 1.000x
    Time |  Command |   Actual |    Error |   Velocity
   1.590 |   90.000 |   27.059 |   62.941 |     18.000
   1.600 |   90.000 |   27.239 |   62.761 |     18.000
   1.610 |   90.000 |   27.419 |   62.581 |     18.000
   1.620 |   90.000 |   27.599 |   62.401 |     18.000
   1.630 |   90.000 |   27.779 |   62.221 |     18.000
   1.640 |   90.000 |   27.959 |   62.041 |     18.000
   1.650 |   90.000 |   28.139 |   61.861 |     18.000
   1.660 |   90.000 |   28.319 |   61.681 |     18.000
   1.670 |   90.000 |   28.499 |   61.501 |     18.000
   1.680 |   90.000 |   28.679 |   61.321 |     18.000
   1.690 |   90.000 |   28.859 |   61.141 |     18.000
   1.700 |   90.000 |   29.039 |   60.961 |     18.000
   1.710 |   90.000 |   29.219 |   60.781 |     18.000
   1.720 |   90.000 |   29.399 |   60.601 |     18.000
   1.730 |   90.000 |   29.579 |   60.421 |     18.000
   1.740 |   90.000 |   29.759 |   60.241 |     18.000
   1.750 |   90.000 |   29.939 |   60.061 |     18.000
   1.760 |   90.000 |   30.119 |   59.881 |     18.000
   1.770 |   90.000 |   30.299 |   59.701 |     18.000
   1.780 |   90.000 |   30.479 |   59.521 |     18.000
   1.790 |   90.000 |   30.659 |   59.341 |     18.000
   1.800 |   90.000 |   30.839 |   59.161 |     18.000
   1.810 |   90.000 |   31.019 |   58.981 |     18.000
   1.820 |   90.000 |   31.199 |   58.801 |     18.000
   1.830 |   90.000 |   31.379 |   58.621 |     18.000
   1.840 |   90.000 |   31.559 |   58.441 |     18.000
   1.850 |   90.000 |   31.739 |   58.261 |     18.000
   1.860 |   90.000 |   31.919 |   58.081 |     18.000
   1.870 |   90.000 |   32.099 |   57.901 |     18.000
   1.880 |   90.000 |   32.279 |   57.721 |     18.000
   1.890 |   90.000 |   32.459 |   57.541 |     18.000
   1.900 |   90.000 |   32.639 |   57.361 |     18.000
   1.910 |   90.000 |   32.819 |   57.181 |     18.000
   1.920 |   90.000 |   32.999 |   57.001 |     18.000
   1.930 |   90.000 |   33.179 |   56.821 |     18.000
   1.940 |   90.000 |   33.359 |   56.641 |     18.000
   1.950 |   90.000 |   33.539 |   56.461 |     18.000
   1.960 |   90.000 |   33.719 |   56.281 |     18.000
   1.970 |   90.000 |   33.899 |   56.101 |     18.000
   1.980 |   90.000 |   34.079 |   55.921 |     18.000
   1.990 |   90.000 |   34.259 |   55.741 |     18.000
   2.000 |   90.000 |   34.439 |   55.561 |     18.000
   2.010 |   90.000 |   34.619 |   55.381 |     18.000
   2.020 |   90.000 |   34.799 |   55.201 |     18.000
   2.030 |   90.000 |   34.979 |   55.021 |     18.000
   2.040 |   90.000 |   35.159 |   54.841 |     18.000
   2.050 |   90.000 |   35.339 |   54.661 |     18.000
   2.060 |   90.000 |   35.519 |   54.481 |     18.000
   2.070 |   90.000 |   35.699 |   54.301 |     18.000
   2.080 |   90.000 |   35.879 |   54.121 |     18.000
   2.090 |   90.000 |   36.059 |   53.941 |     18.000
   2.100 |   90.000 |   36.239 |   53.761 |     18.000
   2.110 |   90.000 |   36.419 |   53.581 |     18.000
   2.120 |   90.000 |   36.599 |   53.401 |     18.000
   2.130 |   90.000 |   36.779 |   53.221 |     18.000
   2.140 |   90.000 |   36.959 |   53.041 |     18.000
   2.150 |   90.000 |   37.139 |   52.861 |     18.000
   2.160 |   90.000 |   37.319 |   52.681 |     18.000
   2.170 |   90.000 |   37.499 |   52.501 |     18.000
   2.180 |   90.000 |   37.679 |   52.321 |     18.000
   2.190 |   90.000 |   37.859 |   52.141 |     18.000
   2.200 |   90.000 |   38.039 |   51.961 |     18.000
   2.210 |   90.000 |   38.219 |   51.781 |     18.000
   2.220 |   90.000 |   38.399 |   51.601 |     18.000
   2.230 |   90.000 |   38.579 |   51.421 |     18.000
   2.240 |   90.000 |   38.759 |   51.241 |     18.000
   2.250 |   90.000 |   38.939 |   51.061 |     18.000
   2.260 |   90.000 |   39.119 |   50.881 |     18.000
   2.270 |   90.000 |   39.299 |   50.701 |     18.000
   2.280 |   90.000 |   39.479 |   50.521 |     18.000
   2.290 |   90.000 |   39.659 |   50.341 |     18.000
   2.300 |   90.000 |   39.839 |   50.161 |     18.000
   2.310 |   90.000 |   40.019 |   49.981 |     18.000
   2.320 |   90.000 |   40.199 |   49.801 |     18.000
   2.330 |   90.000 |   40.379 |   49.621 |     18.000
   2.340 |   90.000 |   40.559 |   49.441 |     18.000
   2.350 |   90.000 |   40.739 |   49.261 |     18.000
   2.360 |   90.000 |   40.919 |   49.081 |     18.000
   2.370 |   90.000 |   41.099 |   48.901 |     18.000
   2.380 |   90.000 |   41.279 |   48.721 |     18.000
   2.390 |   90.000 |   41.459 |   48.541 |     18.000
   2.400 |   90.000 |   41.639 |   48.361 |     18.000
   2.410 |   90.000 |   41.819 |   48.181 |     18.000
   2.420 |   90.000 |   41.999 |   48.001 |     18.000
   2.430 |   90.000 |   42.179 |   47.821 |     18.000
   2.440 |   90.000 |   42.359 |   47.641 |     18.000
   2.450 |   90.000 |   42.539 |   47.461 |     18.000
   2.460 |   90.000 |   42.719 |   47.281 |     18.000
   2.470 |   90.000 |   42.899 |   47.101 |     18.000
   2.480 |   90.000 |   43.079 |   46.921 |     18.000
   2.490 |   90.000 |   43.259 |   46.741 |     18.000
   2.500 |   90.000 |   43.439 |   46.561 |     18.000
   2.510 |   90.000 |   43.619 |   46.381 |     18.000
   2.520 |   90.000 |   43.799 |   46.201 |     18.000
   2.530 |   90.000 |   43.979 |   46.021 |     18.000
   2.540 |   90.000 |   44.159 |   45.841 |     18.000
   2.550 |   90.000 |   44.339 |   45.661 |     18.000
   2.560 |   90.000 |   44.519 |   45.481 |     18.000
   2.570 |   90.000 |   44.699 |   45.301 |     17.997
   2.580 |   90.000 |   44.879 |   45.121 |     17.992
   2.590 |   90.000 |   45.058 |   44.942 |     17.985
   2.600 |   90.000 |   45.238 |   44.762 |     17.975
   2.610 |   90.000 |   45.418 |   44.582 |     17.963
   2.620 |   90.000 |   45.597 |   44.403 |     17.949
   2.630 |   90.000 |   45.777 |   44.223 |     17.933
   2.640 |   90.000 |   45.956 |   44.044 |     17.915
   2.650 |   90.000 |   46.135 |   43.865 |     17.895
   2.660 |   90.000 |   46.313 |   43.687 |     17.873
   2.670 |   90.000 |   46.492 |   43.508 |     17.850
   2.680 |   90.000 |   46.670 |   43.330 |     17.824
   2.690 |   90.000 |   46.848 |   43.152 |     17.797
   2.700 |   90.000 |   47.026 |   42.974 |     17.769
   2.710 |   90.000 |   47.203 |   42.797 |     17.739
   2.720 |   90.000 |   47.380 |   42.620 |     17.707
   2.730 |   90.000 |   47.557 |   42.443 |     17.674
   2.740 |   90.000 |   47.733 |   42.267 |     17.640
   2.750 |   90.000 |   47.909 |   42.091 |     17.604
   2.760 |   90.000 |   48.085 |   41.915 |     17.567
   2.770 |   90.000 |   48.260 |   41.740 |     17.528
   2.780 |   90.000 |   48.435 |   41.565 |     17.489
   2.790 |   90.000 |   48.610 |   41.390 |     17.448
   2.800 |   90.000 |   48.784 |   41.216 |     17.406
   2.810 |   90.000 |   48.958 |   41.042 |     17.364
   2.820 |   90.000 |   49.131 |   40.869 |     17.320
   2.830 |   90.000 |   49.303 |   40.697 |     17.275
   2.840 |   90.000 |   49.476 |   40.524 |     17.229
   2.850 |   90.000 |   49.648 |   40.352 |     17.183
   2.860 |   90.000 |   49.819 |   40.181 |     17.135
   2.870 |   90.000 |   49.990 |   40.010 |     17.087
   2.880 |   90.000 |   50.160 |   39.840 |     17.038
   2.890 |   90.000 |   50.330 |   39.670 |     16.988
   2.900 |   90.000 |   50.499 |   39.501 |     16.937
   2.910 |   90.000 |   50.668 |   39.332 |     16.886
   2.920 |   90.000 |   50.837 |   39.163 |     16.834
   2.930 |   90.000 |   51.004 |   38.996 |     16.781
   2.940 |   90.000 |   51.172 |   38.828 |     16.728
   2.950 |   90.000 |   51.338 |   38.662 |     16.674
   2.960 |   90.000 |   51.505 |   38.495 |     16.620
   2.970 |   90.000 |   51.670 |   38.330 |     16.565
   2.980 |   90.000 |   51.835 |   38.165 |     16.510
   2.990 |   90.000 |   52.000 |   38.000 |     16.454
   3.000 |   90.000 |   52.164 |   37.836 |     16.398
   3.010 |   90.000 |   52.327 |   37.673 |     16.342
   3.020 |   90.000 |   52.490 |   37.510 |     16.285
   3.030 |   90.000 |   52.652 |   37.348 |     16.227
   3.040 |   90.000 |   52.814 |   37.186 |     16.170
   3.050 |   90.000 |   52.975 |   37.025 |     16.112
   3.060 |   90.000 |   53.136 |   36.864 |     16.053
   3.070 |   90.000 |   53.296 |   36.704 |     15.995
   3.080 |   90.000 |   53.455 |   36.545 |     15.936
   3.090 |   90.000 |   53.614 |   36.386 |     15.876
   3.100 |   90.000 |   53.772 |   36.228 |     15.817
   3.110 |   90.000 |   53.930 |   36.070 |     15.757
   3.120 |   90.000 |   54.087 |   35.913 |     15.698
   3.130 |   90.000 |   54.243 |   35.757 |     15.638
   3.140 |   90.000 |   54.399 |   35.601 |     15.577
   3.150 |   90.000 |   54.554 |   35.446 |     15.517
   3.160 |   90.000 |   54.708 |   35.292 |     15.457
   3.170 |   90.000 |   54.862 |   35.138 |     15.396
   3.180 |   90.000 |   55.016 |   34.984 |     15.335
   3.190 |   90.000 |   55.169 |   34.831 |     15.275
   3.200 |   90.000 |   55.321 |   34.679 |     15.214
   3.210 |   90.000 |   55.472 |   34.528 |     15.153
   3.220 |   90.000 |   55.623 |   34.377 |     15.092
   3.230 |   90.000 |   55.773 |   34.227 |     15.031
   3.240 |   90.000 |   55.923 |   34.077 |     14.970
   3.250 |   90.000 |   56.072 |   33.928 |     14.909
   3.260 |   90.000 |   56.221 |   33.779 |     14.848
   3.270 |   90.000 |   56.369 |   33.631 |     14.786
   3.280 |   90.000 |   56.516 |   33.484 |     14.725
   3.290 |   90.000 |   56.662 |   33.338 |     14.664
   3.300 |   90.000 |   56.809 |   33.191 |     14.603
   3.310 |   90.000 |   56.954 |   33.046 |     14.542
   3.320 |   90.000 |   57.099 |   32.901 |     14.481
   3.330 |   90.000 |   57.243 |   32.757 |     14.420
   3.340 |   90.000 |   57.387 |   32.613 |     14.359
   3.350 |   90.000 |   57.530 |   32.470 |     14.298
   3.360 |   90.000 |   57.672 |   32.328 |     14.238
   3.370 |   90.000 |   57.814 |   32.186 |     14.177
   3.380 |   90.000 |   57.955 |   32.045 |     14.116
   3.390 |   90.000 |   58.095 |   31.905 |     14.056
   3.400 |   90.000 |   58.235 |   31.765 |     13.996
   3.410 |   90.000 |   58.375 |   31.625 |     13.935
   3.420 |   90.000 |   58.513 |   31.487 |     13.875
   3.430 |   90.000 |   58.652 |   31.348 |     13.815
   3.440 |   90.000 |   58.789 |   31.211 |     13.755
   3.450 |   90.000 |   58.926 |   31.074 |     13.695
   3.460 |   90.000 |   59.062 |   30.938 |     13.636
   3.470 |   90.000 |   59.198 |   30.802 |     13.576
   3.480 |   90.000 |   59.333 |   30.667 |     13.517
   3.490 |   90.000 |   59.468 |   30.532 |     13.458
   3.500 |   90.000 |   59.602 |   30.398 |     13.398
   3.510 |   90.000 |   59.735 |   30.265 |     13.340
   3.520 |   90.000 |   59.868 |   30.132 |     13.281
   3.530 |   90.000 |   60.000 |   30.000 |     13.222
   3.540 |   90.000 |   60.132 |   29.868 |     13.164
   3.550 |   90.000 |   60.263 |   29.737 |     13.105
   3.560 |   90.000 |   60.394 |   29.606 |     13.047
   3.570 |   90.000 |   60.523 |   29.477 |     12.989
   3.580 |   90.000 |   60.653 |   29.347 |     12.932
   3.590 |   90.000 |   60.781 |   29.219 |     12.874
   3.600 |   90.000 |   60.910 |   29.090 |     12.817
   3.610 |   90.000 |   61.037 |   28.963 |     12.759
   3.620 |   90.000 |   61.164 |   28.836 |     12.702
   3.630 |   90.000 |   61.291 |   28.709 |     12.646
   3.640 |   90.000 |   61.417 |   28.583 |     12.589
   3.650 |   90.000 |   61.542 |   28.458 |     12.533
   3.660 |   90.000 |   61.667 |   28.333 |     12.476
   3.670 |   90.000 |   61.791 |   28.209 |     12.420
   3.680 |   90.000 |   61.915 |   28.085 |     12.365
   3.690 |   90.000 |   62.038 |   27.962 |     12.309
   3.700 |   90.000 |   62.160 |   27.840 |     12.254
   3.710 |   90.000 |   62.282 |   27.718 |     12.198
   3.720 |   90.000 |   62.404 |   27.596 |     12.143
   3.730 |   90.000 |   62.525 |   27.475 |     12.089
   3.740 |   90.000 |   62.645 |   27.355 |     12.034
   3.750 |   90.000 |   62.765 |   27.235 |     11.980
   3.760 |   90.000 |   62.884 |   27.116 |     11.926
   3.770 |   90.000 |   63.003 |   26.997 |     11.872
   3.780 |   90.000 |   63.121 |   26.879 |     11.818
   3.790 |   90.000 |   63.238 |   26.762 |     11.764
   3.800 |   90.000 |   63.356 |   26.644 |     11.711
   3.810 |   90.000 |   63.472 |   26.528 |     11.658
   3.820 |   90.000 |   63.588 |   26.412 |     11.605
   3.830 |   90.000 |   63.704 |   26.296 |     11.553
   3.840 |   90.000 |   63.819 |   26.181 |     11.500
   3.850 |   90.000 |   63.933 |   26.067 |     11.448
   3.860 |   90.000 |   64.047 |   25.953 |     11.396
   3.870 |   90.000 |   64.161 |   25.839 |     11.344
   3.880 |   90.000 |   64.274 |   25.726 |     11.293
   3.890 |   90.000 |   64.386 |   25.614 |     11.242
   3.900 |   90.000 |   64.498 |   25.502 |     11.191
   3.910 |   90.000 |   64.609 |   25.391 |     11.140
   3.920 |   90.000 |   64.720 |   25.280 |     11.089
   3.930 |   90.000 |   64.831 |   25.169 |     11.039
   3.940 |   90.000 |   64.940 |   25.060 |     10.989
   3.950 |   90.000 |   65.050 |   24.950 |     10.939
   3.960 |   90.000 |   65.159 |   24.841 |     10.889
   3.970 |   90.000 |   65.267 |   24.733 |     10.839
   3.980 |   90.000 |   65.375 |   24.625 |     10.790
   3.990 |   90.000 |   65.482 |   24.518 |     10.741
   4.000 |   90.000 |   65.589 |   24.411 |     10.692
   4.010 |   90.000 |   65.696 |   24.304 |     10.644
   4.020 |   90.000 |   65.802 |   24.198 |     10.595
   4.030 |   90.000 |   65.907 |   24.093 |     10.547
   4.040 |   90.000 |   66.012 |   23.988 |     10.499
   4.050 |   90.000 |   66.117 |   23.883 |     10.451
   4.060 |   90.000 |   66.221 |   23.779 |     10.404
   4.070 |   90.000 |   66.324 |   23.676 |     10.356
   4.080 |   90.000 |   66.427 |   23.573 |     10.309
   4.090 |   90.000 |   66.530 |   23.470 |     10.262
   4.100 |   90.000 |   66.632 |   23.368 |     10.216
   4.110 |   90.000 |   66.734 |   23.266 |     10.169
   4.120 |   90.000 |   66.835 |   23.165 |     10.123
   4.130 |   90.000 |   66.936 |   23.064 |     10.077
   4.140 |   90.000 |   67.036 |   22.964 |     10.031
   4.150 |   90.000 |   67.136 |   22.864 |      9.986
   4.160 |   90.000 |   67.235 |   22.765 |      9.940
   4.170 |   90.000 |   67.334 |   22.666 |      9.895
   4.180 |   90.000 |   67.433 |   22.567 |      9.850
   4.190 |   90.000 |   67.531 |   22.469 |      9.806
   4.200 |   90.000 |   67.629 |   22.371 |      9.761
   4.210 |   90.000 |   67.726 |   22.274 |      9.717
   4.220 |   90.000 |   67.822 |   22.178 |      9.673
   4.230 |   90.000 |   67.919 |   22.081 |      9.629
   4.240 |   90.000 |   68.015 |   21.985 |      9.585
   4.250 |   90.000 |   68.110 |   21.890 |      9.542
   4.260 |   90.000 |   68.205 |   21.795 |      9.498
   4.270 |   90.000 |   68.300 |   21.700 |      9.455
   4.280 |   90.000 |   68.394 |   21.606 |      9.413
   4.290 |   90.000 |   68.487 |   21.513 |      9.370
   4.300 |   90.000 |   68.581 |   21.419 |      9.328
   4.310 |   90.000 |   68.673 |   21.327 |      9.285
   4.320 |   90.000 |   68.766 |   21.234 |      9.243
   4.330 |   90.000 |   68.858 |   21.142 |      9.201
   4.340 |   90.000 |   68.950 |   21.050 |      9.160
   4.350 |   90.000 |   69.041 |   20.959 |      9.118
   4.360 |   90.000 |   69.131 |   20.869 |      9.077
   4.370 |   90.000 |   69.222 |   20.778 |      9.036
   4.380 |   90.000 |   69.312 |   20.688 |      8.995
   4.390 |   90.000 |   69.401 |   20.599 |      8.955
   4.400 |   90.000 |   69.491 |   20.509 |      8.914
   4.410 |   90.000 |   69.579 |   20.421 |      8.874
   4.420 |   90.000 |   69.668 |   20.332 |      8.834
   4.430 |   90.000 |   69.756 |   20.244 |      8.794
   4.440 |   90.000 |   69.843 |   20.157 |      8.755
   4.450 |   90.000 |   69.930 |   20.070 |      8.715
   4.460 |   90.000 |   70.017 |   19.983 |      8.676
   4.470 |   90.000 |   70.103 |   19.897 |      8.637
   4.480 |   90.000 |   70.189 |   19.811 |      8.598
   4.490 |   90.000 |   70.275 |   19.725 |      8.559
   4.500 |   90.000 |   70.360 |   19.640 |      8.521
   4.510 |   90.000 |   70.445 |   19.555 |      8.482
   4.520 |   90.000 |   70.529 |   19.471 |      8.444
   4.530 |   90.000 |   70.613 |   19.387 |      8.406
   4.540 |   90.000 |   70.697 |   19.303 |      8.368
   4.550 |   90.000 |   70.780 |   19.220 |      8.331
   4.560 |   90.000 |   70.863 |   19.137 |      8.293
   4.570 |   90.000 |   70.946 |   19.054 |      8.256
   4.580 |   90.000 |   71.028 |   18.972 |      8.219
   4.590 |   90.000 |   71.110 |   18.890 |      8.182
   4.600 |   90.000 |   71.191 |   18.809 |      8.146
   4.610 |   90.000 |   71.272 |   18.728 |      8.109
   4.620 |   90.000 |   71.353 |   18.647 |      8.073
   4.630 |   90.000 |   71.434 |   18.566 |      8.037
   4.640 |   90.000 |   71.514 |   18.486 |      8.001
   4.650 |   90.000 |   71.593 |   18.407 |      7.965
   4.660 |   90.000 |   71.673 |   18.327 |      7.929
   4.670 |   90.000 |   71.751 |   18.249 |      7.894
   4.680 |   90.000 |   71.830 |   18.170 |      7.858
   4.690 |   90.000 |   71.908 |   18.092 |      7.823
   4.700 |   90.000 |   71.986 |   18.014 |      7.788
   4.710 |   90.000 |   72.064 |   17.936 |      7.753
   4.720 |   90.000 |   72.141 |   17.859 |      7.719
   4.730 |   90.000 |   72.218 |   17.782 |      7.684
   4.740 |   90.000 |   72.294 |   17.706 |      7.650
   4.750 |   90.000 |   72.370 |   17.630 |      7.616
   4.760 |   90.000 |   72.446 |   17.554 |      7.582
   4.770 |   90.000 |   72.522 |   17.478 |      7.548
   4.780 |   90.000 |   72.597 |   17.403 |      7.515
   4.790 |   90.000 |   72.672 |   17.328 |      7.481
   4.800 |   90.000 |   72.746 |   17.254 |      7.448
   4.810 |   90.000 |   72.820 |   17.180 |      7.415
   4.820 |   90.000 |   72.894 |   17.106 |      7.382
   4.830 |   90.000 |   72.968 |   17.032 |      7.349
   4.840 |   90.000 |   73.041 |   16.959 |      7.316
   4.850 |   90.000 |   73.114 |   16.886 |      7.284
   4.860 |   90.000 |   73.186 |   16.814 |      7.251
   4.870 |   90.000 |   73.258 |   16.742 |      7.219
   4.880 |   90.000 |   73.330 |   16.670 |      7.187
   4.890 |   90.000 |   73.402 |   16.598 |      7.155
   4.900 |   90.000 |   73.473 |   16.527 |      7.123
   4.910 |   90.000 |   73.544 |   16.456 |      7.092
   4.920 |   90.000 |   73.614 |   16.386 |      7.060
   4.930 |   90.000 |   73.685 |   16.315 |      7.029
   4.940 |   90.000 |   73.755 |   16.245 |      6.998
   4.950 |   90.000 |   73.824 |   16.176 |      6.967
   4.960 |   90.000 |   73.894 |   16.106 |      6.936
   4.970 |   90.000 |   73.963 |   16.037 |      6.905
   4.980 |   90.000 |   74.032 |   15.968 |      6.875
   4.990 |   90.000 |   74.100 |   15.900 |      6.844
   5.000 |   90.000 |   74.168 |   15.832 |      6.814
   5.010 |   90.000 |   74.236 |   15.764 |      6.784
   5.020 |   90.000 |   74.304 |   15.696 |      6.754
   5.030 |   90.000 |   74.371 |   15.629 |      6.724
   5.040 |   90.000 |   74.438 |   15.562 |      6.694
   5.050 |   90.000 |   74.504 |   15.496 |      6.665
   5.060 |   90.000 |   74.571 |   15.429 |      6.636
   5.070 |   90.000 |   74.637 |   15.363 |      6.606
   5.080 |   90.000 |   74.703 |   15.297 |      6.577
   5.090 |   90.000 |   74.768 |   15.232 |      6.548
   5.100 |   90.000 |   74.833 |   15.167 |      6.519
   5.110 |   90.000 |   74.898 |   15.102 |      6.491
   5.120 |   90.000 |   74.963 |   15.037 |      6.462
   5.130 |   90.000 |   75.027 |   14.973 |      6.433
   5.140 |   90.000 |   75.091 |   14.909 |      6.405
   5.150 |   90.000 |   75.155 |   14.845 |      6.377
   5.160 |   90.000 |   75.218 |   14.782 |      6.349
   5.170 |   90.000 |   75.282 |   14.718 |      6.321
   5.180 |   90.000 |   75.345 |   14.655 |      6.293
   5.190 |   90.000 |   75.407 |   14.593 |      6.266
   5.200 |   90.000 |   75.470 |   14.530 |      6.238
   5.210 |   90.000 |   75.532 |   14.468 |      6.211
   5.220 |   90.000 |   75.593 |   14.407 |      6.183
   5.230 |   90.000 |   75.655 |   14.345 |      6.156
   5.240 |   90.000 |   75.716 |   14.284 |      6.129
   5.250 |   90.000 |   75.777 |   14.223 |      6.102
   5.260 |   90.000 |   75.838 |   14.162 |      6.076
   5.270 |   90.000 |   75.899 |   14.101 |      6.049
   5.280 |   90.000 |   75.959 |   14.041 |      6.022
   5.290 |   90.000 |   76.019 |   13.981 |      5.996
   5.300 |   90.000 |   76.079 |   13.921 |      5.970
   5.310 |   90.000 |   76.138 |   13.862 |      5.944
   5.320 |   90.000 |   76.197 |   13.803 |      5.918
   5.330 |   90.000 |   76.256 |   13.744 |      5.892
   5.340 |   90.000 |   76.315 |   13.685 |      5.866
   5.350 |   90.000 |   76.373 |   13.627 |      5.840
   5.360 |   90.000 |   76.431 |   13.569 |      5.815
   5.370 |   90.000 |   76.489 |   13.511 |      5.789
   5.380 |   90.000 |   76.547 |   13.453 |      5.764
   5.390 |   90.000 |   76.604 |   13.396 |      5.739
   5.400 |   90.000 |   76.661 |   13.339 |      5.714
   5.410 |   90.000 |   76.718 |   13.282 |      5.689
   5.420 |   90.000 |   76.775 |   13.225 |      5.664
   5.430 |   90.000 |   76.831 |   13.169 |      5.639
   5.440 |   90.000 |   76.887 |   13.113 |      5.615
   5.450 |   90.000 |   76.943 |   13.057 |      5.590
   5.460 |   90.000 |   76.999 |   13.001 |      5.566
   5.470 |   90.000 |   77.054 |   12.946 |      5.542
   5.480 |   90.000 |   77.110 |   12.890 |      5.518
   5.490 |   90.000 |   77.164 |   12.836 |      5.493
   5.500 |   90.000 |   77.219 |   12.781 |      5.470
   5.510 |   90.000 |   77.274 |   12.726 |      5.446
   5.520 |   90.000 |   77.328 |   12.672 |      5.422
   5.530 |   90.000 |   77.382 |   12.618 |      5.398
   5.540 |   90.000 |   77.436 |   12.564 |      5.375
   5.550 |   90.000 |   77.489 |   12.511 |      5.352
   5.560 |   90.000 |   77.542 |   12.458 |      5.328
   5.570 |   90.000 |   77.595 |   12.405 |      5.305
   5.580 |   90.000 |   77.648 |   12.352 |      5.282
   5.590 |   90.000 |   77.701 |   12.299 |      5.259
   5.600 |   90.000 |   77.753 |   12.247 |      5.236
   5.610 |   90.000 |   77.805 |   12.195 |      5.214
   5.620 |   90.000 |   77.857 |   12.143 |      5.191
   5.630 |   90.000 |   77.909 |   12.091 |      5.168
   5.640 |   90.000 |   77.960 |   12.040 |      5.146
   5.650 |   90.000 |   78.012 |   11.988 |      5.124
   5.660 |   90.000 |   78.063 |   11.937 |      5.101
   5.670 |   90.000 |   78.113 |   11.887 |      5.079
   5.680 |   90.000 |   78.164 |   11.836 |      5.057
   5.690 |   90.000 |   78.214 |   11.786 |      5.035
   5.700 |   90.000 |   78.264 |   11.736 |      5.013
   5.710 |   90.000 |   78.314 |   11.686 |      4.992
   5.720 |   90.000 |   78.364 |   11.636 |      4.970
   5.730 |   90.000 |   78.414 |   11.586 |      4.949
   5.740 |   90.000 |   78.463 |   11.537 |      4.927
   5.750 |   90.000 |   78.512 |   11.488 |      4.906
   5.760 |   90.000 |   78.561 |   11.439 |      4.885
   5.770 |   90.000 |   78.609 |   11.391 |      4.863
   5.780 |   90.000 |   78.658 |   11.342 |      4.842
   5.790 |   90.000 |   78.706 |   11.294 |      4.821
   5.800 |   90.000 |   78.754 |   11.246 |      4.801
   5.810 |   90.000 |   78.802 |   11.198 |      4.780
   5.820 |   90.000 |   78.849 |   11.151 |      4.759
   5.830 |   90.000 |   78.897 |   11.103 |      4.739
   5.840 |   90.000 |   78.944 |   11.056 |      4.718
   5.850 |   90.000 |   78.991 |   11.009 |      4.698
   5.860 |   90.000 |   79.038 |   10.962 |      4.677
   5.870 |   90.000 |   79.084 |   10.916 |      4.657
   5.880 |   90.000 |   79.131 |   10.869 |      4.637
   5.890 |   90.000 |   79.177 |   10.823 |      4.617
   5.900 |   90.000 |   79.223 |   10.777 |      4.597
   5.910 |   90.000 |   79.269 |   10.731 |      4.577
   5.920 |   90.000 |   79.314 |   10.686 |      4.558
   5.930 |   90.000 |   79.360 |   10.640 |      4.538
   5.940 |   90.000 |   79.405 |   10.595 |      4.518
   5.950 |   90.000 |   79.450 |   10.550 |      4.499
   5.960 |   90.000 |   79.495 |   10.505 |      4.480
   5.970 |   90.000 |   79.539 |   10.461 |      4.460
   5.980 |   90.000 |   79.584 |   10.416 |      4.441
   5.990 |   90.000 |   79.628 |   10.372 |      4.422
   6.000 |   90.000 |   79.672 |   10.328 |      4.403
   6.010 |   90.000 |   79.716 |   10.284 |      4.384
   6.020 |   90.000 |   79.759 |   10.241 |      4.365
   6.030 |   90.000 |   79.803 |   10.197 |      4.346
   6.040 |   90.000 |   79.846 |   10.154 |      4.327
   6.050 |   90.000 |   79.889 |   10.111 |      4.309
   6.060 |   90.000 |   79.932 |   10.068 |      4.290
   6.070 |   90.000 |   79.975 |   10.025 |      4.272
   6.080 |   90.000 |   80.017 |    9.983 |      4.253
   6.090 |   90.000 |   80.060 |    9.940 |      4.235
   6.100 |   90.000 |   80.102 |    9.898 |      4.217
   6.110 |   90.000 |   80.144 |    9.856 |      4.199
   6.120 |   90.000 |   80.186 |    9.814 |      4.181
   6.130 |   90.000 |   80.227 |    9.773 |      4.163
   6.140 |   90.000 |   80.269 |    9.731 |      4.145
   6.150 |   90.000 |   80.310 |    9.690 |      4.127
   6.160 |   90.000 |   80.351 |    9.649 |      4.109
   6.170 |   90.000 |   80.392 |    9.608 |      4.092
   6.180 |   90.000 |   80.433 |    9.567 |      4.074
   6.190 |   90.000 |   80.473 |    9.527 |      4.057
   6.200 |   90.000 |   80.514 |    9.486 |      4.039
   6.210 |   90.000 |   80.554 |    9.446 |      4.022
   6.220 |   90.000 |   80.594 |    9.406 |      4.005
   6.230 |   90.000 |   80.634 |    9.366 |      3.987
   6.240 |   90.000 |   80.673 |    9.327 |      3.970
   6.250 |   90.000 |   80.713 |    9.287 |      3.953
   6.260 |   90.000 |   80.752 |    9.248 |      3.936
   6.270 |   90.000 |   80.792 |    9.208 |      3.919
   6.280 |   90.000 |   80.831 |    9.169 |      3.903
   6.290 |   90.000 |   80.869 |    9.131 |      3.886
   6.300 |   90.000 |   80.908 |    9.092 |      3.869
   6.310 |   90.000 |   80.947 |    9.053 |      3.853
   6.320 |   90.000 |   80.985 |    9.015 |      3.836
   6.330 |   90.000 |   81.023 |    8.977 |      3.820
   6.340 |   90.000 |   81.061 |    8.939 |      3.803
   6.350 |   90.000 |   81.099 |    8.901 |      3.787
   6.360 |   90.000 |   81.137 |    8.863 |      3.771
