PHASE 7 - MASTER ANALYSIS LOG
Complete System Behavior — All Scenarios
=================================================================

SCENARIO: Ideal baseline
Final angle      : 91.401 deg
Final temperature: 25.0 C
Final performance: 1.000x
    Time |  Command |   Actual |    Error |   Velocity
-------------------------------------------------------
   0.010 |   90.000 |    0.013 |   89.987 |      0.000
   0.020 |   90.000 |    0.026 |   89.974 |      1.280
   0.030 |   90.000 |    0.051 |   89.949 |      2.547
   0.040 |   90.000 |    0.089 |   89.911 |      3.801
   0.050 |   90.000 |    0.140 |   89.860 |      5.042
   0.060 |   90.000 |    0.202 |   89.798 |      6.270
   0.070 |   90.000 |    0.277 |   89.723 |      7.485
   0.080 |   90.000 |    0.364 |   89.636 |      8.687
   0.090 |   90.000 |    0.463 |   89.537 |      9.877
   0.100 |   90.000 |    0.573 |   89.427 |     11.054
   0.110 |   90.000 |    0.695 |   89.305 |     12.220
   0.120 |   90.000 |    0.829 |   89.171 |     13.373
   0.130 |   90.000 |    0.974 |   89.026 |     14.514
   0.140 |   90.000 |    1.131 |   88.869 |     15.643
   0.150 |   90.000 |    1.298 |   88.702 |     16.760
   0.160 |   90.000 |    1.477 |   88.523 |     17.866
   0.170 |   90.000 |    1.657 |   88.343 |     18.000
   0.180 |   90.000 |    1.837 |   88.163 |     18.000
   0.190 |   90.000 |    2.017 |   87.983 |     18.000
   0.200 |   90.000 |    2.197 |   87.803 |     18.000
   0.210 |   90.000 |    2.377 |   87.623 |     18.000
   0.220 |   90.000 |    2.557 |   87.443 |     18.000
   0.230 |   90.000 |    2.737 |   87.263 |     18.000
   0.240 |   90.000 |    2.917 |   87.083 |     18.000
   0.250 |   90.000 |    3.097 |   86.903 |     18.000
   0.260 |   90.000 |    3.277 |   86.723 |     18.000
   0.270 |   90.000 |    3.457 |   86.543 |     18.000
   0.280 |   90.000 |    3.637 |   86.363 |     18.000
   0.290 |   90.000 |    3.817 |   86.183 |     18.000
   0.300 |   90.000 |    3.997 |   86.003 |     18.000
   0.310 |   90.000 |    4.177 |   85.823 |     18.000
   0.320 |   90.000 |    4.357 |   85.643 |     18.000
   0.330 |   90.000 |    4.537 |   85.463 |     18.000
   0.340 |   90.000 |    4.717 |   85.283 |     18.000
   0.350 |   90.000 |    4.897 |   85.103 |     18.000
   0.360 |   90.000 |    5.077 |   84.923 |     18.000
   0.370 |   90.000 |    5.257 |   84.743 |     18.000
   0.380 |   90.000 |    5.437 |   84.563 |     18.000
   0.390 |   90.000 |    5.617 |   84.383 |     18.000
   0.400 |   90.000 |    5.797 |   84.203 |     18.000
   0.410 |   90.000 |    5.977 |   84.023 |     18.000
   0.420 |   90.000 |    6.157 |   83.843 |     18.000
   0.430 |   90.000 |    6.337 |   83.663 |     18.000
   0.440 |   90.000 |    6.517 |   83.483 |     18.000
   0.450 |   90.000 |    6.697 |   83.303 |     18.000
   0.460 |   90.000 |    6.877 |   83.123 |     18.000
   0.470 |   90.000 |    7.057 |   82.943 |     18.000
   0.480 |   90.000 |    7.237 |   82.763 |     18.000
   0.490 |   90.000 |    7.417 |   82.583 |     18.000
   0.500 |   90.000 |    7.597 |   82.403 |     18.000
   0.510 |   90.000 |    7.777 |   82.223 |     18.000
   0.520 |   90.000 |    7.957 |   82.043 |     18.000
   0.530 |   90.000 |    8.137 |   81.863 |     18.000
   0.540 |   90.000 |    8.317 |   81.683 |     18.000
   0.550 |   90.000 |    8.497 |   81.503 |     18.000
   0.560 |   90.000 |    8.677 |   81.323 |     18.000
   0.570 |   90.000 |    8.857 |   81.143 |     18.000
   0.580 |   90.000 |    9.037 |   80.963 |     18.000
   0.590 |   90.000 |    9.217 |   80.783 |     18.000
   0.600 |   90.000 |    9.397 |   80.603 |     18.000
   0.610 |   90.000 |    9.577 |   80.423 |     18.000
   0.620 |   90.000 |    9.757 |   80.243 |     18.000
   0.630 |   90.000 |    9.937 |   80.063 |     18.000
   0.640 |   90.000 |   10.117 |   79.883 |     18.000
   0.650 |   90.000 |   10.297 |   79.703 |     18.000
   0.660 |   90.000 |   10.477 |   79.523 |     18.000
   0.670 |   90.000 |   10.657 |   79.343 |     18.000
   0.680 |   90.000 |   10.837 |   79.163 |     18.000
   0.690 |   90.000 |   11.017 |   78.983 |     18.000
   0.700 |   90.000 |   11.197 |   78.803 |     18.000
   0.710 |   90.000 |   11.377 |   78.623 |     18.000
   0.720 |   90.000 |   11.557 |   78.443 |     18.000
   0.730 |   90.000 |   11.737 |   78.263 |     18.000
   0.740 |   90.000 |   11.917 |   78.083 |     18.000
   0.750 |   90.000 |   12.097 |   77.903 |     18.000
   0.760 |   90.000 |   12.277 |   77.723 |     18.000
   0.770 |   90.000 |   12.457 |   77.543 |     18.000
   0.780 |   90.000 |   12.637 |   77.363 |     18.000
   0.790 |   90.000 |   12.817 |   77.183 |     18.000
   0.800 |   90.000 |   12.997 |   77.003 |     18.000
   0.810 |   90.000 |   13.177 |   76.823 |     18.000
   0.820 |   90.000 |   13.357 |   76.643 |     18.000
   0.830 |   90.000 |   13.537 |   76.463 |     18.000
   0.840 |   90.000 |   13.717 |   76.283 |     18.000
   0.850 |   90.000 |   13.897 |   76.103 |     18.000
   0.860 |   90.000 |   14.077 |   75.923 |     18.000
   0.870 |   90.000 |   14.257 |   75.743 |     18.000
   0.880 |   90.000 |   14.437 |   75.563 |     18.000
   0.890 |   90.000 |   14.617 |   75.383 |     18.000
   0.900 |   90.000 |   14.797 |   75.203 |     18.000
   0.910 |   90.000 |   14.977 |   75.023 |     18.000
   0.920 |   90.000 |   15.157 |   74.843 |     18.000
   0.930 |   90.000 |   15.337 |   74.663 |     18.000
   0.940 |   90.000 |   15.517 |   74.483 |     18.000
   0.950 |   90.000 |   15.697 |   74.303 |     18.000
   0.960 |   90.000 |   15.877 |   74.123 |     18.000
   0.970 |   90.000 |   16.057 |   73.943 |     18.000
   0.980 |   90.000 |   16.237 |   73.763 |     18.000
   0.990 |   90.000 |   16.417 |   73.583 |     18.000
   1.000 |   90.000 |   16.597 |   73.403 |     18.000
   1.010 |   90.000 |   16.777 |   73.223 |     18.000
   1.020 |   90.000 |   16.957 |   73.043 |     18.000
   1.030 |   90.000 |   17.137 |   72.863 |     18.000
   1.040 |   90.000 |   17.317 |   72.683 |     18.000
   1.050 |   90.000 |   17.497 |   72.503 |     18.000
   1.060 |   90.000 |   17.677 |   72.323 |     18.000
   1.070 |   90.000 |   17.857 |   72.143 |     18.000
   1.080 |   90.000 |   18.037 |   71.963 |     18.000
   1.090 |   90.000 |   18.217 |   71.783 |     18.000
   1.100 |   90.000 |   18.397 |   71.603 |     18.000
   1.110 |   90.000 |   18.577 |   71.423 |     18.000
   1.120 |   90.000 |   18.757 |   71.243 |     18.000
   1.130 |   90.000 |   18.937 |   71.063 |     18.000
   1.140 |   90.000 |   19.117 |   70.883 |     18.000
   1.150 |   90.000 |   19.297 |   70.703 |     18.000
   1.160 |   90.000 |   19.477 |   70.523 |     18.000
   1.170 |   90.000 |   19.657 |   70.343 |     18.000
   1.180 |   90.000 |   19.837 |   70.163 |     18.000
   1.190 |   90.000 |   20.017 |   69.983 |     18.000
   1.200 |   90.000 |   20.197 |   69.803 |     18.000
   1.210 |   90.000 |   20.377 |   69.623 |     18.000
   1.220 |   90.000 |   20.557 |   69.443 |     18.000
   1.230 |   90.000 |   20.737 |   69.263 |     18.000
   1.240 |   90.000 |   20.917 |   69.083 |     18.000
   1.250 |   90.000 |   21.097 |   68.903 |     18.000
   1.260 |   90.000 |   21.277 |   68.723 |     18.000
   1.270 |   90.000 |   21.457 |   68.543 |     18.000
   1.280 |   90.000 |   21.637 |   68.363 |     18.000
   1.290 |   90.000 |   21.817 |   68.183 |     18.000
   1.300 |   90.000 |   21.997 |   68.003 |     18.000
   1.310 |   90.000 |   22.177 |   67.823 |     18.000
   1.320 |   90.000 |   22.357 |   67.643 |     18.000
   1.330 |   90.000 |   22.537 |   67.463 |     18.000
   1.340 |   90.000 |   22.717 |   67.283 |     18.000
   1.350 |   90.000 |   22.897 |   67.103 |     18.000
   1.360 |   90.000 |   23.077 |   66.923 |     18.000
   1.370 |   90.000 |   23.257 |   66.743 |     18.000
   1.380 |   90.000 |   23.437 |   66.563 |     18.000
   1.390 |   90.000 |   23.617 |   66.383 |     18.000
   1.400 |   90.000 |   23.797 |   66.203 |     18.000
   1.410 |   90.000 |   23.977 |   66.023 |     18.000
   1.420 |   90.000 |   24.157 |   65.843 |     18.000
   1.430 |   90.000 |   24.337 |   65.663 |     18.000
   1.440 |   90.000 |   24.517 |   65.483 |     18.000
   1.450 |   90.000 |   24.697 |   65.303 |     18.000
   1.460 |   90.000 |   24.877 |   65.123 |     18.000
   1.470 |   90.000 |   25.057 |   64.943 |     18.000
   1.480 |   90.000 |   25.237 |   64.763 |     18.000
   1.490 |   90.000 |   25.417 |   64.583 |     18.000
   1.500 |   90.000 |   25.597 |   64.403 |     18.000
   1.510 |   90.000 |   25.777 |   64.223 |     18.000
   1.520 |   90.000 |   25.957 |   64.043 |     18.000
   1.530 |   90.000 |   26.137 |   63.863 |     18.000
   1.540 |   90.000 |   26.317 |   63.683 |     18.000
   1.550 |   90.000 |   26.497 |   63.503 |     18.000
   1.560 |   90.000 |   26.677 |   63.323 |     18.000
   1.570 |   90.000 |   26.857 |   63.143 |     18.000
   1.580 |   90.000 |   27.037 |   62.963 |     18.000
   1.590 |   90.000 |   27.217 |   62.783 |     18.000
   1.600 |   90.000 |   27.397 |   62.603 |     18.000
   1.610 |   90.000 |   27.577 |   62.423 |     18.000
   1.620 |   90.000 |   27.757 |   62.243 |     18.000
   1.630 |   90.000 |   27.937 |   62.063 |     18.000
   1.640 |   90.000 |   28.117 |   61.883 |     18.000
   1.650 |   90.000 |   28.297 |   61.703 |     18.000
   1.660 |   90.000 |   28.477 |   61.523 |     18.000
   1.670 |   90.000 |   28.657 |   61.343 |     18.000
   1.680 |   90.000 |   28.837 |   61.163 |     18.000
   1.690 |   90.000 |   29.017 |   60.983 |     18.000
   1.700 |   90.000 |   29.197 |   60.803 |     18.000
   1.710 |   90.000 |   29.377 |   60.623 |     18.000
   1.720 |   90.000 |   29.557 |   60.443 |     18.000
   1.730 |   90.000 |   29.737 |   60.263 |     18.000
   1.740 |   90.000 |   29.917 |   60.083 |     18.000
   1.750 |   90.000 |   30.097 |   59.903 |     18.000
   1.760 |   90.000 |   30.277 |   59.723 |     18.000
   1.770 |   90.000 |   30.457 |   59.543 |     18.000
   1.780 |   90.000 |   30.637 |   59.363 |     18.000
   1.790 |   90.000 |   30.817 |   59.183 |     18.000
   1.800 |   90.000 |   30.997 |   59.003 |     18.000
   1.810 |   90.000 |   31.177 |   58.823 |     18.000
   1.820 |   90.000 |   31.357 |   58.643 |     18.000
   1.830 |   90.000 |   31.537 |   58.463 |     18.000
   1.840 |   90.000 |   31.717 |   58.283 |     18.000
   1.850 |   90.000 |   31.897 |   58.103 |     18.000
   1.860 |   90.000 |   32.077 |   57.923 |     18.000
   1.870 |   90.000 |   32.257 |   57.743 |     18.000
   1.880 |   90.000 |   32.437 |   57.563 |     18.000
   1.890 |   90.000 |   32.617 |   57.383 |     18.000
   1.900 |   90.000 |   32.797 |   57.203 |     18.000
   1.910 |   90.000 |   32.977 |   57.023 |     18.000
   1.920 |   90.000 |   33.157 |   56.843 |     18.000
   1.930 |   90.000 |   33.337 |   56.663 |     18.000
   1.940 |   90.000 |   33.517 |   56.483 |     18.000
   1.950 |   90.000 |   33.697 |   56.303 |     18.000
   1.960 |   90.000 |   33.877 |   56.123 |     18.000
   1.970 |   90.000 |   34.057 |   55.943 |     18.000
   1.980 |   90.000 |   34.237 |   55.763 |     18.000
   1.990 |   90.000 |   34.417 |   55.583 |     18.000
   2.000 |   90.000 |   34.597 |   55.403 |     18.000
   2.010 |   90.000 |   34.777 |   55.223 |     18.000
   2.020 |   90.000 |   34.957 |   55.043 |     18.000
   2.030 |   90.000 |   35.137 |   54.863 |     18.000
   2.040 |   90.000 |   35.317 |   54.683 |     18.000
   2.050 |   90.000 |   35.497 |   54.503 |     18.000
   2.060 |   90.000 |   35.677 |   54.323 |     18.000
   2.070 |   90.000 |   35.857 |   54.143 |     18.000
   2.080 |   90.000 |   36.037 |   53.963 |     18.000
   2.090 |   90.000 |   36.217 |   53.783 |     18.000
   2.100 |   90.000 |   36.397 |   53.603 |     18.000
   2.110 |   90.000 |   36.577 |   53.423 |     18.000
   2.120 |   90.000 |   36.757 |   53.243 |     18.000
   2.130 |   90.000 |   36.937 |   53.063 |     18.000
   2.140 |   90.000 |   37.117 |   52.883 |     18.000
   2.150 |   90.000 |   37.297 |   52.703 |     18.000
   2.160 |   90.000 |   37.477 |   52.523 |     18.000
   2.170 |   90.000 |   37.657 |   52.343 |     18.000
   2.180 |   90.000 |   37.837 |   52.163 |     18.000
   2.190 |   90.000 |   38.017 |   51.983 |     18.000
   2.200 |   90.000 |   38.197 |   51.803 |     18.000
   2.210 |   90.000 |   38.377 |   51.623 |     18.000
   2.220 |   90.000 |   38.557 |   51.443 |     18.000
   2.230 |   90.000 |   38.737 |   51.263 |     18.000
   2.240 |   90.000 |   38.917 |   51.083 |     18.000
   2.250 |   90.000 |   39.097 |   50.903 |     18.000
   2.260 |   90.000 |   39.277 |   50.723 |     18.000
   2.270 |   90.000 |   39.457 |   50.543 |     18.000
   2.280 |   90.000 |   39.637 |   50.363 |     18.000
   2.290 |   90.000 |   39.817 |   50.183 |     18.000
   2.300 |   90.000 |   39.997 |   50.003 |     18.000
   2.310 |   90.000 |   40.177 |   49.823 |     18.000
   2.320 |   90.000 |   40.357 |   49.643 |     18.000
   2.330 |   90.000 |   40.537 |   49.463 |     18.000
   2.340 |   90.000 |   40.717 |   49.283 |     18.000
   2.350 |   90.000 |   40.897 |   49.103 |     18.000
   2.360 |   90.000 |   41.077 |   48.923 |     18.000
   2.370 |   90.000 |   41.257 |   48.743 |     18.000
   2.380 |   90.000 |   41.437 |   48.563 |     18.000
   2.390 |   90.000 |   41.617 |   48.383 |     18.000
   2.400 |   90.000 |   41.797 |   48.203 |     18.000
   2.410 |   90.000 |   41.977 |   48.023 |     18.000
   2.420 |   90.000 |   42.157 |   47.843 |     18.000
   2.430 |   90.000 |   42.337 |   47.663 |     18.000
   2.440 |   90.000 |   42.517 |   47.483 |     18.000
   2.450 |   90.000 |   42.697 |   47.303 |     18.000
   2.460 |   90.000 |   42.877 |   47.123 |     18.000
   2.470 |   90.000 |   43.057 |   46.943 |     18.000
   2.480 |   90.000 |   43.237 |   46.763 |     18.000
   2.490 |   90.000 |   43.417 |   46.583 |     18.000
   2.500 |   90.000 |   43.597 |   46.403 |     18.000
   2.510 |   90.000 |   43.777 |   46.223 |     18.000
   2.520 |   90.000 |   43.957 |   46.043 |     18.000
   2.530 |   90.000 |   44.137 |   45.863 |     18.000
   2.540 |   90.000 |   44.317 |   45.683 |     18.000
   2.550 |   90.000 |   44.497 |   45.503 |     18.000
   2.560 |   90.000 |   44.677 |   45.323 |     18.000
   2.570 |   90.000 |   44.857 |   45.143 |     18.000
   2.580 |   90.000 |   45.037 |   44.963 |     18.000
   2.590 |   90.000 |   45.217 |   44.783 |     18.000
   2.600 |   90.000 |   45.397 |   44.603 |     18.000
   2.610 |   90.000 |   45.577 |   44.423 |     18.000
   2.620 |   90.000 |   45.757 |   44.243 |     18.000
   2.630 |   90.000 |   45.937 |   44.063 |     18.000
   2.640 |   90.000 |   46.117 |   43.883 |     18.000
   2.650 |   90.000 |   46.297 |   43.703 |     18.000
   2.660 |   90.000 |   46.477 |   43.523 |     18.000
   2.670 |   90.000 |   46.657 |   43.343 |     18.000
   2.680 |   90.000 |   46.837 |   43.163 |     18.000
   2.690 |   90.000 |   47.017 |   42.983 |     18.000
   2.700 |   90.000 |   47.197 |   42.803 |     18.000
   2.710 |   90.000 |   47.377 |   42.623 |     18.000
   2.720 |   90.000 |   47.557 |   42.443 |     18.000
   2.730 |   90.000 |   47.737 |   42.263 |     18.000
   2.740 |   90.000 |   47.917 |   42.083 |     18.000
   2.750 |   90.000 |   48.097 |   41.903 |     18.000
   2.760 |   90.000 |   48.277 |   41.723 |     18.000
   2.770 |   90.000 |   48.457 |   41.543 |     18.000
   2.780 |   90.000 |   48.637 |   41.363 |     18.000
   2.790 |   90.000 |   48.817 |   41.183 |     18.000
   2.800 |   90.000 |   48.997 |   41.003 |     18.000
   2.810 |   90.000 |   49.177 |   40.823 |     18.000
   2.820 |   90.000 |   49.357 |   40.643 |     18.000
   2.830 |   90.000 |   49.537 |   40.463 |     18.000
   2.840 |   90.000 |   49.717 |   40.283 |     18.000
   2.850 |   90.000 |   49.897 |   40.103 |     18.000
   2.860 |   90.000 |   50.077 |   39.923 |     18.000
   2.870 |   90.000 |   50.257 |   39.743 |     18.000
   2.880 |   90.000 |   50.437 |   39.563 |     18.000
   2.890 |   90.000 |   50.617 |   39.383 |     18.000
   2.900 |   90.000 |   50.797 |   39.203 |     18.000
   2.910 |   90.000 |   50.977 |   39.023 |     18.000
   2.920 |   90.000 |   51.157 |   38.843 |     18.000
   2.930 |   90.000 |   51.337 |   38.663 |     18.000
   2.940 |   90.000 |   51.517 |   38.483 |     18.000
   2.950 |   90.000 |   51.697 |   38.303 |     18.000
   2.960 |   90.000 |   51.877 |   38.123 |     18.000
   2.970 |   90.000 |   52.057 |   37.943 |     18.000
   2.980 |   90.000 |   52.237 |   37.763 |     18.000
   2.990 |   90.000 |   52.417 |   37.583 |     18.000
   3.000 |   90.000 |   52.597 |   37.403 |     18.000
   3.010 |   90.000 |   52.777 |   37.223 |     18.000
   3.020 |   90.000 |   52.957 |   37.043 |     18.000
   3.030 |   90.000 |   53.137 |   36.863 |     18.000
   3.040 |   90.000 |   53.317 |   36.683 |     18.000
   3.050 |   90.000 |   53.497 |   36.503 |     18.000
   3.060 |   90.000 |   53.677 |   36.323 |     18.000
   3.070 |   90.000 |   53.857 |   36.143 |     18.000
   3.080 |   90.000 |   54.037 |   35.963 |     18.000
   3.090 |   90.000 |   54.217 |   35.783 |     18.000
   3.100 |   90.000 |   54.397 |   35.603 |     18.000
   3.110 |   90.000 |   54.577 |   35.423 |     18.000
   3.120 |   90.000 |   54.757 |   35.243 |     18.000
   3.130 |   90.000 |   54.937 |   35.063 |     18.000
   3.140 |   90.000 |   55.117 |   34.883 |     18.000
   3.150 |   90.000 |   55.297 |   34.703 |     18.000
   3.160 |   90.000 |   55.477 |   34.523 |     18.000
   3.170 |   90.000 |   55.657 |   34.343 |     18.000
   3.180 |   90.000 |   55.837 |   34.163 |     18.000
   3.190 |   90.000 |   56.017 |   33.983 |     18.000
   3.200 |   90.000 |   56.197 |   33.803 |     18.000
   3.210 |   90.000 |   56.377 |   33.623 |     18.000
   3.220 |   90.000 |   56.557 |   33.443 |     18.000
   3.230 |   90.000 |   56.737 |   33.263 |     18.000
   3.240 |   90.000 |   56.917 |   33.083 |     18.000
   3.250 |   90.000 |   57.097 |   32.903 |     18.000
   3.260 |   90.000 |   57.277 |   32.723 |     18.000
   3.270 |   90.000 |   57.457 |   32.543 |     18.000
   3.280 |   90.000 |   57.637 |   32.363 |     18.000
   3.290 |   90.000 |   57.817 |   32.183 |     18.000
   3.300 |   90.000 |   57.997 |   32.003 |     18.000
   3.310 |   90.000 |   58.177 |   31.823 |     18.000
   3.320 |   90.000 |   58.357 |   31.643 |     18.000
   3.330 |   90.000 |   58.537 |   31.463 |     18.000
   3.340 |   90.000 |   58.717 |   31.283 |     18.000
   3.350 |   90.000 |   58.897 |   31.103 |     18.000
   3.360 |   90.000 |   59.077 |   30.923 |     18.000
   3.370 |   90.000 |   59.257 |   30.743 |     18.000
   3.380 |   90.000 |   59.437 |   30.563 |     18.000
   3.390 |   90.000 |   59.617 |   30.383 |     18.000
   3.400 |   90.000 |   59.797 |   30.203 |     18.000
   3.410 |   90.000 |   59.977 |   30.023 |     18.000
   3.420 |   90.000 |   60.157 |   29.843 |     18.000
   3.430 |   90.000 |   60.337 |   29.663 |     18.000
   3.440 |   90.000 |   60.517 |   29.483 |     18.000
   3.450 |   90.000 |   60.697 |   29.303 |     18.000
   3.460 |   90.000 |   60.877 |   29.123 |     18.000
   3.470 |   90.000 |   61.057 |   28.943 |     18.000
   3.480 |   90.000 |   61.237 |   28.763 |     18.000
   3.490 |   90.000 |   61.417 |   28.583 |     18.000
   3.500 |   90.000 |   61.597 |   28.403 |     18.000
   3.510 |   90.000 |   61.777 |   28.223 |     18.000
   3.520 |   90.000 |   61.957 |   28.043 |     18.000
   3.530 |   90.000 |   62.137 |   27.863 |     18.000
   3.540 |   90.000 |   62.317 |   27.683 |     18.000
   3.550 |   90.000 |   62.497 |   27.503 |     18.000
   3.560 |   90.000 |   62.677 |   27.323 |     18.000
   3.570 |   90.000 |   62.857 |   27.143 |     18.000
   3.580 |   90.000 |   63.037 |   26.963 |     18.000
   3.590 |   90.000 |   63.217 |   26.783 |     18.000
   3.600 |   90.000 |   63.397 |   26.603 |     18.000
   3.610 |   90.000 |   63.577 |   26.423 |     18.000
   3.620 |   90.000 |   63.757 |   26.243 |     18.000
   3.630 |   90.000 |   63.937 |   26.063 |     18.000
   3.640 |   90.000 |   64.117 |   25.883 |     18.000
   3.650 |   90.000 |   64.297 |   25.703 |     18.000
   3.660 |   90.000 |   64.477 |   25.523 |     18.000
   3.670 |   90.000 |   64.657 |   25.343 |     18.000
   3.680 |   90.000 |   64.837 |   25.163 |     18.000
   3.690 |   90.000 |   65.017 |   24.983 |     18.000
   3.700 |   90.000 |   65.197 |   24.803 |     18.000
   3.710 |   90.000 |   65.377 |   24.623 |     18.000
   3.720 |   90.000 |   65.557 |   24.443 |     18.000
   3.730 |   90.000 |   65.737 |   24.263 |     18.000
   3.740 |   90.000 |   65.917 |   24.083 |     18.000
   3.750 |   90.000 |   66.097 |   23.903 |     18.000
   3.760 |   90.000 |   66.277 |   23.723 |     18.000
   3.770 |   90.000 |   66.457 |   23.543 |     18.000
   3.780 |   90.000 |   66.637 |   23.363 |     18.000
   3.790 |   90.000 |   66.817 |   23.183 |     18.000
   3.800 |   90.000 |   66.997 |   23.003 |     18.000
   3.810 |   90.000 |   67.177 |   22.823 |     18.000
   3.820 |   90.000 |   67.357 |   22.643 |     18.000
   3.830 |   90.000 |   67.537 |   22.463 |     18.000
   3.840 |   90.000 |   67.717 |   22.283 |     18.000
   3.850 |   90.000 |   67.897 |   22.103 |     18.000
   3.860 |   90.000 |   68.077 |   21.923 |     18.000
   3.870 |   90.000 |   68.257 |   21.743 |     18.000
   3.880 |   90.000 |   68.437 |   21.563 |     18.000
   3.890 |   90.000 |   68.617 |   21.383 |     18.000
   3.900 |   90.000 |   68.797 |   21.203 |     18.000
   3.910 |   90.000 |   68.977 |   21.023 |     18.000
   3.920 |   90.000 |   69.157 |   20.843 |     18.000
   3.930 |   90.000 |   69.337 |   20.663 |     18.000
   3.940 |   90.000 |   69.517 |   20.483 |     18.000
   3.950 |   90.000 |   69.697 |   20.303 |     18.000
   3.960 |   90.000 |   69.877 |   20.123 |     18.000
   3.970 |   90.000 |   70.057 |   19.943 |     18.000
   3.980 |   90.000 |   70.237 |   19.763 |     18.000
   3.990 |   90.000 |   70.417 |   19.583 |     18.000
   4.000 |   90.000 |   70.597 |   19.403 |     18.000
   4.010 |   90.000 |   70.777 |   19.223 |     18.000
   4.020 |   90.000 |   70.957 |   19.043 |     18.000
   4.030 |   90.000 |   71.137 |   18.863 |     18.000
   4.040 |   90.000 |   71.317 |   18.683 |     18.000
   4.050 |   90.000 |   71.497 |   18.503 |     18.000
   4.060 |   90.000 |   71.677 |   18.323 |     18.000
   4.070 |   90.000 |   71.857 |   18.143 |     18.000
   4.080 |   90.000 |   72.037 |   17.963 |     18.000
   4.090 |   90.000 |   72.217 |   17.783 |     18.000
   4.100 |   90.000 |   72.397 |   17.603 |     18.000
   4.110 |   90.000 |   72.577 |   17.423 |     18.000
   4.120 |   90.000 |   72.757 |   17.243 |     18.000
   4.130 |   90.000 |   72.937 |   17.063 |     18.000
   4.140 |   90.000 |   73.117 |   16.883 |     18.000
   4.150 |   90.000 |   73.297 |   16.703 |     18.000
   4.160 |   90.000 |   73.477 |   16.523 |     18.000
   4.170 |   90.000 |   73.657 |   16.343 |     18.000
   4.180 |   90.000 |   73.837 |   16.163 |     18.000
   4.190 |   90.000 |   74.017 |   15.983 |     17.999
   4.200 |   90.000 |   74.197 |   15.803 |     17.996
   4.210 |   90.000 |   74.377 |   15.623 |     17.991
   4.220 |   90.000 |   74.557 |   15.443 |     17.984
   4.230 |   90.000 |   74.736 |   15.264 |     17.975
   4.240 |   90.000 |   74.916 |   15.084 |     17.964
   4.250 |   90.000 |   75.096 |   14.904 |     17.951
   4.260 |   90.000 |   75.275 |   14.725 |     17.936
   4.270 |   90.000 |   75.454 |   14.546 |     17.919
   4.280 |   90.000 |   75.633 |   14.367 |     17.900
   4.290 |   90.000 |   75.812 |   14.188 |     17.879
   4.300 |   90.000 |   75.991 |   14.009 |     17.856
   4.310 |   90.000 |   76.169 |   13.831 |     17.832
   4.320 |   90.000 |   76.347 |   13.653 |     17.806
   4.330 |   90.000 |   76.525 |   13.475 |     17.777
   4.340 |   90.000 |   76.702 |   13.298 |     17.747
   4.350 |   90.000 |   76.879 |   13.121 |     17.716
   4.360 |   90.000 |   77.056 |   12.944 |     17.682
   4.370 |   90.000 |   77.233 |   12.767 |     17.647
   4.380 |   90.000 |   77.409 |   12.591 |     17.610
   4.390 |   90.000 |   77.584 |   12.416 |     17.572
   4.400 |   90.000 |   77.760 |   12.240 |     17.531
   4.410 |   90.000 |   77.935 |   12.065 |     17.490
   4.420 |   90.000 |   78.109 |   11.891 |     17.446
   4.430 |   90.000 |   78.283 |   11.717 |     17.401
   4.440 |   90.000 |   78.457 |   11.543 |     17.355
   4.450 |   90.000 |   78.630 |   11.370 |     17.307
   4.460 |   90.000 |   78.802 |   11.198 |     17.257
   4.470 |   90.000 |   78.974 |   11.026 |     17.206
   4.480 |   90.000 |   79.146 |   10.854 |     17.153
   4.490 |   90.000 |   79.317 |   10.683 |     17.100
   4.500 |   90.000 |   79.487 |   10.513 |     17.044
   4.510 |   90.000 |   79.657 |   10.343 |     16.987
   4.520 |   90.000 |   79.826 |   10.174 |     16.929
   4.530 |   90.000 |   79.995 |   10.005 |     16.870
   4.540 |   90.000 |   80.163 |    9.837 |     16.809
   4.550 |   90.000 |   80.331 |    9.669 |     16.747
   4.560 |   90.000 |   80.498 |    9.502 |     16.683
   4.570 |   90.000 |   80.664 |    9.336 |     16.619
   4.580 |   90.000 |   80.829 |    9.171 |     16.553
   4.590 |   90.000 |   80.994 |    9.006 |     16.485
   4.600 |   90.000 |   81.158 |    8.842 |     16.417
   4.610 |   90.000 |   81.322 |    8.678 |     16.347
   4.620 |   90.000 |   81.485 |    8.515 |     16.277
   4.630 |   90.000 |   81.647 |    8.353 |     16.205
   4.640 |   90.000 |   81.808 |    8.192 |     16.132
   4.650 |   90.000 |   81.968 |    8.032 |     16.058
   4.660 |   90.000 |   82.128 |    7.872 |     15.983
   4.670 |   90.000 |   82.287 |    7.713 |     15.906
   4.680 |   90.000 |   82.446 |    7.554 |     15.829
   4.690 |   90.000 |   82.603 |    7.397 |     15.751
   4.700 |   90.000 |   82.760 |    7.240 |     15.672
   4.710 |   90.000 |   82.916 |    7.084 |     15.591
   4.720 |   90.000 |   83.071 |    6.929 |     15.510
   4.730 |   90.000 |   83.225 |    6.775 |     15.428
   4.740 |   90.000 |   83.379 |    6.621 |     15.345
   4.750 |   90.000 |   83.531 |    6.469 |     15.261
   4.760 |   90.000 |   83.683 |    6.317 |     15.176
   4.770 |   90.000 |   83.834 |    6.166 |     15.090
   4.780 |   90.000 |   83.984 |    6.016 |     15.004
